marque,modele_version,cnit,puissance_fiscale,puissance_reelle,bv,urb,ex_urb,mixte,co2,carburant,etiquette_energie,bonus_malus
AUDI,A8 V6 3.0 TDI (233ch) QUATTRO TIPTRONIC DPF,MAU89I2BP303,15,171.0,A 6,12.0,6.4,8.4,224,GO,F,+ 1600
AUDI,A8 V6 3.0 TDI (233ch) QUATTRO TIPTRONIC DPF,MAU89I2BP304,15,171.0,A 6,12.0,6.4,8.4,224,GO,F,+ 1600
AUDI,A8 V6 3.0 TDI (233ch) QUATTRO TIPTRONIC DPF,MAU89I2BQ305,15,171.0,A 6,12.0,6.4,8.4,224,GO,F,+ 1600
AUDI,A8 V6 3.0 TDI (233ch) QUATTRO TIPTRONIC DPF,MAU89I2BR306,15,171.0,A 6,12.0,6.4,8.4,224,GO,F,+ 1600
AUDI,A8 V6 3.0 TDI (233ch) QUATTRO TIPTRONIC DPF,MAU89I2BS307,15,171.0,A 6,12.0,6.4,8.4,224,GO,F,+ 1600
AUDI,A8 V6 3.0 TDI (233ch) QUATTRO TIPTRONIC DPF,MAU89I2BT308,15,171.0,A 6,12.0,6.4,8.4,224,GO,F,+ 1600
AUDI,A8 V6 3.0 TDI (233ch) QUATTRO TIPTRONIC DPF,MAU89I2BU309,15,171.0,A 6,12.0,6.4,8.4,224,GO,F,+ 1600
AUDI,Audi Q7 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC,MAU89I4S0948,16,176.0,A 6,11.3,7.8,9.1,239,GO,F,+ 1600
AUDI,Audi Q7 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC,MAU89I4S1949,16,176.0,A 6,11.3,7.8,9.1,239,GO,F,+ 1600
AUDI,Audi Q7 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC,MAU89I4S2950,16,176.0,A 6,11.3,7.8,9.1,239,GO,F,+ 1600
AUDI,Audi Q7 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC,MAU89I4S3951,16,176.0,A 6,11.3,7.8,9.1,239,GO,F,+ 1600
AUDI,Audi Q7 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC,MAU89I4S4952,16,176.0,A 6,11.3,7.8,9.1,239,GO,F,+ 1600
AUDI,Audi Q7 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC,MAU89I4S5953,16,176.0,A 6,11.3,7.8,9.1,239,GO,F,+ 1600
AUDI,Audi Q7 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC,MAU89I4S6954,16,176.0,A 6,11.3,7.8,9.1,239,GO,F,+ 1600
AUDI,Audi Q7 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC,MAU89I4S7955,16,176.0,A 6,11.3,7.8,9.1,239,GO,F,+ 1600
AUDI,Audi Q7 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC,MAU89I4S8956,16,176.0,A 6,11.3,7.8,9.1,239,GO,F,+ 1600
AUDI,Audi Q7 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC,MAU89I4S9957,16,176.0,A 6,11.3,7.8,9.1,239,GO,F,+ 1600
AUDI,Audi Q7 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC,MAU89I4SA958,16,176.0,A 6,11.3,7.8,9.1,239,GO,F,+ 1600
AUDI,Audi Q7 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC,MAU89I4SB959,16,176.0,A 6,11.3,7.8,9.1,239,GO,F,+ 1600
AUDI,Audi Q7 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC,MAU89I4SC960,16,176.0,A 6,11.3,7.8,9.1,239,GO,F,+ 1600
AUDI,Audi Q7 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC,MAU89I4SD961,16,176.0,A 6,11.3,7.8,9.1,239,GO,F,+ 1600
AUDI,Audi Q7 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC,MAU89I4SE962,16,176.0,A 6,11.3,7.8,9.1,239,GO,F,+ 1600
AUDI,Audi Q7 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC,MAU89I4SF963,16,176.0,A 6,11.3,7.8,9.1,239,GO,F,+ 1600
AUDI,Audi Q7 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC,MAU89I4SG964,16,176.0,A 6,11.3,7.8,9.1,239,GO,F,+ 1600
AUDI,Audi Q7 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC,MAU89I4SH965,16,176.0,A 6,11.3,7.8,9.1,239,GO,F,+ 1600
AUDI,Audi Q7 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC,MAU89I4SJ966,16,176.0,A 6,11.3,7.8,9.1,239,GO,F,+ 1600
AUDI,Audi Q7 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC,MAU89I4SV943,16,176.0,A 6,11.3,7.8,9.1,239,GO,F,+ 1600
AUDI,Audi Q7 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC,MAU89I4SW944,16,176.0,A 6,11.3,7.8,9.1,239,GO,F,+ 1600
AUDI,Audi Q7 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC,MAU89I4SX945,16,176.0,A 6,11.3,7.8,9.1,239,GO,F,+ 1600
AUDI,Audi Q7 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC,MAU89I4SY946,16,176.0,A 6,11.3,7.8,9.1,239,GO,F,+ 1600
AUDI,Audi Q7 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC,MAU89I4SZ947,16,176.0,A 6,11.3,7.8,9.1,239,GO,F,+ 1600
AUDI,A5 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC DPF,MAU89J1V1078,15,176.0,A 6,8.8,5.9,6.9,182,GO,E,+ 750
AUDI,A5 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC DPF,MAU89J1V2079,15,176.0,A 6,8.8,5.9,6.9,182,GO,E,+ 750
AUDI,A5 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC DPF,MAU89J1V3080,15,176.0,A 6,8.8,5.9,6.9,182,GO,E,+ 750
AUDI,A4 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC DPF,MAU89J2FG132,15,176.0,A 6,8.8,5.9,6.9,182,GO,E,+ 750
AUDI,A4 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC DPF,MAU89J2FH133,15,176.0,A 6,8.8,5.9,6.9,182,GO,E,+ 750
AUDI,A6 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC DPF,MAU89J2K9386,15,176.0,A 6,9.3,5.8,7.1,189,GO,E,+ 750
AUDI,A6 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC DPF,MAU89J2KA387,15,176.0,A 6,9.3,5.8,7.1,189,GO,E,+ 750
AUDI,A6 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC DPF,MAU89J2KM388,15,176.0,A 6,9.3,5.8,7.1,189,GO,E,+ 750
AUDI,A6 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC DPF,MAU89J2KN389,15,176.0,A 6,9.3,5.8,7.1,189,GO,E,+ 750
AUDI,A6 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC DPF,MAU89J2KP390,15,176.0,A 6,9.3,5.8,7.1,189,GO,E,+ 750
AUDI,A6 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC DPF,MAU89J2KP391,15,176.0,A 6,9.3,5.8,7.1,189,GO,E,+ 750
AUDI,A6 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC DPF,MAU89J2KQ392,15,176.0,A 6,9.3,5.8,7.1,189,GO,E,+ 750
AUDI,A6 V6 3.0 TDI (240ch) QUATTRO TIPTRONIC DPF,MAU89J2KR393,15,176.0,A 6,9.3,5.8,7.1,189,GO,E,+ 750
AUDI,A4 AVANT V6 3.0 TDI (240ch) QUATTRO TIPTRONIC DPF,MAU89J4FE029,15,176.0,A 6,9.0,6.1,7.2,186,GO,E,+ 750
AUDI,A4 AVANT V6 3.0 TDI (240ch) QUATTRO TIPTRONIC DPF,MAU89J4FF030,15,176.0,A 6,9.0,6.1,7.2,186,GO,E,+ 750
AUDI,A6 AVANT V6 3.0 TDI (240ch) QUATTRO TIPTRONIC DPF,MAU89J4KW236,15,176.0,A 6,9.3,5.8,7.1,189,GO,E,+ 750
AUDI,A6 AVANT V6 3.0 TDI (240ch) QUATTRO TIPTRONIC DPF,MAU89J4KX237,15,176.0,A 6,9.3,5.8,7.1,189,GO,E,+ 750
AUDI,A6 AVANT V6 3.0 TDI (240ch) QUATTRO TIPTRONIC DPF,MAU89J4KY238,15,176.0,A 6,9.3,5.8,7.1,189,GO,E,+ 750
AUDI,A6 AVANT V6 3.0 TDI (240ch) QUATTRO TIPTRONIC DPF,MAU89J4KZ239,15,176.0,A 6,9.3,5.8,7.1,189,GO,E,+ 750
AUDI,Audi Q7 4.2TDI (326ch),MAU89J4S0426,24,240.0,A 6,14.9,8.9,11.1,294,GO,G,+ 2600
AUDI,Audi Q7 4.2TDI (326ch),MAU89J4S1427,24,240.0,A 6,14.9,8.9,11.1,294,GO,G,+ 2600
AUDI,Audi Q7 4.2TDI (326ch),MAU89J4S2428,24,240.0,A 6,14.9,8.9,11.1,294,GO,G,+ 2600
AUDI,Audi Q7 4.2TDI (326ch),MAU89J4S3429,24,240.0,A 6,14.9,8.9,11.1,294,GO,G,+ 2600
AUDI,Audi Q7 4.2TDI (326ch),MAU89J4S4430,24,240.0,A 6,14.9,8.9,11.1,294,GO,G,+ 2600
AUDI,Audi Q7 4.2TDI (326ch),MAU89J4S5431,24,240.0,A 6,14.9,8.9,11.1,294,GO,G,+ 2600
AUDI,Audi Q7 4.2TDI (326ch),MAU89J4SY424,24,240.0,A 6,14.9,8.9,11.1,294,GO,G,+ 2600
AUDI,Audi Q7 4.2TDI (326ch),MAU89J4SZ425,24,240.0,A 6,14.9,8.9,11.1,294,GO,G,+ 2600
AUDI,ALLROAD QUATTRO V6 3.0 TDI (240ch) TIPTRONIC DPF,MAU89J4TU261,15,176.0,A 6,9.7,6.2,7.5,199,GO,E,+ 750
AUDI,ALLROAD QUATTRO V6 3.0 TDI (240ch) TIPTRONIC DPF,MAU89J4TV262,15,176.0,A 6,9.7,6.2,7.5,199,GO,E,+ 750
AUDI,ALLROAD QUATTRO V6 3.0 TDI (240ch) TIPTRONIC DPF,MAU89J4TW263,15,176.0,A 6,9.7,6.2,7.5,199,GO,E,+ 750
AUDI,Audi Q5 V6 3.0 TDI (240ch) QUATTRO S TRONIC 7,MAU89J4X6172,15,176.0,A 7,9.2,6.6,7.5,199,GO,E,+ 750
AUDI,Audi Q5 V6 3.0 TDI (240ch) QUATTRO S TRONIC 7,MAU89J4X7173,15,176.0,A 7,9.2,6.6,7.5,199,GO,E,+ 750
AUDI,A4 1.8 TFSI (120ch) MULTITRONIC,MAU94J2FK140,7,88.0,V 0,9.9,6.1,7.5,174,ES,E,+ 750
AUDI,A4 1.8 TFSI (120ch) MULTITRONIC,MAU94J2FL141,7,88.0,V 0,9.9,6.1,7.5,174,ES,E,+ 750
AUDI,A4 AVANT 1.8 TFSI (120ch) MULTITRONIC,MAU94J4FG035,8,88.0,V 0,10.0,6.4,7.7,179,ES,E,+ 750
AUDI,A4 AVANT 1.8 TFSI (120ch) MULTITRONIC,MAU94J4FH036,8,88.0,V 0,10.0,6.4,7.7,179,ES,E,+ 750
AUDI,A6 2.0 TDI (136ch) MULTITRONIC DPF,MAU95J2K3286,8,100.0,V 0,7.3,4.9,5.8,151,GO,D,-
AUDI,A6 2.0 TDI (136ch) MULTITRONIC DPF,MAU95J2K4287,8,100.0,V 0,7.3,4.9,5.8,151,GO,D,-
AUDI,A6 2.0 TDI (136ch) MULTITRONIC DPF,MAU95J2K5288,8,100.0,V 0,7.3,4.9,5.8,151,GO,D,-
AUDI,A6 2.0 TDI (136ch) MULTITRONIC DPF,MAU95J2K6289,8,100.0,V 0,7.3,4.9,5.8,151,GO,D,-
AUDI,A6 AVANT 2.0 TDI (136ch) MULTITRONIC DPF,MAU95J4K4186,8,100.0,V 0,7.5,5.0,5.9,155,GO,D,-
AUDI,A6 AVANT 2.0 TDI (136ch) MULTITRONIC DPF,MAU95J4K5187,8,100.0,V 0,7.5,5.0,5.9,155,GO,D,-
AUDI,A4 2.0 TDI (143ch) MULTITRONIC DPF,MAU96J2FW114,8,105.0,V 0,7.3,4.8,5.7,149,GO,D,-
AUDI,A4 2.0 TDI (143ch) MULTITRONIC DPF,MAU96J2FX115,8,105.0,V 0,7.3,4.8,5.7,149,GO,D,-
AUDI,A4 AVANT 2.0TDI (143ch) MULTITRONIC DPF,MAU96J4FU011,8,105.0,V 0,7.5,5.0,5.9,155,GO,D,-
AUDI,A4 AVANT 2.0TDI (143ch) MULTITRONIC DPF,MAU96J4FV012,8,105.0,V 0,7.5,5.0,5.9,155,GO,D,-
AUDI,A4 1.8 TFSI (160ch) MULTITRONIC,MAU97J2FR144,9,118.0,V 0,9.4,5.9,7.2,169,ES,E,+ 750
AUDI,A4 1.8 TFSI (160ch) MULTITRONIC,MAU97J2FS145,9,118.0,V 0,9.4,5.9,7.2,169,ES,E,+ 750
AUDI,A6 2.0 TDI (170ch) MULTITRONIC DPF,MAU97J2K3539,10,125.0,V 0,7.3,5.0,5.8,153,GO,D,-
AUDI,A6 2.0 TDI (170ch) MULTITRONIC DPF,MAU97J2K4540,10,125.0,V 0,7.3,5.0,5.8,153,GO,D,-
AUDI,A6 2.0 TDI (170ch) MULTITRONIC DPF,MAU97J2K5541,10,125.0,V 0,7.3,5.0,5.8,153,GO,D,-
AUDI,A6 2.0 TDI (170ch) MULTITRONIC DPF,MAU97J2K6542,10,125.0,V 0,7.3,5.0,5.8,153,GO,D,-
AUDI,A6 2.0 TFSI (170ch) MULTITRONIC,MAU97J2KP270,10,125.0,V 0,10.4,6.1,7.7,179,ES,E,+ 750
AUDI,A6 2.0 TFSI (170ch) MULTITRONIC,MAU97J2KQ271,10,125.0,V 0,10.4,6.1,7.7,179,ES,E,+ 750
AUDI,A6 2.0 TFSI (170ch) MULTITRONIC,MAU97J2KR272,10,125.0,V 0,10.4,6.1,7.7,179,ES,E,+ 750
AUDI,A6 2.0 TFSI (170ch) MULTITRONIC,MAU97J2KS273,10,125.0,V 0,10.4,6.1,7.7,179,ES,E,+ 750
AUDI,A4 AVANT 1.8 TFSI (160ch) MULTITRONIC,MAU97J4FN039,10,118.0,V 0,9.6,6.3,7.5,174,ES,E,+ 750
AUDI,A4 AVANT 1.8 TFSI (160ch) MULTITRONIC,MAU97J4FP040,10,118.0,V 0,9.6,6.3,7.5,174,ES,E,+ 750
AUDI,A6 AVANT 2.0 TDI (170ch) MULTITRONIC DPF,MAU97J4K3535,10,125.0,V 0,7.4,5.0,5.9,154,GO,D,-
AUDI,A6 AVANT 2.0 TDI (170ch) MULTITRONIC DPF,MAU97J4K4536,10,125.0,V 0,7.4,5.0,5.9,154,GO,D,-
AUDI,A6 AVANT 2.0 TFSI (170ch) MULTITRONIC,MAU97J4KY178,10,125.0,V 0,10.5,6.2,7.8,181,ES,E,+ 750
AUDI,A6 AVANT 2.0 TFSI (170ch) MULTITRONIC,MAU97J4KZ179,10,125.0,V 0,10.5,6.2,7.8,181,ES,E,+ 750
AUDI,A5 V6 2. 7TDI (190ch) MULTITRONIC DPF,MAU98J1V3105,11,140.0,V 0,7.9,5.5,6.4,167,GO,E,+ 750
AUDI,A5 V6 2. 7TDI (190ch) MULTITRONIC DPF,MAU98J1V4106,11,140.0,V 0,7.9,5.5,6.4,167,GO,E,+ 750
AUDI,A5 V6 2. 7TDI (190ch) MULTITRONIC DPF,MAU98J1V5107,11,140.0,V 0,7.9,5.5,6.4,167,GO,E,+ 750
AUDI,A5 2.0 TFSI (180ch) MULTITRONIC,MAU98J1VD090,10,132.0,V 0,9.4,5.7,7.1,167,ES,E,+ 750
AUDI,A5 2.0 TFSI (180ch) MULTITRONIC,MAU98J1VE091,10,132.0,V 0,9.4,5.7,7.1,167,ES,E,+ 750
AUDI,A5 2.0 TFSI (180ch) MULTITRONIC,MAU98J1VF092,10,132.0,V 0,9.4,5.7,7.1,167,ES,E,+ 750
AUDI,A4 V6 2.7 TDI (190ch) MULTITRONIC DPF,MAU98J2F8160,11,140.0,V 0,7.9,5.5,6.4,167,GO,E,+ 750
AUDI,A4 V6 2.7 TDI (190ch) MULTITRONIC DPF,MAU98J2F9161,11,140.0,V 0,7.9,5.5,6.4,167,GO,E,+ 750
AUDI,A4 2.0 TFSI (180ch) MULTITRONIC,MAU98J2FY150,10,132.0,V 0,9.4,5.7,7.1,167,ES,E,+ 750
AUDI,A4 2.0 TFSI (180ch) MULTITRONIC,MAU98J2FZ151,10,132.0,V 0,9.4,5.7,7.1,167,ES,E,+ 750
AUDI,A6 V6 2.7 TDI (190ch) MULTITRONIC DPF,MAU98J2K0305,11,140.0,V 0,8.0,5.5,6.4,169,GO,E,+ 750
AUDI,A6 V6 2.8 FSI (190ch) MULTITRONIC,MAU98J2K5346,12,140.0,V 0,12.0,6.3,8.4,195,ES,E,+ 750
AUDI,A6 V6 2.8 FSI (190ch) MULTITRONIC,MAU98J2K6347,12,140.0,V 0,12.0,6.3,8.4,195,ES,E,+ 750
AUDI,A6 V6 2.8 FSI (190ch) MULTITRONIC,MAU98J2K7348,12,140.0,V 0,12.0,6.3,8.4,195,ES,E,+ 750
AUDI,A6 V6 2.8 FSI (190ch) MULTITRONIC,MAU98J2K8349,12,140.0,V 0,12.0,6.3,8.4,195,ES,E,+ 750
AUDI,A6 V6 2.8 FSI (190ch) MULTITRONIC,MAU98J2K9350,12,140.0,V 0,12.0,6.3,8.4,195,ES,E,+ 750
AUDI,A6 V6 2.8 FSI (190ch) MULTITRONIC,MAU98J2KA351,12,140.0,V 0,12.0,6.3,8.4,195,ES,E,+ 750
AUDI,A6 V6 2.8 FSI (190ch) MULTITRONIC,MAU98J2KB352,12,140.0,V 0,12.0,6.3,8.4,195,ES,E,+ 750
AUDI,A6 V6 2.8 FSI (190ch) MULTITRONIC,MAU98J2KC353,12,140.0,V 0,12.0,6.3,8.4,195,ES,E,+ 750
AUDI,A6 V6 2.7 TDI (190ch) MULTITRONIC DPF,MAU98J2KT298,11,140.0,V 0,8.0,5.5,6.4,169,GO,E,+ 750
AUDI,A6 V6 2.7 TDI (190ch) MULTITRONIC DPF,MAU98J2KU299,11,140.0,V 0,8.0,5.5,6.4,169,GO,E,+ 750
AUDI,A6 V6 2.7 TDI (190ch) MULTITRONIC DPF,MAU98J2KV300,11,140.0,V 0,8.0,5.5,6.4,169,GO,E,+ 750
AUDI,A6 V6 2.7 TDI (190ch) MULTITRONIC DPF,MAU98J2KW301,11,140.0,V 0,8.0,5.5,6.4,169,GO,E,+ 750
AUDI,A6 V6 2.7 TDI (190ch) MULTITRONIC DPF,MAU98J2KX302,11,140.0,V 0,8.0,5.5,6.4,169,GO,E,+ 750
AUDI,A6 V6 2.7 TDI (190ch) MULTITRONIC DPF,MAU98J2KY303,11,140.0,V 0,8.0,5.5,6.4,169,GO,E,+ 750
AUDI,A6 V6 2.7 TDI (190ch) MULTITRONIC DPF,MAU98J2KZ304,11,140.0,V 0,8.0,5.5,6.4,169,GO,E,+ 750
AUDI,A4 AVANT V6 2.7 TDI (190ch) MULTITRONIC DPF,MAU98J4F4055,11,140.0,V 0,7.7,5.8,6.5,169,GO,E,+ 750
AUDI,A4 AVANT V6 2.7 TDI (190ch) MULTITRONIC DPF,MAU98J4F5056,11,140.0,V 0,7.7,5.8,6.5,169,GO,E,+ 750
AUDI,A4 AVANT 2.0 TFSI (180ch) MULTITRONIC,MAU98J4FU045,11,132.0,V 0,9.8,5.9,7.3,172,ES,E,+ 750
AUDI,A4 AVANT 2.0 TFSI (180ch) MULTITRONIC,MAU98J4FV046,11,132.0,V 0,9.8,5.9,7.3,172,ES,E,+ 750
AUDI,A6 AVANT V6 2.8 FSI (190ch) MULTITRONIC,MAU98J4KC216,12,140.0,V 0,12.1,6.5,8.6,199,ES,E,+ 750
AUDI,A6 AVANT V6 2.7 TDI (190ch) MULTITRONIC DPF,MAU98J4KD192,11,140.0,V 0,8.1,5.6,6.5,172,GO,E,+ 750
AUDI,A6 AVANT V6 2.8 FSI (190ch) MULTITRONIC,MAU98J4KD217,12,140.0,V 0,12.1,6.5,8.6,199,ES,E,+ 750
AUDI,A6 AVANT V6 2.7 TDI (190ch) MULTITRONIC DPF,MAU98J4KE193,11,140.0,V 0,8.1,5.6,6.5,172,GO,E,+ 750
AUDI,A6 AVANT V6 2.8 FSI (190ch) MULTITRONIC,MAU98J4KE218,12,140.0,V 0,12.1,6.5,8.6,199,ES,E,+ 750
AUDI,A6 AVANT V6 2.8 FSI (190ch) MULTITRONIC,MAU98J4KF219,12,140.0,V 0,12.1,6.5,8.6,199,ES,E,+ 750
AUDI,A6 AVANT V6 2.7 TDI (190ch) MULTITRONIC DPF,MAU98J4KQ194,11,140.0,V 0,8.1,5.6,6.5,172,GO,E,+ 750
AUDI,A6 AVANT V6 2.7 TDI (190ch) MULTITRONIC DPF,MAU98J4KR195,11,140.0,V 0,8.1,5.6,6.5,172,GO,E,+ 750
AUDI,A8 V6 2.8 FSI e (210ch) MULTITRONIC,MAU99H2B8905,13,154.0,V 0,11.8,6.3,8.3,199,ES,E,+ 750
AUDI,A8 V6 2.8 FSI e (210ch) MULTITRONIC,MAU99H2B9906,13,154.0,V 0,11.8,6.3,8.3,199,ES,E,+ 750
AUDI,A8 V6 2.8 FSI e (210ch) MULTITRONIC,MAU99H2BA907,13,154.0,V 0,11.8,6.3,8.3,199,ES,E,+ 750
AUDI,A8 V6 2.8 FSI e (210ch) MULTITRONIC,MAU99H2BB908,13,154.0,V 0,11.8,6.3,8.3,199,ES,E,+ 750
AUDI,A5 2.0 TFSI (211ch) MULTITRONIC,MAU99J1VK096,12,155.0,V 0,9.4,5.7,7.1,167,ES,E,+ 750
AUDI,A5 V6 3.2 FSI MULTITRONIC,MAU99J1VW072,17,195.0,V 0,11.2,6.4,8.2,194,ES,E,+ 750
AUDI,A5 2.0 TFSI (211ch) MULTITRONIC,MAU99J1VW097,12,155.0,V 0,9.4,5.7,7.1,167,ES,E,+ 750
AUDI,A5 V6 3.2 FSI MULTITRONIC,MAU99J1VX073,17,195.0,V 0,11.2,6.4,8.2,194,ES,E,+ 750
AUDI,A5 2.0 TFSI (211ch) MULTITRONIC,MAU99J1VX098,12,155.0,V 0,9.4,5.7,7.1,167,ES,E,+ 750
AUDI,A5 V6 3.2 FSI MULTITRONIC,MAU99J1VY074,17,195.0,V 0,11.2,6.4,8.2,194,ES,E,+ 750
AUDI,A4 2.0 TFSI (211ch)  MULTITRONIC,MAU99J2F3154,12,155.0,V 0,9.4,5.7,7.1,167,ES,E,+ 750
AUDI,A4 2.0 TFSI (211ch)  MULTITRONIC,MAU99J2F4155,12,155.0,V 0,9.4,5.7,7.1,167,ES,E,+ 750
AUDI,A4 V6 3.2 FSI MULTITRONIC,MAU99J2FF130,17,195.0,V 0,11.2,6.4,8.2,194,ES,E,+ 750
AUDI,A4 V6 3.2 FSI MULTITRONIC,MAU99J2FG131,17,195.0,V 0,11.2,6.4,8.2,194,ES,E,+ 750
AUDI,A6 V6 2.8 FSI (220ch) MULTITRONIC,MAU99J2K0376,14,162.0,V 0,11.8,6.4,8.4,196,ES,E,+ 750
AUDI,A6 V6 2.8 FSI (220ch) MULTITRONIC,MAU99J2K1377,14,162.0,V 0,11.8,6.4,8.4,196,ES,E,+ 750
AUDI,A6 V6 2.8 FSI (220ch) MULTITRONIC,MAU99J2KU370,14,162.0,V 0,11.8,6.4,8.4,196,ES,E,+ 750
AUDI,A6 V6 2.8 FSI (220ch) MULTITRONIC,MAU99J2KV371,14,162.0,V 0,11.8,6.4,8.4,196,ES,E,+ 750
AUDI,A6 V6 2.8 FSI (220ch) MULTITRONIC,MAU99J2KW372,14,162.0,V 0,11.8,6.4,8.4,196,ES,E,+ 750
AUDI,A6 V6 2.8 FSI (220ch) MULTITRONIC,MAU99J2KX373,14,162.0,V 0,11.8,6.4,8.4,196,ES,E,+ 750
AUDI,A6 V6 2.8 FSI (220ch) MULTITRONIC,MAU99J2KY374,14,162.0,V 0,11.8,6.4,8.4,196,ES,E,+ 750
AUDI,A6 V6 2.8 FSI (220ch) MULTITRONIC,MAU99J2KZ375,14,162.0,V 0,11.8,6.4,8.4,196,ES,E,+ 750
AUDI,A4 AVANT 2.0 TFSI (211ch) MULTITRONIC,MAU99J4F0050,13,155.0,V 0,9.8,5.9,7.3,172,ES,E,+ 750
AUDI,A4 AVANT V6 3.2 FSI MULTITRONIC,MAU99J4FD027,17,195.0,V 0,11.4,6.7,8.4,199,ES,E,+ 750
AUDI,A4 AVANT V6 3.2 FSI MULTITRONIC,MAU99J4FE028,17,195.0,V 0,11.4,6.7,8.4,199,ES,E,+ 750
AUDI,A4 AVANT 2.0 TFSI (211ch) MULTITRONIC,MAU99J4FZ049,13,155.0,V 0,9.8,5.9,7.3,172,ES,E,+ 750
AUDI,A6 AVANT V6 2.8 FSI (220ch) MULTITRONIC,MAU99J4KP228,14,162.0,V 0,12.0,6.5,8.5,197,ES,E,+ 750
AUDI,A6 AVANT V6 2.8 FSI (220ch) MULTITRONIC,MAU99J4KQ229,14,162.0,V 0,12.0,6.5,8.5,197,ES,E,+ 750
AUDI,A6 AVANT V6 2.8 FSI (220ch) MULTITRONIC,MAU99J4KR230,14,162.0,V 0,12.0,6.5,8.5,197,ES,E,+ 750
AUDI,A6 AVANT V6 2.8 FSI (220ch) MULTITRONIC,MAU99J4KS231,14,162.0,V 0,12.0,6.5,8.5,197,ES,E,+ 750
MAYBACH,MAYBACH 57,MAY3902AD052,49,405.0,A 5,24.5,11.0,15.9,383,ES,G,+ 2600
MAYBACH,MAYBACH 57,MAY3902AE053,49,405.0,A 5,24.5,11.0,15.9,383,ES,G,+ 2600
MAYBACH,MAYBACH 57 S,MAY3902AF054,57,450.0,A 5,24.6,11.8,16.4,390,ES,G,+ 2600
MAYBACH,MAYBACH 57 S,MAY3902AG055,57,450.0,A 5,24.6,11.8,16.4,390,ES,G,+ 2600
MAYBACH,MAYBACH 62,MAY3902AH056,49,405.0,A 5,24.5,11.0,15.9,383,ES,G,+ 2600
MAYBACH,MAYBACH 62,MAY3902AJ057,49,405.0,A 5,24.5,11.0,15.9,383,ES,G,+ 2600
MAYBACH,MAYBACH 62,MAY3902AJ058,49,405.0,A 5,24.5,11.0,15.9,383,ES,G,+ 2600
MAYBACH,MAYBACH 62,MAY3902AK059,49,405.0,A 5,24.5,11.0,15.9,383,ES,G,+ 2600
MAYBACH,MAYBACH 62 S,MAY3902AL060,57,450.0,A 5,24.6,11.8,16.4,390,ES,G,+ 2600
MAYBACH,MAYBACH 62 S,MAY3902AM061,57,450.0,A 5,24.6,11.8,16.4,390,ES,G,+ 2600
MAYBACH,MAYBACH 62 S,MAY3902AN062,57,450.0,A 5,24.6,11.8,16.4,390,ES,G,+ 2600
MAYBACH,MAYBACH 62 S,MAY3902AP063,57,450.0,A 5,24.6,11.8,16.4,390,ES,G,+ 2600
DODGE,CALIBER 1.8L BVM5,MB31602BS070,9,110.0,M 5,10.0,5.9,7.4,177,ES,E,+ 750
DODGE,CALIBER SRT4 2.4L BVM6,MB31902BP072,20,217.0,M 6,12.5,6.8,8.9,211,ES,F,+ 1600
DODGE,NITRO 4.0L BVA5,MB34904DY056,18,191.0,A 5,15.9,8.9,11.5,274,ES,G,+ 2600
DODGE,CALIBER 2.0 CRD FAP,MB35602B2068,8,103.0,M 6,8.2,5.1,6.2,168,GO,E,+ 750
DODGE,CALIBER 2.0 CRD FAP,MB35602BD140,8,103.0,M 6,7.9,5.0,6.1,163,GO,E,+ 200
