marques,modele,typ._mines,cnit,carb,cv,puiss.,bv,urbain,ex.urb,mixte,co2
VOLKSWAGEN,COMBI LONG SURLV TDI (88ch),MVW5284FQ205,7DBAJTKHX0L1P00J2SGFM52B010R,GO,7,65.0,M 5,10.4,7.3,8.5,230
VOLKSWAGEN,COMBI LONG SURLV TDI (88ch),MVW5284FR206,7DBAJTKHX0L1P00J2SGFM52B010S,GO,7,65.0,M 5,10.4,7.3,8.5,230
VOLKSWAGEN,COMBI LONG TDI (102ch) BVA,MVW7384FL935,7DBAUFKNX0L1P00J2AGFA41P017Q,GO,8,75.0,A 4,11.0,7.2,8.5,230
OPEL,MOVANO COMBI 2.2DTI,MPL5263LK644,J9AND5,GO,7,66.0,M 5,10.7,7.5,8.7,231
OPEL,MOVANO COMBI 2.2DTI,MPL5263LL645,J9ANH5,GO,7,66.0,M 5,10.7,7.5,8.7,231
OPEL,MOVANO COMBI 2.2DTI,MPL5263LM646,J9CNH5,GO,7,66.0,M 5,10.7,7.5,8.7,231
BMW,330xd BERLINE BVA,MBM8822CT651,346XEV9102,GO,12,135.0,A 5,12.0,6.8,8.7,232
BMW,730d BVA,MBM7812A0883,7/GGE6101,GO,13,142.0,A 5,11.7,7.0,8.7,232
OPEL,FRONTERA COURT 2.2DTI 16V,MPL6464C6420,6AZCBA11B04CBAAB4,GO,8,85.0,M 5,11.1,7.1,8.6,232
OPEL,OMEGA 2.5DTI 24V BVA,MPL7662KW746,V94BP112A15MDJGH5,GO,10,110.0,A 5,11.9,6.7,8.6,232
OPEL,OMEGA 2.5DTI 24V BVA,MPL7662KZ749,V94FP116A15KDJGH5,GO,10,110.0,A 5,11.9,6.7,8.6,232
VOLKSWAGEN,LT28 COMBI 9PL EPT 3000 TDI (109ch),MVW53E3GQ921,2DMKNANJX0SGHM5009940WALUSN0J2195/70CRN,GO,8,80.0,M 5,10.9,7.2,8.6,232
VOLKSWAGEN,PASSAT V6 TDI 4MOTION TIPTRONIC,MVW86D2EL624,3BGSTAKNX11AGQA51V019NP0GE,GO,10,110.0,A 5,12.3,6.5,8.6,232
VOLKSWAGEN,PASSAT V6 TDI 4MOTION TIPTRONIC,MVW86D2EP627,3BGSTAKNX11AGQA51V019SP0GE,GO,10,110.0,A 5,12.3,6.5,8.6,232
BMW,X53.0d,MBM6822K0390,X53FA7103,GO,12,135.0,M 5,11.1,7.3,8.7,233
OPEL,FRONTERA LONG 2.2DTI 16V,MPL6464CY412,6AVFAA11A01AAAAB5,GO,9,85.0,M 5,11.2,7.2,8.7,235
OPEL,OMEGA BREAK 2.5DTI 24V BVA,MPL7664KR737,V94/KOMBIBP112A10RFJGK5,GO,10,110.0,A 5,12.0,6.8,8.7,235
OPEL,OMEGA BREAK 2.5DTI 24V BVA,MPL7664KX743,V94/KOMBIKP116A10PGJGK5,GO,10,110.0,A 5,12.0,6.8,8.7,235
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) BVA,MVW7384PF919,7DBAUFBNX0N1P00J2AGFA41P017R,GO,8,75.0,A 4,11.2,7.4,8.7,235
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) BVA,MVW7384PG920,7DBAUFBNX0N1P00J2AGFA41P017S,GO,8,75.0,A 4,11.2,7.4,8.7,235
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) BVA,MVW7384PL925,7DBAUFBNX0N1P40J2AGFA41P017R,GO,8,75.0,A 4,11.2,7.4,8.7,235
VOLKSWAGEN,CARAVELLE COURTE TDI (102ch) BVA,MVW7384PM926,7DBAUFBNX0N1P40J2AGFA41P017S,GO,8,75.0,A 4,11.2,7.4,8.7,235
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch) BVA,MVW7384PA914,7DBAUFBNX0L1P00J2AGFA41P017R,GO,8,75.0,A 4,11.2,7.4,8.7,235
VOLKSWAGEN,CARAVELLE LONGUE TDI (102ch) BVA,MVW7384PB915,7DBAUFBNX0L1P00J2AGFA41P017S,GO,8,75.0,A 4,11.2,7.4,8.7,235
VOLKSWAGEN,COMBI COURT TDI (102ch) BVA,MVW7384FV945,7DBAUFKNX0N1P00J2AGFA41P017R,GO,8,75.0,A 4,11.2,7.4,8.7,235
VOLKSWAGEN,COMBI COURT TDI (102ch) BVA,MVW7384FW946,7DBAUFKNX0N1P00J2AGFA41P017S,GO,8,75.0,A 4,11.2,7.4,8.7,235
VOLKSWAGEN,COMBI LONG TDI (102ch) BVA,MVW7384FM936,7DBAUFKNX0L1P00J2AGFA41P017R,GO,8,75.0,A 4,11.2,7.4,8.7,235
VOLKSWAGEN,COMBI LONG TDI (102ch) BVA,MVW7384FN937,7DBAUFKNX0L1P00J2AGFA41P017S,GO,8,75.0,A 4,11.2,7.4,8.7,235
VOLKSWAGEN,MULTIVAN TDI (102ch) BVA,MVW7384QP963,7DBAUFMNX0N1P40J2AGFA41P017S,GO,8,75.0,A 4,11.2,7.4,8.7,235
VOLKSWAGEN,MULTIVAN TOIT RELEVABLE TDI (102ch) BVA,MVW7384QJ957,7DBAUFMAX0N1P40J2AGFA41P017S,GO,8,75.0,A 4,11.2,7.4,8.7,235
BMW,330xd TOURING BVA,MBM8824CJ637,346XEP7102,GO,12,135.0,A 5,12.2,7.0,8.9,236
OPEL,MOVANO COMBI 2.5DTI,MPL5463LC652,J9AMD5,GO,9,84.0,M 5,10.7,7.9,8.9,237
OPEL,MOVANO COMBI 2.5DTI,MPL5463LD653,J9AMH5,GO,9,84.0,M 5,10.7,7.9,8.9,237
OPEL,MOVANO COMBI 2.5DTI,MPL5463LE654,J9CMH5,GO,9,84.0,M 5,10.7,7.9,8.9,237
HYUNDAI,SATELLITE 2.5L TD SVX Confort 7PL EURO III,MHY5311GJ517,H-1WF11HQ3GE,GO,8,73.6,M 5,11.3,7.8,9.1,238
VOLKSWAGEN,LT28 COMBI 9PL EPT 3000 TDI (109ch),MVW53E3GR922,2DMKNANJX0SGHM5009940WALUSN0J2195/70CSN,GO,8,80.0,M 5,11.1,7.4,8.8,238
VOLKSWAGEN,LT28 COMBI 9PL EPT 3550 TDI (109ch),MVW53E3GM917,2DMKNANJX0SGHM5009940WALUSM0J2195/70CSN,GO,8,80.0,M 5,11.1,7.4,8.8,238
VOLKSWAGEN,LT28 COMBI 9PL EPT 3550 TDI (109ch),MVW53E3GN918,2DMKNANJX0SGHM5009940WALUSM0J2195/70CTN,GO,8,80.0,M 5,11.1,7.4,8.8,238
VOLKSWAGEN,PASSAT V6 TDI 4MOTION TIPTRONIC,MVW86D2EM625,3BGSTAKNX11AGQA51V019NQ0GE,GO,10,110.0,A 5,12.5,6.6,8.8,238
VOLKSWAGEN,PASSAT V6 TDI 4MOTION TIPTRONIC,MVW86D2EP628,3BGSTAKNX11AGQA51V019SQ0GE,GO,10,110.0,A 5,12.5,6.6,8.8,238
HYUNDAI,SATELLITE 2.5L TD SVX Confort 9PL EURO III,MHY5311GP523,H-1WF11OQ3GN,GO,8,73.6,M 5,11.3,7.8,9.1,239
AUDI,A62.5L (180ch) QUATTRO TIPTRONIC,MAU8872KX442,4BLAKEQ1QA5VABR92Q,GO,12,132.0,A 5,12.9,6.6,8.9,240
AUDI,A62.5L (180ch) QUATTRO TIPTRONIC,MAU8872KZ444,4BLAKEQ1QA5VABR96Q,GO,12,132.0,A 5,12.9,6.6,8.9,240
AUDI,A62.5L (180ch) QUATTRO TIPTRONIC,MAU8892KW597,4BLAKEQ1QA5VABR99Q,GO,12,132.0,A 5,12.9,6.6,8.9,240
AUDI,ALLROAD 2.5L (180ch) QUATTRO BV6,MAU6874KL008,4BHAKEQ1QM6EAKR70R,GO,12,132.0,M 6,12.3,7.0,8.9,240
AUDI,ALLROAD 2.5L (180ch) QUATTRO BV6+B.T.,MAU6874KN010,4BHAKEQ1QM6EAQR70R,GO,12,132.0,M 6,12.3,7.0,8.9,240
KIA,CARNIVAL BREAK 7PL D BVA,MKA7504FJ091,UPUP17513,GO,9,93.0,A 4,12.4,7.2,9.1,240
LAND ROVER,FREELANDER Td4 3P STEPTRONIC,MLD8404DJ314,LNAE022,GO,8,82.0,A 5,11.2,7.1,8.6,240
LAND ROVER,FREELANDER Td4 5P STEPTRONIC,MLD8404DP320,LNBE012,GO,8,82.0,A 5,11.2,7.1,8.6,240
VOLKSWAGEN,COMBI LONG SURLV TDI (102ch) BVA,MVW7384FD927,7DBAUFKHX0L1P00J2AGFA41P017Q,GO,8,75.0,A 4,11.1,7.8,8.9,240
VOLKSWAGEN,LT28 COMBI 9PL EPT 3000 TDI (95ch),MVW52F3GG074,2DMKNBBFX0SGHM5009930WALUSN0J2195/70CRN,GO,8,70.0,M 5,11.5,7.6,8.9,240
VOLKSWAGEN,MULTIVAN TDI (102ch) BVA,MVW7384QP964,7DBAUFMNX0N1P40J2AGFA41P017T,GO,8,75.0,A 4,11.4,7.6,8.9,240
VOLKSWAGEN,MULTIVAN TOIT RELEVABLE TDI (102ch) BVA,MVW7384QJ958,7DBAUFMAX0N1P40J2AGFA41P017T,GO,8,75.0,A 4,11.4,7.6,8.9,240
VOLKSWAGEN,PASSAT V6 TDI 4MOTION TIPTRONIC,MVW86D2EN626,3BGSTAKNX11AGQA51V019NR0GE,GO,10,110.0,A 5,12.6,6.7,8.9,240
VOLKSWAGEN,PASSAT V6 TDI 4MOTION TIPTRONIC,MVW86D2EQ629,3BGSTAKNX11AGQA51V019SR0GE,GO,10,110.0,A 5,12.6,6.7,8.9,240
AUDI,A62.5L (180ch) QUATTRO TIPTRONIC,MAU8872KY443,4BLAKEQ1QA5VABR92R,GO,12,132.0,A 5,13.0,6.7,9.0,243
AUDI,A62.5L (180ch) QUATTRO TIPTRONIC,MAU8892KX598,4BLAKEQ1QA5VABR99R,GO,12,132.0,A 5,13.0,6.7,9.0,243
AUDI,A6AVANT 2.5L (180ch) QUATTRO TIPTRONIC,MAU8874K8316,4BAAKEQ1QA5VABR92R,GO,12,132.0,A 5,13.0,6.7,9.0,243
AUDI,A6AVANT 2.5L (180ch) QUATTRO TIPTRONIC,MAU8874KA318,4BAAKEQ1QA5VABR96R,GO,12,132.0,A 5,13.0,6.7,9.0,243
AUDI,A6AVANT 2.5L (180ch) QUATTRO TIPTRONIC,MAU8894KD610,4BAAKEQ1QA5VABR99R,GO,12,132.0,A 5,13.0,6.7,9.0,243
AUDI,A82.5TDI (180ch) QUATTRO TIPTRONIC,MAU8862BU995,D2LAKEQ1QA5VE0R07R,GO,12,132.0,A 5,13.1,6.6,9.0,243
AUDI,ALLROAD 2.5L (180ch) QUATTRO BV6,MAU6874KM009,4BHAKEQ1QM6EAKR70S,GO,12,132.0,M 6,12.4,7.1,9.0,243
AUDI,ALLROAD 2.5L (180ch) QUATTRO BV6+B.T.,MAU6874KP011,4BHAKEQ1QM6EAQR70S,GO,12,132.0,M 6,12.4,7.1,9.0,243
CARBODIES,TX1BVA,MCR7203AE015,FL213,GO,8,65.1,A 4,10.9,8.2,9.2,243
CARBODIES,TX1BVA,MCR7203AF016,FL214,GO,8,65.1,A 4,10.9,8.2,9.2,243
CARBODIES,TX1BVA,MCR7203AJ019,FX413,GO,8,65.1,A 4,10.9,8.2,9.2,243
CARBODIES,TX1BVA,MCR7203AJ020,FX414,GO,8,65.1,A 4,10.9,8.2,9.2,243
VOLKSWAGEN,PASSAT BREAK V6 TDI 4MOTION TIPTRONIC,MVW86D4E0502,3BGSEAKNX11AGQA51V019NQ0GE,GO,10,110.0,A 5,12.8,6.8,9.0,243
VOLKSWAGEN,PASSAT BREAK V6 TDI 4MOTION TIPTRONIC,MVW86D4E2504,3BGSEAKNX11AGQA51V019SQ0GE,GO,10,110.0,A 5,12.8,6.8,9.0,243
DAEWOO,MUSSO 2.3 SLTD,MDW6304GT529,FJWC21L1ELAAL,GO,8,74.0,M 5,11.3,7.7,9.0,245
DAEWOO,MUSSO 2.9 SELTD,MDW6404GD212,FJWD21L1GLBBL,GO,9,88.0,M 5,12.0,7.6,9.2,245
SSANGYONG,MUSSO 2.3 SLTD,MSS6304AT448,FJWC21L1ELAAL,GO,8,74.0,M 5,11.3,7.7,9.0,245
SSANGYONG,MUSSO 2.9 SELTD,MSS6404AN432,FJWD21L1GLBBL,GO,9,88.0,M 5,12.0,7.6,9.2,245
HYUNDAI,SANTA FE 2.0L CRDi 4WD GLS Luxe,MHY8414PM461,SMV2JAJ,GO,9,82.5,A 4,11.8,7.7,9.2,246
VOLKSWAGEN,COMBI LONG SURLV TDI (102ch) BVA,MVW7384FE928,7DBAUFKHX0L1P00J2AGFA41P017R,GO,8,75.0,A 4,11.3,8.0,9.1,246
VOLKSWAGEN,COMBI LONG SURLV TDI (102ch) BVA,MVW7384FF929,7DBAUFKHX0L1P00J2AGFA41P017S,GO,8,75.0,A 4,11.3,8.0,9.1,246
VOLKSWAGEN,LT28 COMBI 9PL EPT 3000 TDI (83ch),MVW52F3GQ048,2DMKNBBEX0SGHM5009970WALUSN0J2195/70CRN,GO,7,61.0,M 5,12.0,7.7,9.1,246
VOLKSWAGEN,LT28 COMBI 9PL EPT 3000 TDI (95ch),MVW52F3GH075,2DMKNBBFX0SGHM5009930WALUSN0J2195/70CSN,GO,8,70.0,M 5,11.7,7.8,9.1,246
VOLKSWAGEN,LT28 COMBI 9PL EPT 3550 TDI (95ch),MVW52F3GC070,2DMKNBBFX0SGHM5009930WALUSM0J2195/70CSN,GO,8,70.0,M 5,11.7,7.8,9.1,246
VOLKSWAGEN,LT28 COMBI 9PL EPT 3550 TDI (95ch),MVW52F3GD071,2DMKNBBFX0SGHM5009930WALUSM0J2195/70CTN,GO,8,70.0,M 5,11.7,7.8,9.1,246
VOLKSWAGEN,PASSAT BREAK V6 TDI 4MOTION TIPTRONIC,MVW86D4E1503,3BGSEAKNX11AGQA51V019NR0GE,GO,11,110.0,A 5,12.9,6.9,9.1,246
VOLKSWAGEN,PASSAT BREAK V6 TDI 4MOTION TIPTRONIC,MVW86D4E3505,3BGSEAKNX11AGQA51V019SR0GE,GO,11,110.0,A 5,12.9,6.9,9.1,246
MERCEDES-BENZ,ML270 CDI,MMB67C4R7343,163A716F1KCABAA0,GO,11,120.0,M 6,12.5,7.7,9.4,248
VOLKSWAGEN,LT32 COMBI SURLV 9PL EPT 3550 TDI (109ch),MVW53E3GF680,2DMKHANJX0SGHM5009970WCLUCM0J2225/70CSN,GO,9,80.0,M 5,12.1,7.6,9.2,248
VOLKSWAGEN,LT32 COMBI SURLV 9PL EPT 3550 TDI (109ch),MVW53E3GG681,2DMKHANJX0SGHM5009970WCLUCM0J2225/70CTN,GO,9,80.0,M 5,12.1,7.6,9.2,248
VOLKSWAGEN,LT32 COMBI SURLV 9PL EPT 3550 TDI (95ch),MVW52E3GK783,2DMKHBBFX0SGHM5009970WCLUCM0J2225/70CSN,GO,8,70.0,M 5,11.9,7.8,9.2,248
VOLKSWAGEN,LT32 COMBI SURLV 9PL EPT 3550 TDI (95ch),MVW52E3GL784,2DMKHBBFX0SGHM5009970WCLUCM0J2225/70CTN,GO,8,70.0,M 5,11.9,7.8,9.2,248
KIA,SPORTAGE 5P D,MKA6202E5177,JA-45555,GO,8,61.0,M 5,11.5,7.7,9.1,250
MERCEDES-BENZ,ML270 CDI BVA,MMB87C4RC346,163A716F1VCABAA0,GO,11,120.0,A 5,12.4,8.0,9.5,250
KIA,SPORTAGE 5P D BVA,MKA8202EA176,JA-45553,GO,8,61.0,A 4,12.5,7.5,9.4,251
MITSUBISHI,PAJERO COURT 3.2DI-D,MJM6713GZ045,V60V6321SEEABS635,GO,11,118.0,M 5,12.1,7.9,9.5,251
MITSUBISHI,PAJERO LONG 3.2DI-D,MJM6713GU040,V60V6321LOOCDS637,GO,11,118.0,M 5,12.1,7.9,9.5,251
VOLKSWAGEN,LT28 COMBI 9PL EPT 3000 TDI (83ch),MVW52F3GR049,2DMKNBBEX0SGHM5009970WALUSN0J2195/70CSN,GO,8,61.0,M 5,12.2,7.9,9.3,251
VOLKSWAGEN,LT28 COMBI 9PL EPT 3550 TDI (83ch),MVW52F3GM044,2DMKNBBEX0SGHM5009970WALUSM0J2195/70CSN,GO,8,61.0,M 5,12.2,7.9,9.3,251
VOLKSWAGEN,LT28 COMBI 9PL EPT 3550 TDI (83ch),MVW52F3GN045,2DMKNBBEX0SGHM5009970WALUSM0J2195/70CTN,GO,8,61.0,M 5,12.2,7.9,9.3,251
VOLKSWAGEN,LT32 COMBI SURLV 9PL EPT 3550 TDI (83ch),MVW52E3G0738,2DMKHBBEX0SGHM5009960WCLUCM0J2225/70CTN,GO,8,61.0,M 5,12.2,7.9,9.3,251
VOLKSWAGEN,LT32 COMBI SURLV 9PL EPT 3550 TDI (83ch),MVW52E3GZ737,2DMKHBBEX0SGHM5009960WCLUCM0J2225/70CSN,GO,8,61.0,M 5,12.2,7.9,9.3,251
CITROEN,JUMPER COMBI COURT 10Q 2.8HDi,MCT5503E7571,231CH2/D,GO,10,93.5,M 5,12.1,8.0,9.5,253
CITROEN,JUMPER COMBI COURT 14Q 2.8HDi,MCT5503E9573,231VH2/D,GO,10,93.5,M 5,12.1,8.0,9.5,253
MERCEDES-BENZ,S 400 CDI BERLINE BVA,MMB7992K2821,220N0D1F0SGAAA50,GO,17,184.0,A 5,14.2,7.0,9.6,253
MERCEDES-BENZ,S 400 CDI LIMOUSINE BVA,MMB79B2KX791,220N1D1F0SGAAAA0,GO,17,184.0,A 5,14.2,7.0,9.6,253
PEUGEOT,BOXER COMBI COURT 14Q 2.8HDi,MPE5503ER677,231VH2/D,GO,10,93.5,M 5,12.1,8.0,9.5,253
TOYOTA,LAND CRUISER 3P 3.0TD4D,MJT6724KK149,J9KDJ90(W)KDJ90L-GJMNYW(1E),GO,11,120.0,M 5,11.7,8.2,9.5,253
TOYOTA,LAND CRUISER 5P 3.0TD4D,MJT6724KR156,J9KDJ95(W)KDJ95L-GKMNYW(1E),GO,11,120.0,M 5,11.7,8.2,9.5,253
TOYOTA,LAND CRUISER 5P 3.0TD4D 8PL,MJT6724KU159,J9KDJ95(W)KDJ95L-GKMNYW(4E),GO,11,120.0,M 5,11.7,8.2,9.5,253
OPEL,FRONTERA COURT 2.2DTI 16V BVA,MPL8464CE422,6AZCBA11B04CBBAB4,GO,9,85.0,A 4,12.2,7.8,9.4,254
VOLKSWAGEN,LT32 COMBI SURLV 9PL EPT 3550 TDI (109ch),MVW53E3GH682,2DMKHANJX0SGHM5009970WCLUCM0J2225/70CUN,GO,9,80.0,M 5,12.3,7.8,9.4,254
VOLKSWAGEN,LT32 COMBI SURLV 9PL EPT 3550 TDI (95ch),MVW52E3GM785,2DMKHBBFX0SGHM5009970WCLUCM0J2225/70CUN,GO,8,70.0,M 5,12.1,8.0,9.4,254
VOLKSWAGEN,LT35 COMBI SURLV 9PL EPT 4025 TDI (109ch),MVW53E3GS668,2DMKHANJX0SGHM5009970WCLUAL0J2225/70CUN,GO,9,80.0,M 5,12.3,7.8,9.4,254
VOLKSWAGEN,LT35 COMBI SURLV 9PL EPT 4025 TDI (109ch),MVW53E3GT669,2DMKHANJX0SGHM5009970WCLUAL0J2225/70CVN,GO,9,80.0,M 5,12.3,7.8,9.4,254
VOLKSWAGEN,LT35 COMBI SURLV 9PL EPT 4025 TDI (95ch),MVW52E3GX771,2DMKHBBFX0SGHM5009970WCLUAL0J2225/70CUN,GO,8,70.0,M 5,12.1,8.0,9.4,254
VOLKSWAGEN,LT35 COMBI SURLV 9PL EPT 4025 TDI (95ch),MVW52E3GY772,2DMKHBBFX0SGHM5009970WCLUAL0J2225/70CVN,GO,8,70.0,M 5,12.1,8.0,9.4,254
JEEP,CHEROKEE TD 3P,MJ46401B5267,XJFN7M10,GO,9,85.0,M 5,11.7,7.3,9.0,255
JEEP,CHEROKEE TD 5P,MJ46402B9269,XJFN8M10,GO,9,85.0,M 5,11.7,7.3,9.0,255
HYUNDAI,SATELLITE 2.5L TD SVX Confort 7PL,MHY5316GQ259,H-1WT11HQBGE,GO,8,73.0,M 5,12.3,8.0,9.6,256
HYUNDAI,SATELLITE 2.5L TD SVX Confort 9PL,MHY5316GY267,H-1WT11OQBGN,GO,8,73.0,M 5,12.3,8.0,9.6,256
HYUNDAI,SATELLITE 2.5L TD HSV 4WD 7PL EURO III,MHY6311G1532,H-1WF21HQ3UE,GO,8,73.6,M 5,12.3,8.3,9.8,257
OPEL,FRONTERA LONG 2.2DTI 16V BVA,MPL8464C6414,6AVFAA11A01AABAB5,GO,9,85.0,A 4,12.3,7.9,9.5,257
VOLKSWAGEN,LT32 COMBI SURLV 9PL EPT 3550 TDI (83ch),MVW52E3G1739,2DMKHBBEX0SGHM5009960WCLUCM0J2225/70CUN,GO,8,61.0,M 5,12.4,8.1,9.5,257
VOLKSWAGEN,LT35 COMBI SURLV 9PL EPT 4025 TDI (83ch),MVW52E3GN725,2DMKHBBEX0SGHM5009960WCLUAL0J2225/70CUN,GO,8,61.0,M 5,12.4,8.1,9.5,257
VOLKSWAGEN,LT35 COMBI SURLV 9PL EPT 4025 TDI (83ch),MVW52E3GP726,2DMKHBBEX0SGHM5009960WCLUAL0J2225/70CVN,GO,8,61.0,M 5,12.4,8.1,9.5,257
AUDI,ALLROAD 2.5L (180ch) QUATTRO TIPTRONIC,MAU8874KP006,4BHAKEQ1QA5VACR70R,GO,13,132.0,A 5,13.4,7.5,9.6,259
BMW,X53.0d BVA,MBM8822K7391,X53FA7104,GO,13,135.0,A 5,12.3,8.2,9.7,259
CITROEN,JUMPER COMBI COURT 10Q 2.8HDi,MCT5503E6570,231CH2/E,GO,10,93.5,M 5,12.4,8.2,9.8,259
CITROEN,JUMPER COMBI MOYEN 14Q 2.8HDi,MCT5503EA574,232VH2/D,GO,10,93.5,M 5,12.4,8.2,9.8,259
PEUGEOT,BOXER COMBI COURT 10Q 2.8HDi,MPE5503EP674,231CH2/E,GO,10,93.5,M 5,12.4,8.2,9.8,259
PEUGEOT,BOXER COMBI MOYEN 14Q 2.8HDi,MPE5503EP675,232VH2/D,GO,10,93.5,M 5,12.4,8.2,9.8,259
VOLKSWAGEN,COMBI COURT TDI (102ch) SYNCRO,MVW63B4F1581,7DBACVKNX1N1P00J2SGAM52G004Q,GO,8,75.0,M 5,13.4,7.8,9.6,259
