marques,modele,typ._mines,cnit,carb,cv,puiss.,bv,urbain,ex.urb,mixte,co2
FIAT,BRAVO JTD 100,MFT5311J8027,182AV1AA29B,GO,6,74.0,M 5,7.2,4.4,5.4,143
FIAT,STILO 1.9JTD (115ch),MFT5412VJ085,192BXE1A09,GO,7,85.0,M 5,7.4,4.3,5.4,143
FORD,FOCUS 5P 1.8TDdi,MFD5272SH009,DAWC9DB15KFBMR,GO,5,66.0,M 5,7.2,4.4,5.4,143
FORD,FOCUS 5P 1.8TDdi,MFD5472S6959,DAWF9DA15PFBMW,GO,7,85.0,M 5,7.2,4.4,5.4,143
FORD,FOCUS BREAK 1.8TDdi,MFD5274S0024,DNWC9DB15KFBMU,GO,5,66.0,M 5,7.2,4.4,5.4,143
FORD,FOCUS BREAK 1.8TDdi,MFD5274SK978,DNWC9DB15KFBMV,GO,5,66.0,M 5,7.2,4.4,5.4,143
FORD,FOCUS BREAK 1.8TDdi,MFD5474SD987,DNWF9DA15PFBMY,GO,7,85.0,M 5,7.2,4.4,5.4,143
FORD,FOCUS COUPE 1.8TDdi,MFD5261SZ842,DBWC9DB15KFBMN,GO,5,66.0,M 5,7.2,4.4,5.4,143
FORD,FOCUS COUPE 1.8TDdi,MFD5471S9964,DBWF9DA15PFBMP,GO,7,85.0,M 5,7.2,4.4,5.4,143
RENAULT,MEGANE BREAK 1.9dCi,MRE5304AT783,KA0505,GO,6,75.0,M 5,7.2,4.4,5.4,143
SEAT,CORDOBA VARIO SDI,MSE5014HM056,6KSEAQMX01SGFM52K0434M,GO,5,50.0,M 5,7.0,4.3,5.3,143
SEAT,LEON 1900 SDI,MSE5012KE692,1MABAQMX01SGFM52K0361M1N1,GO,5,50.0,M 5,7.1,4.4,5.3,143
VOLKSWAGEN,BORA BREAK TDI (100ch),MVW53C4SR655,1JBVATDX01SGFM52J060N41N10GE,GO,6,74.0,M 5,6.8,4.4,5.3,143
VOLKSWAGEN,BORA BREAK TDI (115ch),MVW54C4SB577,1JBVAJMX01SGFM62M001N41N10GE,GO,7,85.0,M 6,7.0,4.4,5.3,143
VOLKSWAGEN,BORA BREAK TDI (115ch),MVW54F4SR712,1JBVAJMX01SGFM62M005N41N10GE,GO,7,85.0,M 6,7.0,4.4,5.3,143
VOLKSWAGEN,BORA BREAK TDI (115ch),MVW54C4SZ687,1JBVAUYX01SGFM62M001N41N10GE,GO,7,85.0,M 6,7.0,4.4,5.3,143
VOLKSWAGEN,BORA BREAK TDI (115ch),MVW54F4SZ756,1JBVAUYX01SGFM62M005N41N10GE,GO,7,85.0,M 6,7.0,4.4,5.3,143
VOLKSWAGEN,BORA TDI (100ch),MVW53D2SM362,1JSTATDX01SGFM52J060N41N10GE,GO,6,74.0,M 5,6.8,4.4,5.3,143
VOLKSWAGEN,BORA TDI (115ch),MVW54D2SC254,1JSTAJMX01SGFM62M001N41N10GE,GO,7,85.0,M 6,7.0,4.4,5.3,143
VOLKSWAGEN,BORA TDI (115ch),MVW54G2SG025,1JSTAJMX01SGFM62M005N41N10GE,GO,7,85.0,M 6,7.0,4.4,5.3,143
VOLKSWAGEN,BORA TDI (115ch),MVW54D2S0400,1JSTAUYX01SGFM62M001N41N10GE,GO,7,85.0,M 6,7.0,4.4,5.3,143
VOLKSWAGEN,BORA TDI (115ch),MVW54G2SJ063,1JSTAUYX01SGFM62M005N41N10GE,GO,7,85.0,M 6,7.0,4.4,5.3,143
VOLKSWAGEN,GOLF BREAK SDI,MVW50D4KP105,1JSEAQMX01SGFM52K036N41N10GE,GO,5,50.0,M 5,7.1,4.4,5.3,143
VOLKSWAGEN,GOLF BREAK TDI (110ch),MVW54D4K5154,1JSEASVX01SGFM52J024O41N10GE,GO,6,81.0,M 5,6.9,4.4,5.3,143
VOLKSWAGEN,GOLF BREAK TDI (90ch),MVW52D4KP103,1JSEALHX01SGFM52J025O41N10GE,GO,5,66.0,M 5,6.9,4.4,5.3,143
VOLKSWAGEN,GOLF BREAK TDI (90ch),MVW52D4KN102,1JSEALHX01SGFM52J025O41NN0GE,GO,5,66.0,M 5,6.9,4.4,5.3,143
VOLKSWAGEN,GOLF SDI,MVW50C2KM762,1JSCAQMX01SGFM52K036N41N10GE,GO,5,50.0,M 5,7.1,4.4,5.3,143
VOLKSWAGEN,GOLF SPORT PLUS TDI (150ch),MVW56C1KF848,1JSCARLX01SGFM62M002M21N10GE,GO,8,110.0,M 6,7.1,4.3,5.3,143
VOLKSWAGEN,GOLF SPORT PLUS TDI (150ch),MVW56C2KJ850,1JSCARLX01SGFM62M002M41N10GE,GO,8,110.0,M 6,7.1,4.3,5.3,143
VOLKSWAGEN,GOLF SPORT PLUS TDI (150ch),MVW56F1KP818,1JSCARLX01SGFM62M005M21N10GE,GO,8,110.0,M 6,7.1,4.3,5.3,143
VOLKSWAGEN,GOLF SPORT PLUS TDI (150ch),MVW56F2KS820,1JSCARLX01SGFM62M005M41N10GE,GO,8,110.0,M 6,7.1,4.3,5.3,143
VOLKSWAGEN,GOLF TDI (100ch),MVW53C1K3936,1JSCATDX01SGFM52J060N21N10GE,GO,6,74.0,M 5,6.8,4.4,5.3,143
VOLKSWAGEN,GOLF TDI (100ch),MVW53C2K7938,1JSCATDX01SGFM52J060N41N10GE,GO,6,74.0,M 5,6.8,4.4,5.3,143
VOLKSWAGEN,GOLF TDI (115ch),MVW54C1KP727,1JSCAJMX01SGFM62M001N21N10GE,GO,7,85.0,M 6,7.0,4.4,5.3,143
VOLKSWAGEN,GOLF TDI (115ch),MVW54C2KT729,1JSCAJMX01SGFM62M001N41N10GE,GO,7,85.0,M 6,7.0,4.4,5.3,143
VOLKSWAGEN,GOLF TDI (115ch),MVW54F1K0796,1JSCAJMX01SGFM62M005N21N10GE,GO,7,85.0,M 6,7.0,4.4,5.3,143
VOLKSWAGEN,GOLF TDI (115ch),MVW54F2K4798,1JSCAJMX01SGFM62M005N41N10GE,GO,7,85.0,M 6,7.0,4.4,5.3,143
VOLKSWAGEN,GOLF TDI (115ch),MVW54D1KN009,1JSCAUYX01SGFM62M001N21N10GE,GO,7,85.0,M 6,7.0,4.4,5.3,143
VOLKSWAGEN,GOLF TDI (115ch),MVW54D2KR011,1JSCAUYX01SGFM62M001N41N10GE,GO,7,85.0,M 6,7.0,4.4,5.3,143
VOLKSWAGEN,GOLF TDI (115ch),MVW54F1K0868,1JSCAUYX01SGFM62M005N21N10GE,GO,7,85.0,M 6,7.0,4.4,5.3,143
VOLKSWAGEN,GOLF TDI (115ch),MVW54F2K4870,1JSCAUYX01SGFM62M005N41N10GE,GO,7,85.0,M 6,7.0,4.4,5.3,143
VOLKSWAGEN,NEWBEETLE TDI (90ch),MVW52D1TQ490,9CSCALHX01SGFM52J025N41N1,GO,5,66.0,M 5,6.9,4.4,5.3,143
CITROEN,XSARA BREAK 2.0HDi,MCT5204GY552,N2RHYB,GO,5,66.0,M 5,7.5,4.3,5.5,144
FORD,FIESTA 3P 1.8TDdi,MFD5161C3678,JBSRTN15A21,GO,5,55.0,M 5,7.0,4.3,5.3,144
FORD,FIESTA 5P 1.8TDdi,MFD5162CN721,JASRTN15A21,GO,5,55.0,M 5,7.0,4.3,5.3,144
FORD,FOCUS 4P 1.8TDdi,MFD5272SE721,DFWC9DB15KFDMS,GO,5,66.0,M 5,7.2,4.4,5.4,144
FORD,FOCUS 4P 1.8TDdi,MFD5472SY976,DFWF9DA15PFDMX,GO,7,85.0,M 5,7.2,4.4,5.4,144
PEUGEOT,2063P 1.9D,MPE5101KH694,2CWJYF,GO,5,51.0,M 5,7.4,4.4,5.5,144
PEUGEOT,2063P 2.0HDi SPORT,MPE5201K9748,2HRHYF,GO,5,66.0,M 5,6.9,4.4,5.3,144
PEUGEOT,2065P 1.9D,MPE5102KK695,2AWJYF,GO,5,51.0,M 5,7.4,4.4,5.5,144
RENAULT,LAGUNA 1.9dCi (100ch),MRE5312CK071,BG0E05,GO,6,74.0,M 5,7.2,4.4,5.4,144
FORD,FOCUS 4P 1.8TDdi,MFD5282SX800,DFWC9DB15KFEMS,GO,5,66.0,M 5,7.3,4.5,5.5,145
FORD,FOCUS 4P 1.8TDdi,MFD5472SZ977,DFWF9DA15PFEMX,GO,7,85.0,M 5,7.3,4.5,5.5,145
FORD,FOCUS 5P 1.8TDdi,MFD5272SJ010,DAWC9DB15KFDMR,GO,5,66.0,M 5,7.2,4.5,5.5,145
FORD,FOCUS 5P 1.8TDdi,MFD5472S7960,DAWF9DA15PFDMW,GO,7,85.0,M 5,7.2,4.5,5.5,145
FORD,FOCUS BREAK 1.8TDdi,MFD5274S2026,DNWC9DB15KFDMU,GO,5,66.0,M 5,7.2,4.5,5.5,145
FORD,FOCUS BREAK 1.8TDdi,MFD5274SL979,DNWC9DB15KFDMV,GO,5,66.0,M 5,7.2,4.5,5.5,145
FORD,FOCUS BREAK 1.8TDdi,MFD5474SE988,DNWF9DA15PFDMY,GO,7,85.0,M 5,7.2,4.5,5.5,145
FORD,FOCUS COUPE 1.8TDdi,MFD5261S0843,DBWC9DB15KFDMN,GO,5,66.0,M 5,7.2,4.5,5.5,145
FORD,FOCUS COUPE 1.8TDdi,MFD5471SA965,DBWF9DA15PFDMP,GO,7,85.0,M 5,7.2,4.5,5.5,145
RENAULT,MEGANE BERLINE 1.9dTi,MRE5102AV942,BA1U05,GO,5,59.0,M 5,7.2,4.5,5.5,145
RENAULT,MEGANE CLASSIC 1.9dTi,MRE5102AT940,LA1U05,GO,5,59.0,M 5,7.2,4.5,5.5,145
AUDI,A33P 1.9TDI (130ch) BV6,MAU5581GN706,8LLASZF1FM62M001R8L60T2N,GO,7,96.0,M 6,7.1,4.5,5.4,146
AUDI,A35P 1.9TDI (130ch) BV6,MAU5582GS709,8LLASZF1FM62M001R8L60T4N,GO,7,96.0,M 6,7.1,4.5,5.4,146
AUDI,A41.9TDI (101ch),MAU5392FV211,8ELAVBF1FM52DHR8E50N,GO,6,74.0,M 5,7.0,4.5,5.4,146
FIAT,BRAVA JTD,MFT5302K1988,182BV1AA30,GO,6,74.0,M 5,7.3,4.5,5.5,146
FIAT,MAREA WEEKEND JTD,MFT5404DA990,185BXT1A32,GO,6,81.0,M 5,7.2,4.5,5.5,146
FIAT,MAREA WEEKEND JTD,MFT5414DJ063,185BXT1A32B,GO,6,81.0,M 5,7.2,4.5,5.5,146
MITSUBISHI,CARISMA 1.9DI-D (102ch),MJM5302CS961,DA0DA5ALDA5ALNSFL6,GO,6,75.0,M 5,7.3,4.5,5.5,146
MITSUBISHI,CARISMA 1.9DI-D (115ch),MJM5402C0959,DA0DA5ALDA5ALNGVL6,GO,7,85.0,M 5,7.3,4.5,5.5,146
MITSUBISHI,SPACE STAR 1.9DI-D,MJM5306LK839,DG0DG4115TT98DD85,GO,6,75.0,M 5,7.2,4.6,5.5,146
MITSUBISHI,SPACE STAR 1.9DI-D COMFORT,MJM5306LL840,DG0DG4115WW98DD85,GO,6,75.0,M 5,7.2,4.6,5.5,146
PEUGEOT,3063P 2.0HDi SPORT,MPE5201D2712,7HRHYF,GO,5,66.0,M 5,7.5,4.5,5.6,146
PEUGEOT,3065P 2.0HDi SPORT,MPE5202D3711,7JRHYF,GO,5,66.0,M 5,7.5,4.5,5.6,146
SEAT,LEON SPORT 1900 TDI (150ch),MSE5612K8698,1MABARLX01SGFM62M0021N1N1,GO,8,110.0,M 6,7.2,4.4,5.4,146
SEAT,TOLEDO TDI (150ch),MSE5612J6600,1MAAARLX01SGFM62M0021N1N1,GO,8,110.0,M 6,7.2,4.4,5.4,146
SEAT,TOLEDO TDI (150ch),MSE5612J8965,1MAAARLX01SGFM62M0051N1N1,GO,8,110.0,M 6,7.2,4.4,5.4,146
VOLKSWAGEN,BORA BREAK TDI (100ch),MVW53C4ST657,1JBVATDX01SGFM52J060O41N10GE,GO,6,74.0,M 5,6.9,4.5,5.4,146
VOLKSWAGEN,BORA BREAK TDI (100ch),MVW53F4S6764,1JBVAXRX01SGFM52J060N41N10GR,GO,6,74.0,M 5,7.0,4.4,5.4,146
VOLKSWAGEN,BORA BREAK TDI (115ch),MVW54C4SD579,1JBVAJMX01SGFM62M001O41N10GE,GO,7,85.0,M 6,7.1,4.5,5.4,146
VOLKSWAGEN,BORA BREAK TDI (115ch),MVW54F4ST714,1JBVAJMX01SGFM62M005O41N10GE,GO,7,85.0,M 6,7.1,4.5,5.4,146
VOLKSWAGEN,BORA BREAK TDI (115ch),MVW54C4S1689,1JBVAUYX01SGFM62M001O41N10GE,GO,7,85.0,M 6,7.1,4.5,5.4,146
VOLKSWAGEN,BORA BREAK TDI (115ch),MVW54F4S1758,1JBVAUYX01SGFM62M005O41N10GE,GO,7,85.0,M 6,7.1,4.5,5.4,146
VOLKSWAGEN,BORA BREAK TDI (130ch),MVW55C4S9635,1JBVASZX01SGFM62M001N41N10GE,GO,7,96.0,M 6,7.1,4.5,5.4,146
VOLKSWAGEN,BORA BREAK TDI (130ch),MVW55C4SD639,1JBVASZX01SGFM62M005N41N10GE,GO,7,96.0,M 6,7.1,4.5,5.4,146
VOLKSWAGEN,BORA BREAK TDI (150ch),MVW56F4S7726,1JBVARLX01SGFM62M002N41N10GE,GO,8,110.0,M 6,7.2,4.4,5.4,146
VOLKSWAGEN,BORA BREAK TDI (150ch),MVW56F4SB730,1JBVARLX01SGFM62M005N41N10GE,GO,8,110.0,M 6,7.2,4.4,5.4,146
VOLKSWAGEN,BORA TDI (100ch),MVW53G2ST075,1JSTAXRX01SGFM52J060N41N10GR,GO,6,74.0,M 5,7.0,4.4,5.4,146
VOLKSWAGEN,BORA TDI (115ch),MVW54D2SE256,1JSTAJMX01SGFM62M001O41N10GE,GO,7,85.0,M 6,7.1,4.5,5.4,146
VOLKSWAGEN,BORA TDI (115ch),MVW54G2SJ027,1JSTAJMX01SGFM62M005O41N10GE,GO,7,85.0,M 6,7.1,4.5,5.4,146
VOLKSWAGEN,BORA TDI (115ch),MVW54D2S2402,1JSTAUYX01SGFM62M001O41N10GE,GO,7,85.0,M 6,7.1,4.5,5.4,146
VOLKSWAGEN,BORA TDI (115ch),MVW54G2SK065,1JSTAUYX01SGFM62M005O41N10GE,GO,7,85.0,M 6,7.1,4.5,5.4,146
VOLKSWAGEN,BORA TDI (130ch),MVW55D2SW334,1JSTASZX01SGFM62M001N41N10GE,GO,7,96.0,M 6,7.1,4.5,5.4,146
VOLKSWAGEN,BORA TDI (130ch),MVW55D2S2340,1JSTASZX01SGFM62M005N41N10GE,GO,7,96.0,M 6,7.1,4.5,5.4,146
VOLKSWAGEN,BORA TDI (150ch),MVW56D2SF316,1JSTARLX01SGFM62M002N41N10GE,GO,8,110.0,M 6,7.2,4.4,5.4,146
VOLKSWAGEN,BORA TDI (150ch),MVW56G2SW039,1JSTARLX01SGFM62M005N41N10GE,GO,8,110.0,M 6,7.2,4.4,5.4,146
VOLKSWAGEN,GOLF BREAK SDI,MVW50D4KP106,1JSEAQMX01SGFM52K036O41N10GE,GO,5,50.0,M 5,7.2,4.5,5.4,146
VOLKSWAGEN,GOLF SPORT PLUS TDI (150ch),MVW56C1KJ852,1JSCARLX01SGFM62M002N21N10GE,GO,8,110.0,M 6,7.2,4.4,5.4,146
VOLKSWAGEN,GOLF SPORT PLUS TDI (150ch),MVW56C2KN854,1JSCARLX01SGFM62M002N41N10GE,GO,8,110.0,M 6,7.2,4.4,5.4,146
VOLKSWAGEN,GOLF SPORT PLUS TDI (150ch),MVW56F1KS822,1JSCARLX01SGFM62M005N21N10GE,GO,8,110.0,M 6,7.2,4.4,5.4,146
VOLKSWAGEN,GOLF SPORT PLUS TDI (150ch),MVW56F2KW824,1JSCARLX01SGFM62M005N41N10GE,GO,8,110.0,M 6,7.2,4.4,5.4,146
VOLKSWAGEN,GOLF TDI (100ch),MVW53F1KS886,1JSCAXRX01SGFM52J060N21N10GR,GO,6,74.0,M 5,7.0,4.4,5.4,146
VOLKSWAGEN,GOLF TDI (100ch),MVW53F2KW888,1JSCAXRX01SGFM52J060N41N10GR,GO,6,74.0,M 5,7.0,4.4,5.4,146
VOLKSWAGEN,GOLF TDI (130ch),MVW55C1KV890,1JSCASZX01SGFM62M001N21N10GE,GO,7,96.0,M 6,7.1,4.5,5.4,146
VOLKSWAGEN,GOLF TDI (130ch),MVW55C2KZ892,1JSCASZX01SGFM62M001N41N10GE,GO,7,96.0,M 6,7.1,4.5,5.4,146
VOLKSWAGEN,GOLF TDI (130ch),MVW55C1K3898,1JSCASZX01SGFM62M005N21N10GE,GO,7,96.0,M 6,7.1,4.5,5.4,146
VOLKSWAGEN,GOLF TDI (130ch),MVW55C2K7900,1JSCASZX01SGFM62M005N41N10GE,GO,7,96.0,M 6,7.1,4.5,5.4,146
VOLKSWAGEN,PASSAT TDI (100ch),MVW53D2EB656,3BGSTAVBX01SGFM512062NN0GE,GO,6,74.0,M 5,7.0,4.5,5.4,146
VOLKSWAGEN,PASSAT TDI (100ch),MVW53D2ED658,3BGSTAVBX01SGFM512062SN0GE,GO,6,74.0,M 5,7.0,4.5,5.4,146
CITROEN,C52.0HDi,MCT5302MP531,DCRHZB,GO,6,80.0,M 5,7.4,4.6,5.6,147
CITROEN,XSARA PICASSO 2.0HDi,MCT5206LS501,CHRHYB,GO,5,66.0,M 5,7.0,4.6,5.5,147
FORD,FOCUS 5P 1.8TDdi,MFD5272SJ011,DAWC9DB15KFEMR,GO,5,66.0,M 5,7.3,4.6,5.6,147
FORD,FOCUS 5P 1.8TDdi,MFD5472S8961,DAWF9DA15PFEMW,GO,7,85.0,M 5,7.3,4.6,5.6,147
FORD,FOCUS BREAK 1.8TDdi,MFD5274S4028,DNWC9DB15KFEMU,GO,5,66.0,M 5,7.3,4.6,5.6,147
FORD,FOCUS BREAK 1.8TDdi,MFD5274SM980,DNWC9DB15KFEMV,GO,5,66.0,M 5,7.3,4.6,5.6,147
FORD,FOCUS BREAK 1.8TDdi,MFD5474SF989,DNWF9DA15PFEMY,GO,7,85.0,M 5,7.3,4.6,5.6,147
FORD,FOCUS COUPE 1.8TDdi,MFD5261S1844,DBWC9DB15KFEMN,GO,5,66.0,M 5,7.3,4.6,5.6,147
FORD,FOCUS COUPE 1.8TDdi,MFD5471SB966,DBWF9DA15PFEMP,GO,7,85.0,M 5,7.3,4.6,5.6,147
PEUGEOT,4062.0HDi (110ch),MPE5302AN688,8BRHZF,GO,6,80.0,M 5,7.5,4.5,5.6,147
BMW,320d BERLINE,MBM5622C2664,346LAS7101,GO,8,110.0,M 5,7.6,4.4,5.5,148
BMW,320d BERLINE BVA,MBM5522CU666,346LAS7103,GO,7,97.0,M 5,7.6,4.4,5.5,148
BMW,320td COMPACT,MBM5621CW624,346KAT7101,GO,8,110.0,M 5,7.6,4.4,5.5,148
BMW,320td COMPACT BVA,MBM5521CP626,346KAT7103,GO,7,97.0,M 5,7.6,4.4,5.5,148
RENAULT,MEGANE BREAK 1.9dTi,MRE5104AU937,KA1U05,GO,5,59.0,M 5,7.3,4.6,5.6,148
AUDI,A41.9TDI (101ch),MAU5392FW212,8ELAVBF1FM52DHR8E50O,GO,6,74.0,M 5,7.1,4.6,5.5,149
BMW,318d BERLINE,MBM5422C1744,346LEU5101,GO,7,85.0,M 5,7.4,4.5,5.6,149
CITROEN,C5BREAK 2.0HDi,MCT5304MP623,DERHZB,GO,6,80.0,M 5,7.6,4.6,5.7,149
PEUGEOT,406BREAK 2.0HDi (110ch),MPE5304AS689,8ERHZF,GO,6,80.0,M 5,7.5,4.6,5.7,149
PEUGEOT,406FAMILIALE 2.0HDi (110ch),MPE5304AT690,8FRHZF,GO,6,80.0,M 5,7.5,4.6,5.7,149
VOLKSWAGEN,BORA BREAK TDI (100ch),MVW53F4S8766,1JBVAXRX01SGFM52J060O41N10GR,GO,6,74.0,M 5,7.1,4.5,5.5,149
VOLKSWAGEN,BORA BREAK TDI (130ch),MVW55C4SB637,1JBVASZX01SGFM62M001O41N10GE,GO,7,96.0,M 6,7.2,4.6,5.5,149
VOLKSWAGEN,BORA BREAK TDI (130ch),MVW55C4SF641,1JBVASZX01SGFM62M005O41N10GE,GO,7,96.0,M 6,7.2,4.6,5.5,149
VOLKSWAGEN,BORA BREAK TDI (150ch),MVW56F4S9728,1JBVARLX01SGFM62M002O41N10GE,GO,8,110.0,M 6,7.3,4.5,5.5,149
VOLKSWAGEN,BORA BREAK TDI (150ch),MVW56F4SD732,1JBVARLX01SGFM62M005O41N10GE,GO,8,110.0,M 6,7.3,4.5,5.5,149
VOLKSWAGEN,BORA TDI (130ch),MVW55D2SY336,1JSTASZX01SGFM62M001O41N10GE,GO,7,96.0,M 6,7.2,4.6,5.5,149
VOLKSWAGEN,BORA TDI (130ch),MVW55D2S4342,1JSTASZX01SGFM62M005O41N10GE,GO,7,96.0,M 6,7.2,4.6,5.5,149
VOLKSWAGEN,BORA TDI (150ch),MVW56D2SH318,1JSTARLX01SGFM62M002O41N10GE,GO,8,110.0,M 6,7.3,4.5,5.5,149
VOLKSWAGEN,BORA TDI (150ch),MVW56G2SY041,1JSTARLX01SGFM62M005O41N10GE,GO,8,110.0,M 6,7.3,4.5,5.5,149
VOLKSWAGEN,PASSAT BREAK TDI (100ch),MVW53D4EQ534,3BGSEAVBX01SGFM512062NN0GE,GO,6,74.0,M 5,7.1,4.6,5.5,149
VOLKSWAGEN,PASSAT BREAK TDI (100ch),MVW53D4ET537,3BGSEAVBX01SGFM512062SN0GE,GO,6,74.0,M 5,7.1,4.6,5.5,149
VOLKSWAGEN,PASSAT TDI (100ch),MVW53D2EC657,3BGSTAVBX01SGFM512062NO0GE,GO,6,74.0,M 5,7.1,4.6,5.5,149
VOLKSWAGEN,PASSAT TDI (100ch),MVW53D2EE659,3BGSTAVBX01SGFM512062SO0GE,GO,6,74.0,M 5,7.1,4.6,5.5,149
VOLKSWAGEN,PASSAT TDI (130ch),MVW55D2EN666,3BGSTAVFX01SGFM5A1003NN0GE,GO,7,96.0,M 5,7.6,4.6,5.6,149
VOLKSWAGEN,PASSAT TDI (130ch),MVW55D2EQ669,3BGSTAVFX01SGFM5A1003SN0GE,GO,7,96.0,M 5,7.6,4.6,5.6,149
VOLKSWAGEN,PASSAT TDI (130ch),MVW55D2EQ694,3BGSTAWXX01SGFM51W052NN0GE,GO,7,96.0,M 5,7.7,4.4,5.6,149
VOLKSWAGEN,PASSAT TDI (130ch),MVW55D2ET697,3BGSTAWXX01SGFM51W052SN0GE,GO,7,96.0,M 5,7.7,4.4,5.6,149
FIAT,PUNTO 3P D 60,MFT5001HU955,188AXD1A08C,GO,4,44.0,M 5,7.2,4.8,5.7,150
FIAT,PUNTO 3P D 60,MFT5011HV046,188AXD1A08D,GO,4,44.0,M 5,7.2,4.8,5.7,150
FIAT,PUNTO 5P D 60,MFT5002HX956,188BXD1A09C,GO,4,44.0,M 5,7.2,4.8,5.7,150
FIAT,PUNTO 5P D 60,MFT5012HY047,188BXD1A09D,GO,4,44.0,M 5,7.2,4.8,5.7,150
MG,MGZR 3P DIESEL CD,MMG5301B9036,RFNN01C,GO,6,74.0,M 5,7.2,4.1,5.2,150
MG,MGZR 3P DIESEL CG,MMG5301BA037,RFNN01N,GO,6,74.0,M 5,7.2,4.1,5.2,150
MG,MGZR 5P DIESEL CD,MMG5302BD038,RFWN01C,GO,6,74.0,M 5,7.2,4.1,5.2,150
MG,MGZR 5P DIESEL CG,MMG5302BE039,RFWN01N,GO,6,74.0,M 5,7.2,4.1,5.2,150
MG,MGZS 5P DIESEL CD,MMG5302CQ050,RTWN01D,GO,6,74.0,M 5,7.3,4.3,5.4,150
MG,MGZS 5P DIESEL CG,MMG5302CR051,RTWN01R,GO,6,74.0,M 5,7.3,4.3,5.4,150
PEUGEOT,4062.0HDi (90ch),MPE5202AG691,8BRHYF,GO,6,66.0,M 5,7.7,4.5,5.7,150
RENAULT,LAGUNA 1.9dCi (120ch),MRE5402CA961,BG0G06,GO,7,88.0,M 6,7.2,4.6,5.5,150
RENAULT,LAGUNA ESTATE 1.9dCi (100ch),MRE5314C5088,KG0E05,GO,6,74.0,M 5,7.2,4.7,5.6,150
ROVER,ROVER 25 3P DIESEL CD,MRV5301K1551,RFNN03C,GO,6,74.0,M 5,7.2,4.1,5.2,150
ROVER,ROVER 25 3P DIESEL CG,MRV5301K2552,RFNN03N,GO,6,74.0,M 5,7.2,4.1,5.2,150
ROVER,ROVER 25 5P DIESEL CD,MRV5302K5553,RFWN03C,GO,6,74.0,M 5,7.2,4.1,5.2,150
ROVER,ROVER 25 5P DIESEL CG,MRV5302K6554,RFWN03N,GO,6,74.0,M 5,7.2,4.1,5.2,150
ROVER,ROVER 45 4P DIESEL CD,MRV5302LS575,RTLN03D,GO,6,74.0,M 5,7.3,4.3,5.4,150
ROVER,ROVER 45 4P DIESEL CG,MRV5302LT576,RTLN03R,GO,6,74.0,M 5,7.3,4.3,5.4,150
ROVER,ROVER 45 5P DIESEL CD,MRV5302LU577,RTWN03D,GO,6,74.0,M 5,7.3,4.3,5.4,150
ROVER,ROVER 45 5P DIESEL CG,MRV5302LV578,RTWN03R,GO,6,74.0,M 5,7.3,4.3,5.4,150
AUDI,A41.9TDI (130ch),MAU5592FY230,8ELAWXF1FM52FCR8E50O,GO,7,96.0,M 5,7.5,4.5,5.6,151
VOLKSWAGEN,CADDY COMBI TDI (90ch) 5PL,MVW52B4DU287,9KVSLALHX01SGFM52J022L,GO,6,66.0,M 5,7.2,4.7,5.6,151
VOLKSWAGEN,PASSAT BREAK TDI (100ch),MVW53D4ER535,3BGSEAVBX01SGFM512062NO0GE,GO,6,74.0,M 5,7.2,4.7,5.6,151
VOLKSWAGEN,PASSAT BREAK TDI (100ch),MVW53D4EU538,3BGSEAVBX01SGFM512062SO0GE,GO,6,74.0,M 5,7.2,4.7,5.6,151
VOLKSWAGEN,PASSAT TDI (130ch) BV6,MVW55D2ET672,3BGSTAVFX01SGFM61E010NN0GE,GO,7,96.0,M 6,7.5,4.6,5.6,151
VOLKSWAGEN,PASSAT TDI (130ch) BV6,MVW55D2EW675,3BGSTAVFX01SGFM61E010SN0GE,GO,7,96.0,M 6,7.5,4.6,5.6,151
BMW,320d BERLINE,MBM5512CP855,346LAL7101,GO,8,100.0,M 5,7.7,4.5,5.7,152
BMW,320d BERLINE,MBM5512CP856,346LAL7103,GO,7,95.4,M 5,7.7,4.5,5.7,152
CITROEN,C52.0HDi,MCT5202M4617,DCRHYB,GO,6,66.0,M 5,7.7,4.7,5.7,152
RENAULT,LAGUNA 1.9dCi (110ch),MRE5302C5966,BG0R06,GO,6,79.0,M 6,7.3,4.6,5.6,152
RENAULT,LAGUNA ESTATE 1.9dCi (120ch),MRE5404CH964,KG0G06,GO,7,88.0,M 6,7.2,4.8,5.6,152
RENAULT,SCENIC 1.9dTi,MRE5106A6945,JA1U05,GO,5,59.0,M 5,7.3,4.8,5.7,152
VOLKSWAGEN,PASSAT BREAK TDI (130ch),MVW55D4EU572,3BGSEAWXX01SGFM51W052NN0GE,GO,7,96.0,M 5,7.7,4.6,5.7,152
VOLKSWAGEN,PASSAT BREAK TDI (130ch),MVW55D4EX575,3BGSEAWXX01SGFM51W052SN0GE,GO,7,96.0,M 5,7.7,4.6,5.7,152
VOLKSWAGEN,PASSAT TDI (130ch),MVW55D2EP667,3BGSTAVFX01SGFM5A1003NO0GE,GO,7,96.0,M 5,7.7,4.7,5.7,152
VOLKSWAGEN,PASSAT TDI (130ch),MVW55D2ER670,3BGSTAVFX01SGFM5A1003SO0GE,GO,7,96.0,M 5,7.7,4.7,5.7,152
VOLKSWAGEN,PASSAT TDI (130ch),MVW55D2ER695,3BGSTAWXX01SGFM51W052NO0GE,GO,7,96.0,M 5,7.7,4.5,5.7,152
