marque,modele_version,cnit,puissance_fiscale,puissance_reelle,bv,urb,ex-urb,mixte,co2,carburant,etiquette_energie,bonus(-)/malus(+)
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000B042,44,368.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO,M10LBGVP000B078,43,368.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO,M10LBGVP000B103,45,382.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SUPERLEGGERA,M10LBGVP000B139,46,382.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000B175,45,382.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO (REVENTON),M10LBGVP000B200,55,426.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO,M10LBGVP000B236,63,471.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO,M10LBGVP000B272,64,478.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000B297,63,471.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000C043,46,382.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO,M10LBGVP000C079,45,382.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO,M10LBGVP000C104,47,390.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SUPERLEGGERA,M10LBGVP000C140,47,390.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000C176,47,390.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO (REVENTON),M10LBGVP000C201,63,471.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO,M10LBGVP000C237,64,478.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000C273,54,420.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000C298,63,471.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000D044,47,390.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO,M10LBGVP000D080,47,390.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO,M10LBGVP000D105,48,405.0,M 6,22.0,9.9,14.4,341.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SUPERLEGGERA,M10LBGVP000D141,44,375.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000D177,48,405.0,M 6,22.7,10.3,14.8,354.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO (REVENTON),M10LBGVP000D202,63,471.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO,M10LBGVP000D238,64,478.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000D274,54,420.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000D299,63,471.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000E045,44,375.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO,M10LBGVP000E081,45,375.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO,M10LBGVP000E106,49,412.0,M 6,22.0,9.9,14.4,341.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SUPERLEGGERA,M10LBGVP000E142,43,368.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000E178,50,412.0,M 6,22.7,10.3,14.8,354.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO (REVENTON),M10LBGVP000E203,63,471.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO,M10LBGVP000E239,64,478.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000E275,54,420.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000E300,63,471.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000F046,43,368.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO,M10LBGVP000F082,44,368.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO,M10LBGVP000F107,48,405.0,M 6,20.1,9.2,13.3,315.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SUPERLEGGERA,M10LBGVP000F143,45,382.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000F179,48,405.0,M 6,20.8,9.7,13.8,330.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO (REVENTON),M10LBGVP000F204,63,471.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO,M10LBGVP000F240,64,478.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000F276,54,420.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000F301,64,478.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000G047,45,382.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO,M10LBGVP000G083,46,382.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO,M10LBGVP000G108,49,412.0,M 6,20.1,9.2,13.3,315.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SUPERLEGGERA,M10LBGVP000G144,47,390.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000G180,49,412.0,M 6,20.8,9.7,13.8,330.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO (REVENTON),M10LBGVP000G205,64,478.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO,M10LBGVP000G241,54,420.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000G277,55,426.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000G302,64,478.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000H048,47,390.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO,M10LBGVP000H084,47,390.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO,M10LBGVP000H109,48,405.0,M 6,22.6,10.2,14.7,351.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000H145,45,375.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000H181,48,405.0,M 6,22.7,10.3,14.8,354.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO (REVENTON),M10LBGVP000H206,64,478.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO,M10LBGVP000H242,54,420.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000H278,55,426.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000H303,64,478.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000J049,45,375.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000J050,44,368.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO,M10LBGVP000J085,44,375.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO,M10LBGVP000J086,43,368.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO,M10LBGVP000J110,50,412.0,M 6,22.6,10.2,14.7,351.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO,M10LBGVP000J111,48,405.0,M 6,20.7,9.6,13.7,325.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000J146,44,368.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000J147,46,382.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000J182,50,412.0,M 6,22.7,10.3,14.8,354.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000J183,48,405.0,M 6,20.8,9.7,13.8,330.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO (REVENTON),M10LBGVP000J207,64,478.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO (REVENTON),M10LBGVP000J208,64,478.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO,M10LBGVP000J243,54,420.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO,M10LBGVP000J244,54,420.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000J279,55,426.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000J280,55,426.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000J304,64,478.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000J305,54,420.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000K051,46,382.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO,M10LBGVP000K087,45,382.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO,M10LBGVP000K112,49,412.0,M 6,20.7,9.6,13.7,325.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000K148,47,390.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000K184,49,412.0,M 6,20.8,9.7,13.8,330.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO (REVENTON ROADSTER),M10LBGVP000K209,54,420.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO,M10LBGVP000K245,55,426.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000K281,63,471.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000K306,54,420.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000L052,47,390.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO,M10LBGVP000L088,47,390.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SUPERLEGGERA,M10LBGVP000L113,45,375.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000L149,44,375.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SUPERLEGGERA,M10LBGVP000L185,51,419.0,M 6,22.6,10.2,14.7,351.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO (REVENTON ROADSTER),M10LBGVP000L210,54,420.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO,M10LBGVP000L246,55,426.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000L282,63,471.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000L307,54,420.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000M053,44,375.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO,M10LBGVP000M089,45,375.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SUPERLEGGERA,M10LBGVP000M114,44,368.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000M150,43,368.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SUPERLEGGERA,M10LBGVP000M186,49,412.0,M 6,21.7,9.8,14.2,336.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO (REVENTON ROADSTER),M10LBGVP000M211,54,420.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO,M10LBGVP000M247,55,426.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000M283,63,471.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000M308,54,420.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000N054,43,368.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO,M10LBGVP000N090,44,368.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SUPERLEGGERA,M10LBGVP000N115,46,382.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000N151,45,382.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SUPERLEGGERA,M10LBGVP000N187,50,419.0,M 6,20.7,9.6,13.7,325.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO (REVENTON ROADSTER),M10LBGVP000N212,54,420.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO,M10LBGVP000N248,55,426.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000N284,63,471.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000N309,55,426.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000P055,45,382.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000P056,47,390.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO,M10LBGVP000P091,46,382.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO,M10LBGVP000P092,47,390.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SUPERLEGGERA,M10LBGVP000P116,47,390.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SUPERLEGGERA,M10LBGVP000P117,44,375.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000P152,47,390.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000P153,45,375.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SUPERLEGGERA,M10LBGVP000P188,49,412.0,M 6,19.8,9.1,13.1,310.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SUPERLEGGERA,M10LBGVP000P189,51,419.0,M 6,22.6,10.2,14.7,351.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO (REVENTON ROADSTER),M10LBGVP000P213,55,426.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO (REVENTON ROADSTER),M10LBGVP000P214,55,426.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO,M10LBGVP000P249,63,471.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO,M10LBGVP000P250,63,471.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000P285,64,478.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000P286,64,478.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000P310,55,426.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000P311,55,426.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000R057,45,375.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000R058,44,368.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO,M10LBGVP000R093,44,375.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO,M10LBGVP000R094,43,368.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SUPERLEGGERA,M10LBGVP000R118,43,368.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SUPERLEGGERA,M10LBGVP000R119,45,382.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000R154,44,368.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000R155,46,382.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SUPERLEGGERA,M10LBGVP000R190,49,412.0,M 6,21.7,9.8,14.2,336.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SUPERLEGGERA,M10LBGVP000R191,50,419.0,M 6,20.7,9.6,13.7,325.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO (REVENTON ROADSTER),M10LBGVP000R215,55,426.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO (REVENTON ROADSTER),M10LBGVP000R216,55,426.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO,M10LBGVP000R251,63,471.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO,M10LBGVP000R252,63,471.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000R287,64,478.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000R288,64,478.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000R312,55,426.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000R313,63,471.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000S059,46,382.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO,M10LBGVP000S095,45,382.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SUPERLEGGERA,M10LBGVP000S120,47,390.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000S156,47,390.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SUPERLEGGERA,M10LBGVP000S192,49,412.0,M 6,19.8,9.1,13.1,310.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO (REVENTON ROADSTER),M10LBGVP000S217,63,471.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO,M10LBGVP000S253,64,478.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000S289,54,420.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000S314,63,471.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000T060,47,390.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO,M10LBGVP000T096,47,390.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SUPERLEGGERA,M10LBGVP000T121,45,375.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000T157,44,375.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO (REVENTON),M10LBGVP000T193,54,420.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO (REVENTON ROADSTER),M10LBGVP000T218,63,471.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO,M10LBGVP000T254,64,478.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000T290,54,420.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000T315,63,471.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000U061,44,375.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SUPERLEGGERA,M10LBGVP000U122,44,368.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000U158,43,368.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO (REVENTON ROADSTER),M10LBGVP000U219,63,471.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO,M10LBGVP000U255,64,478.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000U316,63,471.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000V062,43,368.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SUPERLEGGERA,M10LBGVP000V123,46,382.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000V159,45,382.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO (REVENTON ROADSTER),M10LBGVP000V220,63,471.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO,M10LBGVP000V256,64,478.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000V317,64,478.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000W063,45,382.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SUPERLEGGERA,M10LBGVP000W124,47,390.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000W160,47,390.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO (REVENTON ROADSTER),M10LBGVP000W221,64,478.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO,M10LBGVP000W257,54,420.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000W318,64,478.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000X064,47,390.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SUPERLEGGERA,M10LBGVP000X125,44,375.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000X161,45,375.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO (REVENTON ROADSTER),M10LBGVP000X222,64,478.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO,M10LBGVP000X258,54,420.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000X319,64,478.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000Y065,45,375.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
