marque,modele_version,cnit,puissance_fiscale,puissance_reelle,bv,urb,ex-urb,mixte,co2,carburant,etiquette_energie,bonus(-)/malus(+)
LAMBORGHINI,GALLARDO SUPERLEGGERA,M10LBGVP000Y126,43,368.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000Y162,44,368.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO (REVENTON ROADSTER),M10LBGVP000Y223,64,478.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO,M10LBGVP000Y259,54,420.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO ROADSTER,M10LBGVP000Y320,64,478.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000Z066,44,368.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SUPERLEGGERA,M10LBGVP000Z127,45,382.0,M 6,23.6,11.4,15.9,380.0,ES,G,+ 2600
LAMBORGHINI,GALLARDO SPYDER,M10LBGVP000Z163,46,382.0,M 6,24.8,12.4,17.0,400.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO (REVENTON ROADSTER),M10LBGVP000Z224,64,478.0,M 6,32.3,15.0,21.3,495.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO,M10LBGVP000Z260,54,420.0,M 6,32.6,15.1,21.5,500.0,ES,G,+ 2600
LAMBORGHINI,MURCIELAGO SUPERVELOCE,M10LBGVP000Z321,66,493.0,M 6,32.0,13.7,20.6,480.0,ES,G,+ 2600
LANCIA,Ypsilon 1.4 8v (77ch),M10LNCVP0001121,5,57.0,M 5,7.2,4.6,5.5,130.0,ES,C,-
LANCIA,Ypsilon 1.4 8v (77ch),M10LNCVP0002122,5,57.0,M 5,7.2,4.6,5.5,130.0,ES,C,-
LANCIA,Ypsilon 1.2 8v (60ch),M10LNCVP0008067,4,44.0,M 5,7.0,4.6,5.5,129.0,ES,C,-
LANCIA,Ypsilon 1.2 8v (60ch),M10LNCVP0009068,4,44.0,M 5,7.0,4.6,5.5,129.0,ES,C,-
LANCIA,Musa 1.4 16v 95ch Stop & Start D.F.S,M10LNCVP000D133,5,70.0,M 5,7.2,4.6,5.6,130.0,ES,C,-
LANCIA,Ypsilon 1.4 16v (95ch)  D.F.S.,M10LNCVP000E073,6,70.0,M 5,7.6,4.9,5.9,139.0,ES,C,-
LANCIA,Ypsilon 1.4 16v (95ch)  D.F.S.,M10LNCVP000F074,6,70.0,M 5,7.6,4.9,5.9,139.0,ES,C,-
LANCIA,Musa 1.4 16v 95ch Stop & Start,M10LNCVP000H137,6,70.0,M 6,8.0,4.9,6.0,140.0,ES,C,-
LANCIA,Delta 1.4 T-Jet (150ch),M10LNCVP000K007,9,110.0,M 6,8.9,5.5,6.8,160.0,ES,D,+ 200
LANCIA,Ypsilon 1.4 16v (95ch),M10LNCVP000K079,6,70.0,M 6,7.7,4.9,5.9,140.0,ES,C,-
LANCIA,Ypsilon 1.4 16v (95ch),M10LNCVP000L080,6,70.0,M 6,7.7,4.9,5.9,140.0,ES,C,-
MAYBACH,MAYBACH,M10MABVP0005005,49,405.0,A 5,24.5,11.0,15.9,383.0,ES,G,+ 2600
MAYBACH,MAYBACH,M10MABVP0006006,49,405.0,A 5,24.5,11.0,15.9,383.0,ES,G,+ 2600
MAYBACH,MAYBACH 57S,M10MABVP0007007,57,450.0,A 5,24.6,11.8,16.4,390.0,ES,G,+ 2600
MAYBACH,MAYBACH 57S,M10MABVP0008008,57,450.0,A 5,24.6,11.8,16.4,390.0,ES,G,+ 2600
MAYBACH,MAYBACH,M10MABVP0009009,49,405.0,A 5,24.5,11.0,15.9,383.0,ES,G,+ 2600
MAYBACH,MAYBACH,M10MABVP000A010,49,405.0,A 5,24.5,11.0,15.9,383.0,ES,G,+ 2600
MAYBACH,MAYBACH,M10MABVP000B011,49,405.0,A 5,24.5,11.0,15.9,383.0,ES,G,+ 2600
MAYBACH,MAYBACH,M10MABVP000C012,49,405.0,A 5,24.5,11.0,15.9,383.0,ES,G,+ 2600
MAYBACH,MAYBACH 62S,M10MABVP000D013,57,450.0,A 5,24.6,11.8,16.4,390.0,ES,G,+ 2600
MAYBACH,MAYBACH 62S,M10MABVP000E014,57,450.0,A 5,24.6,11.8,16.4,390.0,ES,G,+ 2600
MAYBACH,MAYBACH 62S,M10MABVP000F015,57,450.0,A 5,24.6,11.8,16.4,390.0,ES,G,+ 2600
MAYBACH,MAYBACH 62S,M10MABVP000G016,57,450.0,A 5,24.6,11.8,16.4,390.0,ES,G,+ 2600
MAYBACH,MAYBACH Landaulet,M10MABVP000H017,57,450.0,A 5,24.6,11.8,16.4,390.0,ES,G,+ 2600
MAYBACH,MAYBACH Landaulet,M10MABVP000J018,57,450.0,A 5,24.6,11.8,16.4,390.0,ES,G,+ 2600
MAYBACH,MAYBACH Landaulet,M10MABVP000J019,57,450.0,A 5,24.6,11.8,16.4,390.0,ES,G,+ 2600
MAYBACH,MAYBACH Landaulet,M10MABVP000K020,57,450.0,A 5,24.6,11.8,16.4,390.0,ES,G,+ 2600
MAZDA,MAZDA3 1.6L MZR (105ch),M10MAZVP0000012,6,77.0,M 5,8.3,5.2,6.3,149.0,ES,D,-
MAZDA,MAZDA5 1.8L MZR (115ch),M10MAZVP0000048,7,85.0,M 5,10.1,6.0,7.5,179.0,ES,E,+ 750
MAZDA,MAZDA5 2.0L MZR AUTO (146ch),M10MAZVP0002050,9,107.0,A 5,11.3,6.4,8.2,194.0,ES,E,+ 750
MAZDA,MAZDA3 2.3L MZR DISI 260ch,M10MAZVP0007019,17,191.0,M 6,13.2,7.5,9.6,224.0,ES,F,+ 1600
MAZDA,MAZDA3 2.0L MZR BVA (150ch),M10MAZVP000A022,9,110.0,A 5,10.6,5.8,7.6,175.0,ES,E,+ 750
MAZDA,MAZDA3 2.0L MZR DISI (151ch),M10MAZVP000B023,9,111.0,M 6,9.3,5.4,6.8,159.0,ES,D,+ 200
MAZDA,MAZDA6 1.8L MZR (120ch),M10MAZVP000K032,7,88.0,M 5,9.6,5.3,6.9,162.0,ES,E,+ 750
MAZDA,MX-5 1.8L MZR (126ch),M10MAZVP000K068,8,93.0,M 5,9.5,5.5,7.0,167.0,ES,E,+ 750
MAZDA,MX-5 2.0L MZR (160ch),M10MAZVP000M070,10,118.0,M 6,10.5,5.9,7.6,181.0,ES,E,+ 750
MAZDA,MX-5 2.0L MZR (160ch) BVA,M10MAZVP000N071,10,118.0,A 6,10.9,6.1,7.9,188.0,ES,E,+ 750
MAZDA,RX-8 R3 1.3L (231ch),M10MAZVP000P001,17,170.0,M 6,15.7,9.1,11.5,299.0,ES,G,+ 2600
MAZDA,MAZDA6 2.0L MZR AUTO (147ch),M10MAZVP000R038,9,108.0,A 5,11.1,5.7,7.7,182.0,ES,E,+ 750
MAZDA,MAZDA6 2.5L MZR (170ch),M10MAZVP000R039,10,125.0,M 6,11.1,6.3,8.1,192.0,ES,E,+ 750
MERCEDES-BENZ,C 200 K BERLINE BVA5,M10MCDVP0020709,11,135.0,A 5,11.2,6.3,8.1,192.0,ES,E,+ 750
MERCEDES-BENZ,C 200 CGI BERLINE BVA5,M10MCDVP0020745,11,135.0,A 5,10.5,5.8,7.6,178.0,ES,E,+ 750
MERCEDES-BENZ,C 350 BERLINE 4MATIC  BVA7,M10MCDVP0020806,18,200.0,A 7,14.8,7.7,10.2,239.0,ES,F,+ 1600
MERCEDES-BENZ,E 200 CGI BERLINE BVA5,M10MCDVP0020842,11,135.0,A 5,10.3,6.1,7.6,179.0,ES,E,+ 750
MERCEDES-BENZ,C 200 K BERLINE BVA5,M10MCDVP0021710,11,135.0,A 5,11.2,6.3,8.1,192.0,ES,E,+ 750
MERCEDES-BENZ,C 200 CGI BERLINE BVA5,M10MCDVP0021746,11,135.0,A 5,10.7,6.2,7.9,184.0,ES,E,+ 750
MERCEDES-BENZ,C 350 CGI BERLINE BVA7,M10MCDVP0021807,19,215.0,A 7,12.0,6.1,8.3,193.0,ES,E,+ 750
MERCEDES-BENZ,E 200 CGI BERLINE BVA5,M10MCDVP0021843,11,135.0,A 5,10.5,6.3,7.9,184.0,ES,E,+ 750
MERCEDES-BENZ,C 180 K BERLINE BVM6,M10MCDVP0022711,9,115.0,M 6,9.2,5.0,6.5,155.0,ES,D,-
MERCEDES-BENZ,C 180 CGI BERLINE BVA5,M10MCDVP0022747,9,115.0,A 5,10.1,5.5,7.1,166.0,ES,E,+ 750
MERCEDES-BENZ,C 350 CGI BERLINE BVA7,M10MCDVP0022808,19,215.0,A 7,12.2,6.3,8.5,198.0,ES,E,+ 1600
MERCEDES-BENZ,E 200 CGI BERLINE BVA5,M10MCDVP0022844,11,135.0,A 5,10.2,6.0,7.5,177.0,ES,E,+ 750
MERCEDES-BENZ,C 180 K BERLINE BVM6,M10MCDVP0023712,9,115.0,M 6,9.4,5.2,6.7,159.0,ES,D,+ 200
MERCEDES-BENZ,C 180 CGI BERLINE BVA5,M10MCDVP0023748,9,115.0,A 5,10.2,5.6,7.2,168.0,ES,E,+ 750
MERCEDES-BENZ,C 350 CGI BERLINE BVA7,M10MCDVP0023809,19,215.0,A 7,12.6,6.7,8.9,208.0,ES,F,+ 1600
MERCEDES-BENZ,E 200 CGI BERLINE BVA5,M10MCDVP0023845,11,135.0,A 5,10.3,6.1,7.6,179.0,ES,E,+ 750
MERCEDES-BENZ,C 180 K BERLINE BVM6,M10MCDVP0024713,9,115.0,M 6,9.5,5.3,6.8,162.0,ES,E,+ 750
MERCEDES-BENZ,C 180 CGI BERLINE BVA5,M10MCDVP0024749,9,115.0,A 5,10.3,5.7,7.3,171.0,ES,E,+ 750
MERCEDES-BENZ,C 63 AMG BERLINE BVA7,M10MCDVP0024810,37,336.0,A 7,20.9,9.2,13.4,319.0,ES,G,+ 2600
MERCEDES-BENZ,E 200 CGI BERLINE BVA5,M10MCDVP0024846,11,135.0,A 5,10.5,6.3,7.9,184.0,ES,E,+ 750
MERCEDES-BENZ,C 180 K BERLINE BVM6,M10MCDVP0025714,9,115.0,M 6,9.5,5.3,6.8,162.0,ES,E,+ 750
MERCEDES-BENZ,C 180 CGI BERLINE BVA5,M10MCDVP0025750,9,115.0,A 5,10.5,5.9,7.5,175.0,ES,E,+ 750
MERCEDES-BENZ,C 63 AMG BERLINE BVA7,M10MCDVP0025811,40,358.0,A 7,20.9,9.2,13.4,319.0,ES,G,+ 2600
MERCEDES-BENZ,E 200 CGI BERLINE BVA5,M10MCDVP0025847,11,135.0,A 5,10.2,6.0,7.5,177.0,ES,E,+ 750
MERCEDES-BENZ,C 180 K BERLINE BVM6,M10MCDVP0026715,9,115.0,M 6,8.4,5.0,6.3,149.0,ES,D,-
MERCEDES-BENZ,C 180 CGI BERLINE BVA5,M10MCDVP0026751,9,115.0,A 5,10.6,6.2,7.8,181.0,ES,E,+ 750
MERCEDES-BENZ,C 300 BERLINE BVA7,M10MCDVP0026776,15,170.0,A 7,13.5,7.1,9.4,224.0,ES,F,+ 1600
MERCEDES-BENZ,E 200 CGI BERLINE BVA5,M10MCDVP0026848,11,135.0,A 5,10.3,6.1,7.6,179.0,ES,E,+ 750
MERCEDES-BENZ,E 200 CGI BERLINE BVM6,M10MCDVP0026873,11,135.0,M 6,10.1,5.8,7.4,172.0,ES,E,+ 750
MERCEDES-BENZ,C 180 K BERLINE BVM6,M10MCDVP0027716,9,115.0,M 6,8.6,5.2,6.5,154.0,ES,D,-
MERCEDES-BENZ,C 180 CGI BERLINE BVA5,M10MCDVP0027752,9,115.0,A 5,10.1,5.5,7.1,166.0,ES,E,+ 750
MERCEDES-BENZ,C 300 BERLINE BVA7,M10MCDVP0027777,15,170.0,A 7,13.5,7.1,9.4,224.0,ES,F,+ 1600
MERCEDES-BENZ,E 200 CGI BERLINE BVA5,M10MCDVP0027849,11,135.0,A 5,10.5,6.3,7.9,184.0,ES,E,+ 750
MERCEDES-BENZ,E 200 CGI BERLINE BVM6,M10MCDVP0027874,11,135.0,M 6,10.2,6.0,7.6,176.0,ES,E,+ 750
MERCEDES-BENZ,C 180 K BERLINE BVM6,M10MCDVP0028717,9,115.0,M 6,8.8,5.4,6.6,158.0,ES,D,+ 200
MERCEDES-BENZ,C 180 CGI BERLINE BVA5,M10MCDVP0028753,9,115.0,A 5,10.2,5.6,7.2,168.0,ES,E,+ 750
MERCEDES-BENZ,C 300 BERLINE BVA7,M10MCDVP0028778,15,170.0,A 7,13.5,7.1,9.4,224.0,ES,F,+ 1600
MERCEDES-BENZ,E 200 CGI BERLINE BVA5,M10MCDVP0028850,11,135.0,A 5,10.2,6.0,7.5,177.0,ES,E,+ 750
MERCEDES-BENZ,E 200 CGI BERLINE BVM6,M10MCDVP0028875,11,135.0,M 6,10.0,5.7,7.3,169.0,ES,E,+ 750
MERCEDES-BENZ,C 180 K BERLINE BVM6,M10MCDVP0029718,9,115.0,M 6,9.1,5.7,6.9,165.0,ES,E,+ 750
MERCEDES-BENZ,C 180 CGI BERLINE BVA5,M10MCDVP0029754,9,115.0,A 5,10.3,5.7,7.3,171.0,ES,E,+ 750
MERCEDES-BENZ,C 300 BERLINE 4MATIC BVA7,M10MCDVP0029779,15,170.0,A 7,13.4,7.2,9.4,224.0,ES,F,+ 1600
MERCEDES-BENZ,E 200 CGI BERLINE BVA5,M10MCDVP0029851,11,135.0,A 5,10.3,6.1,7.6,179.0,ES,E,+ 750
MERCEDES-BENZ,E 200 CGI BERLINE BVM6,M10MCDVP0029876,11,135.0,M 6,10.1,5.8,7.4,172.0,ES,E,+ 750
MERCEDES-BENZ,C 180 K BERLINE BVM6,M10MCDVP002A719,9,115.0,M 6,9.5,5.1,6.7,159.0,ES,D,+ 200
MERCEDES-BENZ,C 180 CGI BERLINE BVA5,M10MCDVP002A755,9,115.0,A 5,10.5,5.9,7.5,175.0,ES,E,+ 750
MERCEDES-BENZ,C 300 BERLINE 4MATIC BVA7,M10MCDVP002A780,15,170.0,A 7,13.6,7.4,9.6,229.0,ES,F,+ 1600
MERCEDES-BENZ,E 200 CGI BERLINE BVA5,M10MCDVP002A852,11,135.0,A 5,10.5,6.3,7.9,184.0,ES,E,+ 750
MERCEDES-BENZ,E 200 CGI BERLINE BVM6,M10MCDVP002A877,11,135.0,M 6,10.2,6.0,7.6,176.0,ES,E,+ 750
MERCEDES-BENZ,C 180 K BERLINE BVM6,M10MCDVP002B720,9,115.0,M 6,9.6,5.3,6.9,163.0,ES,E,+ 750
MERCEDES-BENZ,C 180 CGI BERLINE BVA5,M10MCDVP002B756,9,115.0,A 5,10.6,6.2,7.8,181.0,ES,E,+ 750
MERCEDES-BENZ,C 300 BERLINE 4MATIC BVA7,M10MCDVP002B781,15,170.0,A 7,13.6,7.4,9.6,229.0,ES,F,+ 1600
MERCEDES-BENZ,E 200 CGI BERLINE BVA5,M10MCDVP002B853,11,135.0,A 5,10.2,6.0,7.5,177.0,ES,E,+ 750
MERCEDES-BENZ,E 200 CGI BERLINE BVM6,M10MCDVP002B878,11,135.0,M 6,10.0,5.7,7.3,169.0,ES,E,+ 750
MERCEDES-BENZ,E 63 AMG STATION WAGON BVA7,M10MCDVP002C491,44,386.0,A 7,18.8,9.3,12.8,299.0,ES,G,+ 2600
MERCEDES-BENZ,C 180 K BERLINE BVM6,M10MCDVP002C721,9,115.0,M 6,9.7,5.4,7.0,166.0,ES,E,+ 750
MERCEDES-BENZ,C 250  BERLINE BVM6,M10MCDVP002C757,13,150.0,M 6,13.3,6.7,9.1,216.0,ES,F,+ 1600
MERCEDES-BENZ,C 300 BERLINE 4MATIC BVA7,M10MCDVP002C782,15,170.0,A 7,13.6,7.4,9.6,229.0,ES,F,+ 1600
MERCEDES-BENZ,E 200 CGI BERLINE BVA5,M10MCDVP002C854,11,135.0,A 5,10.3,6.1,7.6,179.0,ES,E,+ 750
MERCEDES-BENZ,E 200 CGI BERLINE BVM6,M10MCDVP002C879,11,135.0,M 6,10.1,5.8,7.4,172.0,ES,E,+ 750
MERCEDES-BENZ,E 63 AMG STATION WAGON BVA7,M10MCDVP002D492,44,386.0,A 7,18.8,9.3,12.8,299.0,ES,G,+ 2600
MERCEDES-BENZ,C 180 K BERLINE BVM6,M10MCDVP002D722,9,115.0,M 6,9.9,5.7,7.3,173.0,ES,E,+ 750
MERCEDES-BENZ,C 250  BERLINE BVM6,M10MCDVP002D758,13,150.0,M 6,13.5,6.9,9.3,221.0,ES,F,+ 1600
MERCEDES-BENZ,C 300 BERLINE 4MATIC BVA7,M10MCDVP002D783,15,170.0,A 7,13.6,7.4,9.6,229.0,ES,F,+ 1600
MERCEDES-BENZ,E 200 CGI BERLINE BVA5,M10MCDVP002D855,11,135.0,A 5,10.5,6.3,7.9,184.0,ES,E,+ 750
MERCEDES-BENZ,E 200 CGI BERLINE BVM6,M10MCDVP002D880,11,135.0,M 6,10.2,6.0,7.6,176.0,ES,E,+ 750
MERCEDES-BENZ,E 63 AMG STATION WAGON BVA7,M10MCDVP002E493,44,386.0,A 7,18.8,9.3,12.8,299.0,ES,G,+ 2600
MERCEDES-BENZ,C 180 K BERLINE BVA5,M10MCDVP002E723,9,115.0,A 5,10.1,5.4,7.1,169.0,ES,E,+ 750
MERCEDES-BENZ,C 250  BERLINE BVM6,M10MCDVP002E759,13,150.0,M 6,13.5,6.9,9.3,221.0,ES,F,+ 1600
MERCEDES-BENZ,C 300 BERLINE BVM6,M10MCDVP002E784,15,170.0,M 6,13.7,6.9,9.4,220.0,ES,F,+ 1600
MERCEDES-BENZ,E 250 CGI BERLINE BVA5,M10MCDVP002E820,12,150.0,A 5,10.3,6.1,7.6,179.0,ES,E,+ 750
MERCEDES-BENZ,E 63 AMG BERLINE BVA7,M10MCDVP002E856,44,386.0,A 7,18.7,9.1,12.6,295.0,ES,G,+ 2600
MERCEDES-BENZ,E 200 CGI BERLINE BVM6,M10MCDVP002E881,11,135.0,M 6,10.0,5.7,7.3,169.0,ES,E,+ 750
MERCEDES-BENZ,E 63 AMG STATION WAGON BVA7,M10MCDVP002F494,44,386.0,A 7,18.8,9.3,12.8,299.0,ES,G,+ 2600
MERCEDES-BENZ,C 180 K BERLINE BVA5,M10MCDVP002F724,9,115.0,A 5,10.2,5.6,7.3,173.0,ES,E,+ 750
MERCEDES-BENZ,C 250 BERLINE BVA7,M10MCDVP002F760,13,150.0,A 7,13.1,6.8,9.1,217.0,ES,F,+ 1600
MERCEDES-BENZ,C 300 BERLINE BVM6,M10MCDVP002F785,15,170.0,M 6,13.9,7.1,9.6,225.0,ES,F,+ 1600
MERCEDES-BENZ,E 250 CGI BERLINE BVA5,M10MCDVP002F821,12,150.0,A 5,10.4,6.2,7.7,181.0,ES,E,+ 750
MERCEDES-BENZ,E 63 AMG BERLINE BVA7,M10MCDVP002F857,44,386.0,A 7,18.7,9.1,12.6,295.0,ES,G,+ 2600
MERCEDES-BENZ,E 200 CGI BERLINE BVM6,M10MCDVP002F882,11,135.0,M 6,10.1,5.8,7.4,172.0,ES,E,+ 750
MERCEDES-BENZ,E 63 AMG STATION WAGON BVA7,M10MCDVP002G495,44,386.0,A 7,18.8,9.3,12.8,299.0,ES,G,+ 2600
MERCEDES-BENZ,C 180 K BERLINE BVA5,M10MCDVP002G725,9,115.0,A 5,10.3,5.7,7.4,176.0,ES,E,+ 750
MERCEDES-BENZ,C 250 BERLINE BVA7,M10MCDVP002G761,13,150.0,A 7,13.3,7.0,9.3,222.0,ES,F,+ 1600
MERCEDES-BENZ,C 300 BERLINE BVM6,M10MCDVP002G786,15,170.0,M 6,13.9,7.1,9.6,225.0,ES,F,+ 1600
MERCEDES-BENZ,E 250 CGI BERLINE BVA5,M10MCDVP002G822,12,150.0,A 5,10.6,6.4,8.0,187.0,ES,E,+ 750
MERCEDES-BENZ,E 63 AMG BERLINE BVA7,M10MCDVP002G858,44,386.0,A 7,18.7,9.1,12.6,295.0,ES,G,+ 2600
MERCEDES-BENZ,E 200 CGI BERLINE BVM6,M10MCDVP002G883,11,135.0,M 6,10.2,6.0,7.6,176.0,ES,E,+ 750
MERCEDES-BENZ,E 63 AMG STATION WAGON BVA7,M10MCDVP002H496,44,386.0,A 7,18.8,9.3,12.8,299.0,ES,G,+ 2600
MERCEDES-BENZ,C 180 K BERLINE BVA5,M10MCDVP002H726,9,115.0,A 5,10.5,6.0,7.7,183.0,ES,E,+ 750
MERCEDES-BENZ,C 250 BERLINE BVA7,M10MCDVP002H762,13,150.0,A 7,13.3,7.0,9.3,222.0,ES,F,+ 1600
MERCEDES-BENZ,C 300 BERLINE BVM6,M10MCDVP002H787,15,170.0,M 6,13.9,7.1,9.6,225.0,ES,F,+ 1600
MERCEDES-BENZ,E 250 CGI BERLINE BVA5,M10MCDVP002H823,12,150.0,A 5,10.3,6.1,7.6,179.0,ES,E,+ 750
MERCEDES-BENZ,E 63 AMG BERLINE BVA7,M10MCDVP002H859,44,386.0,A 7,18.7,9.1,12.6,295.0,ES,G,+ 2600
MERCEDES-BENZ,E 63 AMG STATION WAGON BVA7,M10MCDVP002J497,44,386.0,A 7,18.8,9.3,12.8,299.0,ES,G,+ 2600
MERCEDES-BENZ,E 63 AMG STATION WAGON BVA7,M10MCDVP002J498,44,386.0,A 7,18.8,9.3,12.8,299.0,ES,G,+ 2600
MERCEDES-BENZ,C 180 K BERLINE BVM6,M10MCDVP002J727,9,115.0,M 6,10.0,5.3,7.0,167.0,ES,E,+ 750
MERCEDES-BENZ,C 180 K BERLINE BVM6,M10MCDVP002J728,9,115.0,M 6,10.1,5.5,7.2,171.0,ES,E,+ 750
MERCEDES-BENZ,C 250  BERLINE BVM6,M10MCDVP002J763,13,150.0,M 6,13.6,6.8,9.3,216.0,ES,F,+ 1600
MERCEDES-BENZ,C 250  BERLINE BVM6,M10MCDVP002J764,13,150.0,M 6,13.8,7.0,9.5,221.0,ES,F,+ 1600
MERCEDES-BENZ,C 300 BERLINE BVM6,M10MCDVP002J788,15,170.0,M 6,13.9,7.1,9.6,225.0,ES,F,+ 1600
MERCEDES-BENZ,C 300 BERLINE BVA7,M10MCDVP002J789,15,170.0,A 7,13.6,7.0,9.4,219.0,ES,F,+ 1600
MERCEDES-BENZ,E 250 CGI BERLINE BVA5,M10MCDVP002J824,12,150.0,A 5,10.4,6.2,7.7,181.0,ES,E,+ 750
MERCEDES-BENZ,E 250 CGI BERLINE BVA5,M10MCDVP002J825,12,150.0,A 5,10.6,6.4,8.0,187.0,ES,E,+ 750
MERCEDES-BENZ,E 200 CGI BERLINE BVM6,M10MCDVP002J860,11,135.0,M 6,10.0,5.7,7.3,169.0,ES,E,+ 750
MERCEDES-BENZ,E 200 CGI BERLINE BVM6,M10MCDVP002J861,11,135.0,M 6,10.1,5.8,7.4,172.0,ES,E,+ 750
MERCEDES-BENZ,C 180 K BERLINE BVM6,M10MCDVP002K729,9,115.0,M 6,10.2,5.6,7.3,173.0,ES,E,+ 750
MERCEDES-BENZ,C 250  BERLINE BVM6,M10MCDVP002K765,13,150.0,M 6,13.8,7.0,9.5,221.0,ES,F,+ 1600
MERCEDES-BENZ,C 300 BERLINE BVA7,M10MCDVP002K790,15,170.0,A 7,13.8,7.2,9.6,224.0,ES,F,+ 1600
MERCEDES-BENZ,E 250 CGI BERLINE BVA5,M10MCDVP002K826,12,150.0,A 5,10.3,6.1,7.6,179.0,ES,E,+ 750
MERCEDES-BENZ,E 200 CGI BERLINE BVM6,M10MCDVP002K862,11,135.0,M 6,10.2,6.0,7.6,176.0,ES,E,+ 750
MERCEDES-BENZ,C 180 K BERLINE BVM6,M10MCDVP002L730,9,115.0,M 6,10.4,5.9,7.6,180.0,ES,E,+ 750
MERCEDES-BENZ,C 250 BERLINE BVA7,M10MCDVP002L766,13,150.0,A 7,13.4,6.9,9.3,217.0,ES,F,+ 1600
MERCEDES-BENZ,C 300 BERLINE BVA7,M10MCDVP002L791,15,170.0,A 7,13.8,7.2,9.6,224.0,ES,F,+ 1600
MERCEDES-BENZ,E 250 CGI BERLINE BVA5,M10MCDVP002L827,12,150.0,A 5,10.4,6.2,7.7,181.0,ES,E,+ 750
MERCEDES-BENZ,E 200 CGI BERLINE BVM6,M10MCDVP002L863,11,135.0,M 6,10.0,5.7,7.3,169.0,ES,E,+ 750
MERCEDES-BENZ,SLR,M10MCDVP002L888,61,478.0,A 5,20.9,10.8,14.5,348.0,ES,G,+ 2600
MERCEDES-BENZ,C 250 CGI BERLINE BVA5,M10MCDVP002M731,12,150.0,A 5,10.1,5.5,7.2,168.0,ES,E,+ 750
MERCEDES-BENZ,C 250 BERLINE BVA7,M10MCDVP002M767,13,150.0,A 7,13.6,7.1,9.5,222.0,ES,F,+ 1600
MERCEDES-BENZ,C 300 BERLINE BVA7,M10MCDVP002M792,15,170.0,A 7,13.8,7.2,9.6,224.0,ES,F,+ 1600
MERCEDES-BENZ,E 250 CGI BERLINE BVA5,M10MCDVP002M828,12,150.0,A 5,10.6,6.4,8.0,187.0,ES,E,+ 750
MERCEDES-BENZ,E 200 CGI BERLINE BVM6,M10MCDVP002M864,11,135.0,M 6,10.1,5.8,7.4,172.0,ES,E,+ 750
MERCEDES-BENZ,C 250 CGI BERLINE BVA5,M10MCDVP002N732,12,150.0,A 5,10.3,5.6,7.4,173.0,ES,E,+ 750
MERCEDES-BENZ,C 250 BERLINE BVA7,M10MCDVP002N768,13,150.0,A 7,13.6,7.1,9.5,222.0,ES,F,+ 1600
MERCEDES-BENZ,C 300 BERLINE BVA7,M10MCDVP002N793,15,170.0,A 7,13.8,7.2,9.6,224.0,ES,F,+ 1600
MERCEDES-BENZ,E 250 CGI BERLINE BVA5,M10MCDVP002N829,12,150.0,A 5,10.3,6.1,7.6,179.0,ES,E,+ 750
MERCEDES-BENZ,E 200 CGI BERLINE BVM6,M10MCDVP002N865,11,135.0,M 6,10.2,6.0,7.6,176.0,ES,E,+ 750
MERCEDES-BENZ,C 250 CGI BERLINE BVA5,M10MCDVP002P733,12,150.0,A 5,10.5,5.8,7.6,178.0,ES,E,+ 750
MERCEDES-BENZ,C 250 CGI BERLINE BVA5,M10MCDVP002P734,12,150.0,A 5,10.7,6.2,7.9,184.0,ES,E,+ 750
MERCEDES-BENZ,C 300 BERLINE BVM6,M10MCDVP002P769,15,170.0,M 6,13.4,6.8,9.2,220.0,ES,F,+ 1600
MERCEDES-BENZ,C 300 BERLINE BVM6,M10MCDVP002P770,15,170.0,M 6,13.6,7.0,9.4,225.0,ES,F,+ 1600
MERCEDES-BENZ,C 300 BERLINE 4MATIC BVA7,M10MCDVP002P794,15,170.0,A 7,13.7,7.3,9.6,224.0,ES,F,+ 1600
MERCEDES-BENZ,C 300 BERLINE 4MATIC BVA7,M10MCDVP002P795,15,170.0,A 7,13.9,7.5,9.8,229.0,ES,F,+ 1600
MERCEDES-BENZ,E 250 CGI BERLINE BVA5,M10MCDVP002P830,12,150.0,A 5,10.4,6.2,7.7,181.0,ES,E,+ 750
MERCEDES-BENZ,E 250 CGI BERLINE BVA5,M10MCDVP002P831,12,150.0,A 5,10.6,6.4,8.0,187.0,ES,E,+ 750
MERCEDES-BENZ,E 200 CGI BERLINE BVM6,M10MCDVP002P866,11,135.0,M 6,10.0,5.7,7.3,169.0,ES,E,+ 750
MERCEDES-BENZ,E 200 CGI BERLINE BVM6,M10MCDVP002P867,11,135.0,M 6,10.1,5.8,7.4,172.0,ES,E,+ 750
MERCEDES-BENZ,C 250 CGI BERLINE BVA5,M10MCDVP002R735,12,150.0,A 5,10.1,5.5,7.2,168.0,ES,E,+ 750
