marque,modele_version,cnit,puissance_fiscale,puissance_reelle,bv,urb,ex-urb,mixte,co2,carburant,etiquette_energie
MERCEDES-BENZ,315 EMPAT 32,MMB56F3BKG54,11,110.0,M 6,12.9,8.5,10.1,268,GO,G
MERCEDES-BENZ,315 EMPAT 32,MMB56F3BLE75,11,110.0,M 6,12.9,8.5,10.1,268,GO,G
MERCEDES-BENZ,315 EMPAT 32,MMB56F3BLG55,11,110.0,M 6,12.9,8.5,10.1,268,GO,G
MERCEDES-BENZ,315 EMPAT 32,MMB56F3BME76,11,110.0,M 6,12.9,8.5,10.1,268,GO,G
MERCEDES-BENZ,315 EMPAT 32,MMB56F3BMG56,11,110.0,M 6,12.9,8.5,10.1,268,GO,G
MERCEDES-BENZ,315 EMPAT 32,MMB56F3BNE77,11,110.0,M 6,12.9,8.5,10.1,268,GO,G
MERCEDES-BENZ,315 EMPAT 32,MMB56F3BNG57,11,110.0,M 6,12.9,8.5,10.1,268,GO,G
MERCEDES-BENZ,315 EMPAT 32,MMB56F3BPC98,11,110.0,M 6,12.9,8.5,10.1,268,GO,G
MERCEDES-BENZ,315 EMPAT 32,MMB56F3BPC99,11,110.0,M 6,12.9,8.5,10.1,268,GO,G
MERCEDES-BENZ,315 EMPAT 32,MMB56F3BPE78,11,110.0,M 6,12.9,8.5,10.1,268,GO,G
MERCEDES-BENZ,315 EMPAT 32,MMB56F3BPE79,11,110.0,M 6,12.9,8.5,10.1,268,GO,G
MERCEDES-BENZ,315 EMPAT 37,MMB56E3B3Y56,10,110.0,M 6,11.4,7.4,8.8,234,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3B4Y57,10,110.0,M 6,11.4,7.4,8.8,234,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3BSX10,10,110.0,M 6,11.4,7.4,8.8,234,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3BTX11,10,110.0,M 6,11.4,7.4,8.8,234,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3BWW51,10,110.0,M 6,11.4,7.4,8.8,234,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3B7A02,10,110.0,M 6,11.4,7.4,8.8,234,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3B8A03,10,110.0,M 6,11.4,7.4,8.8,234,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BDF30,10,110.0,M 6,11.4,7.4,8.8,234,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BEF31,10,110.0,M 6,11.4,7.4,8.8,234,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BHD54,10,110.0,M 6,11.4,7.4,8.8,234,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BJD55,10,110.0,M 6,11.4,7.4,8.8,234,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BLB78,10,110.0,M 6,11.4,7.4,8.8,234,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BMB79,10,110.0,M 6,11.4,7.4,8.8,234,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BFJ40,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BGJ41,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BHJ60,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BJJ61,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BMK64,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BNK65,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BQO28,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BRL68,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BRO29,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BSL69,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BUP58,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BVM98,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BVP59,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BWM99,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3B0R97,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3B2Z46,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3B3Z47,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3B4W96,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3B5W97,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BVP76,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BWP77,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BXU46,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BYU47,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BZR96,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3B5Y58,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3B6Y59,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3BUX12,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3BVX13,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3BXW52,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3BYW53,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3B9A04,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BAA05,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BEB80,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BFB81,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BFF32,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BGF33,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BJD56,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BKD57,10,110.0,M 6,11.5,7.5,8.9,237,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BFN00,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BGN01,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BHJ42,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BJJ43,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BJJ62,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BJO30,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BKJ63,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BKL70,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BKO31,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BLL71,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BNP60,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BPK66,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BPK67,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BPP61,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3B0U49,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3B1R98,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3B2R99,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3B4Z48,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3B5Z49,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3B6W98,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3B7W99,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BXP78,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BYP79,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BZU48,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3B0W55,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3BWX14,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3BXX15,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3BYY60,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3BZW54,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3BZY61,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BBA06,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BCA07,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BGB82,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BHB83,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BHF34,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BJF35,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BLD58,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BMD59,10,110.0,M 6,11.6,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3B0P89,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BRN28,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BSN29,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BVO58,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BWL98,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BWO59,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BXL99,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BZP88,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B0X26,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B1X27,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B2U76,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B3U77,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B7Z76,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B8Z77,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BLQ00,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BMQ01,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BVS26,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BWS27,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76E3B8Y86,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76E3B9Y87,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76E3BXX40,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76E3BYX41,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BEC14,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BFC15,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BJA38,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BJA39,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BJD90,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BKD91,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BPF66,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BPF67,10,110.0,A 5,11.3,7.6,9.0,239,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BHN02,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BJJ44,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BJN03,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BKJ45,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BLJ64,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BLO32,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BMJ65,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BML72,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BMO33,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BNL73,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BPP62,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BQK68,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BQP63,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BRK69,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BLS00,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BMS01,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BQP80,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BQX00,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BRP81,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BRX01,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BSU50,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BTU51,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BXZ50,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BYZ51,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3B0Y62,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3B1W56,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3B1Y63,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3B2W57,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3BYX16,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3BZX17,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BDA08,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BEA09,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BED60,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BFD61,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BJB84,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BJB85,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BJF36,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BKF37,10,110.0,M 6,11.6,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BGM00,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BHM01,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BKN30,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BLN31,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BPO60,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BPO61,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BSP90,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BTP91,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B2X28,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B3X29,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B4U78,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B5U79,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B9Z78,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BAZ79,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BNQ02,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BPQ03,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BXS28,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BYS29,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76E3B0X43,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76E3BAY88,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76E3BBY89,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76E3BZX42,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BBA40,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BCA41,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BGC16,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BHC17,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BLD92,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BMD93,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BQF68,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BRF69,10,110.0,A 5,11.4,7.7,9.1,242,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BJK70,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BJN04,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BKK71,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BKN05,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BLJ46,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BLN06,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BMJ47,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BMN07,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BNJ66,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BNO34,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BPJ67,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BPL74,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BPL75,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BPO35,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BPO36,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BQL76,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BQO37,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BRL77,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BRP64,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BSP65,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BTP66,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BUP67,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3B0Z53,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3B1Z54,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3B2Z55,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BNS02,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
