marque,modele_version,cnit,puissance_fiscale,puissance_reelle,bv,urb,ex-urb,mixte,co2,carburant,etiquette_energie
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BPS03,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BPS04,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BQS05,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BSP82,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BSX02,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BTP83,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BTX03,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BUU52,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BUX04,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BVU53,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BVX05,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BWU54,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BXU55,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BZZ52,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3B0X18,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3B1X19,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3B2Y64,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3B3W58,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3B3Y65,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3B4W59,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3B4Y66,10,110.0,M 6,11.8,7.7,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3B5Y67,10,110.0,M 6,11.8,7.7,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3BTX20,10,110.0,M 6,11.8,7.7,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3BUX21,10,110.0,M 6,11.8,7.7,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3B6A10,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3B7A11,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3B8A12,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3B9A13,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BAA14,10,110.0,M 6,11.8,7.7,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BBA15,10,110.0,M 6,11.8,7.7,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BEF40,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BFB90,10,110.0,M 6,11.8,7.7,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BFF41,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BGB91,10,110.0,M 6,11.8,7.7,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BGD62,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BGF42,10,110.0,M 6,11.8,7.7,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BHD63,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BHF43,10,110.0,M 6,11.8,7.7,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BJD64,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BJD65,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BKB86,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BKD66,10,110.0,M 6,11.8,7.7,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BLB87,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BLD67,10,110.0,M 6,11.8,7.7,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BLF38,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BMB88,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BMF39,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BNB89,10,110.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3B0P98,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3B1P99,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BPM08,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BPM09,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BSN38,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BTN39,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BWO68,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BXO69,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B1X36,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B2X37,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B3U86,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B4U87,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B8Z86,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B9Z87,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BTQ08,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BUQ09,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BWS36,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BXS37,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76E3B5X48,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76E3B6X49,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76E3B7Y94,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76E3B8Y95,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BBE00,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BCE01,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BFC24,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BGC25,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BJA48,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BKA49,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BPF76,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BQF77,10,110.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BLK72,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BMK73,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BNN08,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BPJ68,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BPN09,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BQJ69,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BRO38,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BSL78,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BSO39,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BTL79,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BVP68,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56C3BWP69,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3B3Z56,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3B4Z57,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BRS06,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BSS07,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BUP84,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BVP85,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BWX06,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BXX07,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BYU56,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56D3BZU57,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3B6Y68,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3B7Y69,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3BVX22,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56E3BWX23,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BCA16,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BDA17,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BHB92,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BJB93,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BJF44,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BJF45,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BMD68,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB56F3BND69,11,110.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BHM10,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BJM02,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BJM03,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BJM11,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BKQ00,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BLN40,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BLQ01,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BMN32,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BMN41,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BNN33,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BPO70,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BQO62,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BQO71,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BRO63,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BUP92,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BVP93,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B2Z80,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B3X38,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B3Z81,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B4X39,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B5U88,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B6U89,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BAZ88,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BBZ89,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BMQ10,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BNQ11,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BPQ04,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BQQ05,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BQS30,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BRS31,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BVX30,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BWX31,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BXU80,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BYS38,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BYU81,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BZS39,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76E3B1X44,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76E3B2X45,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76E3B3Y90,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76E3B4Y91,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76E3B9Y96,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76E3BAY97,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76E3BYX50,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76E3BZX51,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BCA50,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BDA42,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BDA51,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BDE02,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BEA43,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BEE03,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BHC26,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BJC18,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BJC19,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BJC27,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BJF70,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BKF71,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BND94,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BPD95,11,110.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BRF78,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BSF79,11,110.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BKM04,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BLM05,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BMM06,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BNM07,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BPN34,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BPN35,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BQN36,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BRN37,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BSO64,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BTO65,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BUO66,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BVO67,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BWP94,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BXP95,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BYP96,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76C3BZP97,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B0U83,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B0X35,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B1U84,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B2U85,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B4Z82,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B5Z83,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B6Z84,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3B7Z85,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BRQ06,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BSQ07,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BSS32,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BTS33,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BUS34,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BVS35,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BXX32,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BYX33,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BZU82,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76D3BZX34,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76E3B3X46,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76E3B4X47,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76E3B5Y92,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76E3B6Y93,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BBC20,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BCC21,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BDC22,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BEC23,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BFA44,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BGA45,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BHA46,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BJA47,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BLF72,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BMF73,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BNF74,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BPD96,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BPF75,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,315 EMPAT 37,MMB76F3BQD97,11,110.0,A 5,11.6,8.1,9.4,250,GO,F
