marque,modele_version,cnit,unnamed:_4,unnamed:_5,mine,carburant,puissance_fiscale,puissance_reelle,bv,urb,ex_urb,mixte,co2
AUDI,A3 5P 1.9TDI (130ch) TIPTRONIC,MAU7582G2907,7582G2907,7582G907,8LLASZF1FA59A014R8L60T4N,GO,8,96.0,A 5,9.1,5.1,6.5,178.0
AUDI,A4 1.6L,MAU1394FL791,1394FL791,1394F791,8EAALZF1FM52EPR8E50N,ES,7,75.0,M 5,10.9,6.1,7.8,187.0
AUDI,A4 2.0L,MAU9594FL783,9594FL783,9594F783,8EAALTF1FAVJA0R8E50N,ES,8,96.0,V 0,10.9,6.2,7.9,190.0
AUDI,A4 2.0L (130ch),MAU1582FW981,1582FW981,1582F981,8ELALTF1FM52EQR8E50N,ES,8,96.0,M 5,11.5,6.0,8.0,192.0
AUDI,A4 2.0L (130ch) MULTITRONIC,MAU9592FS187,9592FS187,9592F187,8ELALTF1FAVJA0R8E50N,ES,8,96.0,V 0,10.9,6.2,7.9,190.0
AUDI,A4 2.0L (130ch) MULTITRONIC,MAU9592FT188,9592FT188,9592F188,8ELALTF1FAVJA0R8E50O,ES,8,96.0,V 0,11.0,6.3,8.0,192.0
AUDI,A4 1.8T (150ch),MAU9694FL845,9694FL845,9694F845,8EAAVJF1FAVJG0R8E50O,ES,9,110.0,V 0,11.4,6.5,8.3,199.0
AUDI,A4 1.8T (150ch),MAU1692FN221,1692FN221,1692F221,8ELAVJF1FM52ERR8E50N,ES,9,110.0,M 5,11.3,6.4,8.2,197.0
AUDI,A4 1.8T (150ch),MAU1692FP222,1692FP222,1692F222,8ELAVJF1FM52ERR8E50O,ES,9,110.0,M 5,11.4,6.5,8.3,199.0
AUDI,A4 1.8T (150ch) MULTITRONIC,MAU9692F6216,9692F6216,9692F216,8ELAVJF1FAVJG0R8E50O,ES,9,110.0,V 0,11.4,6.5,8.3,199.0
AUDI,A4 1.8T (150ch) QUATTRO,MAU2682FP997,2682FP997,2682F997,8ELAVJQ1QM5ABDR8E50O,ES,10,110.0,M 5,12.5,7.2,9.2,221.0
AUDI,A4 1.8T (150ch) QUATTRO,MAU2682FQ998,2682FQ998,2682F998,8ELAVJQ1QM5ABDR8E50P,ES,10,110.0,M 5,12.6,7.3,9.3,223.0
AUDI,A4 1.8T (163ch),MAU97A4FR404,97A4FR404,97A4F404,8EABFBF1FAVJG0R8E60O,ES,10,120.0,V 0,11.4,6.5,8.3,199.0
AUDI,A4 2.5TDI (163ch),MAU97A2FD430,97A2FD430,97A2F430,8ELBFBF1FAVJG0R8E60N,ES,10,120.0,V 0,11.3,6.4,8.2,197.0
AUDI,A4 CABRIOLET 1.8T (150ch),MAU96A5E2063,96A5E2063,96A5E063,8HKAVJF1FAVJG0R8H60P,ES,10,110.0,V 0,11.6,6.7,8.5,204.0
AUDI,A4 CABRIOLET 1.8T (163ch),MAU97A5E8262,97A5E8262,97A5E262,8HKBFBF1FAVJG0R8H60P,ES,10,120.0,V 0,11.6,6.7,8.5,204.0
AUDI,A4 1.8T (163ch),MAU9794FS795,9794FS795,9794F795,8EAAMMF1FAVJG0R8E60O,ES,11,120.0,V 0,13.5,6.9,9.3,223.0
AUDI,A4 2.4L,MAU9794FB875,9794FB875,9794F875,8EABDVF1FAVJG0R8E60O,ES,11,125.0,V 0,13.5,6.9,9.3,223.0
AUDI,A4 2.5TDI (163ch),MAU9792FJ886,9792FJ886,9792F886,8ELAMMF1FAVJG0R8E60O,ES,11,120.0,V 0,13.5,6.9,9.3,223.0
AUDI,A4 2.5TDI (180ch),MAU9792FU934,9792FU934,9792F934,8ELBDVF1FAVJG0R8E60O,ES,11,125.0,V 0,13.5,6.9,9.3,223.0
AUDI,A4 CABRIOLET 1.8T (163ch),MAU97A5EN047,97A5EN047,97A5E047,8HKAMMF1FAVJG0R8H60P,ES,11,120.0,V 0,13.6,7.4,9.6,229.0
AUDI,A4 CABRIOLET 2.4L,MAU97A5ED073,97A5ED073,97A5E073,8HKBDVF1FAVJG0R8H60P,ES,11,125.0,V 0,13.6,7.4,9.6,229.0
AUDI,A4 3.0L,MAU9994FM805,9994FM805,9994F805,8EAASNF1FAVJ00R8E61O,ES,14,162.0,V 0,13.6,7.0,9.4,226.0
AUDI,A4 3.0L (220ch),MAU1982FJ989,1982FJ989,1982F989,8ELASNF1FM52FER8E61O,ES,14,162.0,M 5,13.8,7.2,9.6,230.0
AUDI,A4 3.0L (220ch) MULTITRONIC,MAU9982F4986,9982F4986,9982F986,8ELASNF1FAVJ00R8E61O,ES,14,162.0,V 0,13.6,7.0,9.4,226.0
AUDI,A4 3.0L (220ch) MULTITRONIC,MAU9982F5987,9982F5987,9982F987,8ELASNF1FAVJ00R8E61P,ES,14,162.0,V 0,13.7,7.1,9.5,228.0
AUDI,A4 3.0L (220ch) QUATTRO,MAU2982FR994,2982FR994,2982F994,8ELASNQ1QM5ABSR8E61P,ES,15,162.0,M 5,15.0,8.1,10.6,254.0
AUDI,A4 3.0L (220ch) QUATTRO TIPTRONIC,MAU4982FU991,4982FU991,4982F991,8ELASNQ1QA5VF0R8E61P,ES,15,162.0,A 5,16.0,7.8,10.8,259.0
AUDI,A4 3.0L (220ch) QUATTRO TIPTRONIC,MAU4982FV992,4982FV992,4982F992,8ELASNQ1QA5VF0R8E61Q,ES,15,162.0,A 5,16.1,7.9,10.9,262.0
AUDI,A4 CABRIOLET 3.0L,MAU99A5EX055,99A5EX055,99A5E055,8HKASNF1FAVJ00R8H61P,ES,15,162.0,V 0,13.8,7.3,9.7,233.0
AUDI,A4 1.9TDI (100ch),MAU5394FV825,5394FV825,5394F825,8EAAVBF1FM52DHR8E50N,GO,6,74.0,M 5,7.0,4.5,5.4,146.0
AUDI,A4 1.9TDI (101ch),MAU5392FV211,5392FV211,5392F211,8ELAVBF1FM52DHR8E50N,GO,6,74.0,M 5,7.0,4.5,5.4,146.0
AUDI,A4 1.9TDI (101ch),MAU5392FW212,5392FW212,5392F212,8ELAVBF1FM52DHR8E50O,GO,6,74.0,M 5,7.1,4.6,5.5,149.0
AUDI,A4 1.9TDI (130ch),MAU5594FH863,5594FH863,5594F863,8EAAWXF1FM52FCR8E50O,GO,7,96.0,M 5,7.5,4.5,5.6,151.0
AUDI,A4 1.9TDI (130ch),MAU9592FJ918,9592FJ918,9592F918,8ELAVFF1FAVJ00R8E50N,GO,7,96.0,V 0,7.4,4.6,5.5,149.0
AUDI,A4 1.9TDI (130ch),MAU5592FY230,5592FY230,5592F230,8ELAWXF1FM52FCR8E50O,GO,7,96.0,M 5,7.5,4.5,5.6,151.0
AUDI,A4 2.5TDI (155ch) BV6,MAU5792FR239,5792FR239,5792F239,8ELAYMF1FM6EA0R8E60O,GO,9,114.0,M 6,9.7,5.3,6.8,184.0
AUDI,A4 2.5TDI (155ch),MAU9794FS867,9794FS867,9794F867,8EAAYMF1FAVJ00R8E60P,GO,10,114.0,V 0,9.3,5.7,7.0,189.0
AUDI,A4 2.5TDI (155ch) BV6,MAU5792FS240,5792FS240,5792F240,8ELAYMF1FM6EA0R8E60P,GO,10,114.0,M 6,9.8,5.4,7.0,189.0
AUDI,A4 2.5TDI (180ch) QUATTRO BV6,MAU6882FB976,6882FB976,6882F976,8ELAKEQ1QM6EAMR8E60P,GO,11,132.0,M 6,11.1,5.9,7.8,211.0
AUDI,A4 2.5TDI (180ch) QUATTRO BV6,MAU6882FC977,6882FC977,6882F977,8ELAKEQ1QM6EAMR8E60Q,GO,11,132.0,M 6,11.2,6.0,7.9,213.0
AUDI,A4 2.5TDI (180ch),MAU8894F2773,8894F2773,8894F773,8EAAKEQ1QA5VABR8E60Q,GO,12,132.0,A 5,12.5,6.3,8.5,230.0
AUDI,A4 2.5TDI (180ch),MAU8892FP885,8892FP885,8892F885,8ELAKEQ1QA5VABR8E60Q,GO,12,132.0,A 5,12.5,6.3,8.5,230.0
AUDI,A6 2.0L,MAU9594KJ944,9594KJ944,9594K944,4BAALTF1FAVJD0R92O,ES,8,96.0,V 0,11.3,6.7,8.3,199.0
AUDI,A6 2.0L,MAU1592KM358,1592KM358,1592K358,4BLALTF1FM52FDR92O,ES,9,96.0,M 5,11.9,6.5,8.4,202.0
AUDI,A6 1.8T (150ch),MAU1692KE958,1692KE958,1692K958,4BLAWTF1FM52EMR92O,ES,10,110.0,M 5,11.5,6.7,8.5,204.0
AUDI,A6 1.8T (150ch),MAU1692KK964,1692KK964,1692K964,4BLAWTF1FM52EMR96O,ES,10,110.0,M 5,11.5,6.7,8.5,204.0
AUDI,A6 1.8T (150ch) MULTITRONIC,MAU9682KL033,9682KL033,9682K033,4BLAWTF1FAVJG0R92O,ES,10,110.0,V 0,11.7,6.7,8.5,204.0
AUDI,A6 1.8T (150ch) MULTITRONIC,MAU9682KN035,9682KN035,9682K035,4BLAWTF1FAVJG0R96O,ES,10,110.0,V 0,11.7,6.7,8.5,204.0
AUDI,A6 1.8T (150ch) QUATTRO,MAU2672KA626,2672KA626,2672K626,4BLAWTQ1QM5ABDR92P,ES,10,110.0,M 5,12.7,7.5,9.5,228.0
AUDI,A6 AVANT 1.8T (150ch),MAU1674KR581,1674KR581,1674K581,4BAAWTF1FM52EMR92O,ES,10,110.0,M 5,11.5,6.7,8.5,204.0
AUDI,A6 AVANT 1.8T (150ch),MAU1674K3582,1674K3582,1674K582,4BAAWTF1FM52EMR92P,ES,10,110.0,M 5,11.6,6.8,8.6,206.0
AUDI,A6 AVANT 1.8T (150ch) MULTITRONIC,MAU9674K6985,9674K6985,9674K985,4BAAWTF1FAVJG0R92P,ES,10,110.0,V 0,11.9,6.9,8.7,209.0
AUDI,A6 AVANT 1.8T (150ch) QUATTRO,MAU2674KC721,2674KC721,2674K721,4BAAWTQ1QM5ABDR92P,ES,10,110.0,M 5,12.7,7.5,9.5,228.0
AUDI,A6 2.4L (170ch),MAU1792K7420,1792K7420,1792K420,4BLBDVF1FM52EGR92O,ES,11,125.0,M 5,14.0,7.5,9.9,238.0
AUDI,A6 2.4L (170ch),MAU1792KB424,1792KB424,1792K424,4BLBDVF1FM52EGR96O,ES,11,125.0,M 5,14.0,7.5,9.9,238.0
AUDI,A6 2.4L (170ch) MULTITRONIC,MAU9792KH431,9792KH431,9792K431,4BLBDVF1FAVJG0R92P,ES,11,125.0,V 0,14.3,7.1,9.7,233.0
AUDI,A6 2.4L (170ch) MULTITRONIC,MAU9792KL435,9792KL435,9792K435,4BLBDVF1FAVJG0R96P,ES,11,125.0,V 0,14.3,7.1,9.7,233.0
AUDI,A6 AVANT 2.4L (170ch) MULTITRONIC,MAU9794KT475,9794KT475,9794K475,4BABDVF1FAVJG0R92P,ES,11,125.0,V 0,14.3,7.1,9.7,233.0
AUDI,A6 AVANT 2.4L (170ch) MULTITRONIC,MAU9794KX479,9794KX479,9794K479,4BABDVF1FAVJG0R96P,ES,11,125.0,V 0,14.3,7.1,9.7,233.0
AUDI,A6 2.4L (170ch) QUATTRO,MAU2792KY444,2792KY444,2792K444,4BLBDVQ1QM5ABFR96P,ES,12,125.0,M 5,15.2,8.3,10.9,262.0
AUDI,A6 2.4L (170ch) QUATTRO TIPTRONIC,MAU4792KB451,4792KB451,4792K451,4BLBDVQ1QA5VG0R92Q,ES,12,125.0,A 5,16.3,8.2,11.3,271.0
AUDI,A6 2.4L (170ch) QUATTRO TIPTRONIC,MAU4792KF455,4792KF455,4792K455,4BLBDVQ1QA5VG0R96Q,ES,12,125.0,A 5,16.3,8.2,11.3,271.0
AUDI,A6 AVANT 2.4L (170ch),MAU1794KG461,1794KG461,1794K461,4BABDVF1FM52EGR92P,ES,12,125.0,M 5,14.1,7.6,10.0,240.0
AUDI,A6 AVANT 2.4L (170ch),MAU1794KM467,1794KM467,1794K467,4BABDVF1FM52EGR96P,ES,12,125.0,M 5,14.1,7.6,10.0,240.0
AUDI,A6 2.7T,MAU4992KP954,4992KP954,4992K954,4BBAREQ1QA5VT0R96S,ES,15,184.0,A 5,,,,
AUDI,A6 3.0L (220ch),MAU1992K5653,1992K5653,1992K653,4BLASNF1FM52FER96O,ES,15,162.0,M 5,13.9,7.3,9.7,233.0
AUDI,A6 3.0L (220ch),MAU1992KA658,1992KA658,1992K658,4BLASNF1FM52FER99P,ES,15,162.0,M 5,14.0,7.4,9.8,235.0
AUDI,A6 3.0L (220ch) MULTITRONIC,MAU9992K2662,9992K2662,9992K662,4BLASNF1FAVJ00R96P,ES,15,162.0,V 0,14.1,7.2,9.7,233.0
AUDI,A6 3.0L (220ch) MULTITRONIC,MAU9992K6666,9992K6666,9992K666,4BLASNF1FAVJ00R99P,ES,15,162.0,V 0,14.1,7.2,9.7,233.0
AUDI,A6 3.0L (220ch) QUATTRO BV6,MAU2992KP669,2992KP669,2992K669,4BLASNQ1QM6EBCR96P,ES,15,162.0,M 6,16.0,8.6,11.3,271.0
AUDI,A6 3.0L (220ch) QUATTRO TIPTRONIC,MAU4992K3678,4992K3678,4992K678,4BLASNQ1QA5VE0R96Q,ES,15,162.0,A 5,16.6,8.4,11.4,274.0
AUDI,A6 AVANT 3.0L (220ch) QUATTRO TIPTRONIC,MAU4994KH713,4994KH713,4994K713,4BAASNQ1QA5VE0R96Q,ES,15,162.0,A 5,16.6,8.4,11.4,274.0
AUDI,A6 AVANT 3.0L (220ch) QUATTRO TIPTRONIC,MAU4994KL717,4994KL717,4994K717,4BAASNQ1QA5VE0R99Q,ES,15,162.0,A 5,16.6,8.4,11.4,274.0
AUDI,A6 2.7T,MAU49A4KR280,49A4KR280,49A4K280,4BABESQ1QA5VT0R95Q,ES,18,184.0,A 5,18.1,8.8,12.2,293.0
AUDI,A6 2.7T,MAU49A2K2356,49A2K2356,49A2K356,4BLBESQ1QA5VT0R95Q,ES,18,184.0,A 5,18.1,8.8,12.2,293.0
AUDI,A6 2.7T (250ch) QUATTRO BV6,MAU2992KC621,2992KC621,2992K621,4BLAREQ1QM6EF0R99Q,ES,18,184.0,M 6,16.7,8.9,11.7,281.0
AUDI,A6 2.7T (250ch) QUATTRO TIPTRONIC,MAU4992KQ629,4992KQ629,4992K629,4BLAREQ1QA5VT0R99Q,ES,18,184.0,A 5,18.1,8.8,12.2,293.0
AUDI,A6 AVANT 2.7T (250ch) QUATTRO BV6,MAU2994KW637,2994KW637,2994K637,4BAAREQ1QM6EF0R99Q,ES,18,184.0,M 6,16.7,8.9,11.7,281.0
AUDI,A6 AVANT 2.7T (250ch) QUATTRO TIPTRONIC,MAU4994KE649,4994KE649,4994K649,4BAAREQ1QA5VT0R99R,ES,18,184.0,A 5,18.2,8.9,12.3,295.0
AUDI,A6 4.2L V8 (300ch) QUATTRO TIPTRONIC,MAU4972P6606,4972P6606,4972P606,4BLASGQ1QA5LB0R87R,ES,22,220.0,A 5,19.4,9.5,13.1,314.0
AUDI,A6 AVANT 4.2L (300ch) TIPTRONIC,MAU4974PU565,4974PU565,4974P565,4BAASGQ1QA5LB0R87R,ES,22,220.0,A 5,19.4,9.5,13.1,314.0
AUDI,A6 1.9TDI (130ch),MAU5592KP312,5592KP312,5592K312,4BLAWXF1FM52FCR92O,GO,7,96.0,M 5,7.7,4.6,5.7,154.0
AUDI,A6 1.9TDI (130ch),MAU5592KS316,5592KS316,5592K316,4BLAWXF1FM52FCR96O,GO,7,96.0,M 5,7.7,4.6,5.7,154.0
AUDI,A6 1.9TDI (130ch),MAU5592KW320,5592KW320,5592K320,4BLAWXF1FM52FCR99O,GO,7,96.0,M 5,7.7,4.6,5.7,154.0
AUDI,A6 1.9TDI (130ch),MAU95A4KL237,95A4KL237,95A4K237,4BAAVFF1FAVJ00R92P,GO,8,96.0,V 0,7.7,5.0,5.9,159.0
AUDI,A6 1.9TDI (130ch),MAU95A2KW252,95A2KW252,95A2K252,4BLAVFF1FAVJ00R92O,GO,8,96.0,V 0,7.6,5.0,5.8,157.0
AUDI,A6 AVANT 1.9TDI (130ch),MAU5594K3323,5594K3323,5594K323,4BAAWXF1FM52FCR92P,GO,8,96.0,M 5,7.8,4.7,5.8,157.0
AUDI,A6 AVANT 1.9TDI (130ch),MAU5594K7327,5594K7327,5594K327,4BAAWXF1FM52FCR96P,GO,8,96.0,M 5,7.8,4.7,5.8,157.0
AUDI,A6 2.5L (155ch) MULTITRONIC,MAU9792KE561,9792KE561,9792K561,4BLAYMF1FAVJ00R96P,GO,9,114.0,V 0,9.2,5.6,6.9,186.0
AUDI,A6 2.5L (155ch) MULTITRONIC,MAU9792KJ565,9792KJ565,9792K565,4BLAYMF1FAVJ00R99P,GO,9,114.0,V 0,9.2,5.6,6.9,186.0
AUDI,A6 2.5TDI (155ch) BV6,MAU5792KD547,5792KD547,5792K547,4BLAYMF1FM6EA0R92P,GO,9,114.0,M 6,9.7,5.3,6.9,186.0
AUDI,A6 2.5TDI (155ch) BV6,MAU5792KH551,5792KH551,5792K551,4BLAYMF1FM6EA0R96P,GO,9,114.0,M 6,9.7,5.3,6.9,186.0
AUDI,A6 2.5TDI (155ch) MULTITRONIC,MAU9792KA557,9792KA557,9792K557,4BLAYMF1FAVJ00R92P,GO,9,114.0,V 0,9.2,5.6,6.9,186.0
AUDI,A6 AVANT 2.5L (155ch) BV6,MAU5794K1567,5794K1567,5794K567,4BAAYMF1FM6EA0R92P,GO,9,114.0,M 6,9.7,5.3,6.9,186.0
AUDI,A6 AVANT 2.5L (155ch) BV6,MAU5794K5571,5794K5571,5794K571,4BAAYMF1FM6EA0R96P,GO,9,114.0,M 6,9.7,5.3,6.9,186.0
AUDI,A6 AVANT 2.5L (155ch) MULTITRONIC,MAU9794KY577,9794KY577,9794K577,4BAAYMF1FAVJ00R92P,GO,9,114.0,V 0,9.2,5.6,6.9,186.0
AUDI,A6 2.5TDI (163ch),MAU97A4KU535,97A4KU535,97A4K535,4BABDGF1FAVJ00R92P,GO,10,120.0,V 0,9.2,5.6,6.9,186.0
AUDI,A6 2.5TDI (163ch),MAU97A4KP300,97A4KP300,97A4K300,4BABFCF1FAVJ00R92P,GO,10,120.0,V 0,9.2,5.6,6.9,186.0
AUDI,A6 2.5TDI (163ch),MAU97A2KB617,97A2KB617,97A2K617,4BLBDGF1FAVJ00R92P,GO,10,120.0,V 0,9.2,5.6,6.9,186.0
AUDI,A6 2.5TDI (163ch),MAU97A2KP376,97A2KP376,97A2K376,4BLBFCF1FAVJ00R92P,GO,10,120.0,V 0,9.2,5.6,6.9,186.0
AUDI,A6 AVANT 2.5L (155ch) BV6,MAU5794K2568,5794K2568,5794K568,4BAAYMF1FM6EA0R92Q,GO,10,114.0,M 6,9.9,5.5,7.1,192.0
AUDI,A6 AVANT 2.5L (155ch) MULTITRONIC,MAU9794KZ578,9794KZ578,9794K578,4BAAYMF1FAVJ00R92Q,GO,10,114.0,V 0,9.4,5.8,7.1,192.0
AUDI,A6 AVANT 2.5L (155ch) MULTITRONIC,MAU9794KE582,9794KE582,9794K582,4BAAYMF1FAVJ00R96Q,GO,10,114.0,V 0,9.4,5.8,7.1,192.0
AUDI,A6 2.5L (180ch) QUATTRO TIPTRONIC,MAU8872KX442,8872KX442,8872K442,4BLAKEQ1QA5VABR92Q,GO,12,132.0,A 5,12.9,6.6,8.9,240.0
AUDI,A6 2.5L (180ch) QUATTRO TIPTRONIC,MAU8872KY443,8872KY443,8872K443,4BLAKEQ1QA5VABR92R,GO,12,132.0,A 5,13.0,6.7,9.0,243.0
AUDI,A6 2.5L (180ch) QUATTRO TIPTRONIC,MAU8872KZ444,8872KZ444,8872K444,4BLAKEQ1QA5VABR96Q,GO,12,132.0,A 5,12.9,6.6,8.9,240.0
AUDI,A6 2.5L (180ch) QUATTRO TIPTRONIC,MAU8892KW597,8892KW597,8892K597,4BLAKEQ1QA5VABR99Q,GO,12,132.0,A 5,12.9,6.6,8.9,240.0
AUDI,A6 2.5L (180ch) QUATTRO TIPTRONIC,MAU8892KX598,8892KX598,8892K598,4BLAKEQ1QA5VABR99R,GO,12,132.0,A 5,13.0,6.7,9.0,243.0
AUDI,A6 2.5L (180ch) TIPTRONIC,MAU7872KM434,7872KM434,7872K434,4BLAKEF1FA5VAAR92P,GO,12,132.0,A 5,11.3,6.2,8.1,219.0
AUDI,A6 2.5L (180ch) TIPTRONIC,MAU7872KN435,7872KN435,7872K435,4BLAKEF1FA5VAAR92Q,GO,12,132.0,A 5,11.4,6.3,8.2,221.0
AUDI,A6 2.5TDI (180ch),MAU78A4KD555,78A4KD555,78A4K555,4BABDHF1FA5VAAR92P,GO,12,132.0,A 5,11.3,6.2,8.1,217.0
AUDI,A6 2.5TDI (180ch),MAU78A2KU637,78A2KU637,78A2K637,4BLBDHF1FA5VAAR92P,GO,12,132.0,A 5,11.3,6.2,8.1,217.0
AUDI,A6 2.5TDI (180ch) QUATTRO BV6,MAU6872KZ450,6872KZ450,6872K450,4BLAKEQ1QM6EAMR92Q,GO,12,132.0,M 6,11.2,6.3,8.0,216.0
AUDI,A6 2.5TDI (180ch) QUATTRO BV6,MAU6872K1452,6872K1452,6872K452,4BLAKEQ1QM6EAMR96Q,GO,12,132.0,M 6,11.2,6.3,8.0,216.0
AUDI,A6 2.5TDI (180ch) QUATTRO BV6,MAU6892KM593,6892KM593,6892K593,4BLAKEQ1QM6EAMR99Q,GO,12,132.0,M 6,11.2,6.3,8.0,216.0
AUDI,A6 AVANT 2.5L (180ch) QUATTRO TIPTRONIC,MAU8874K8316,8874K8316,8874K316,4BAAKEQ1QA5VABR92R,GO,12,132.0,A 5,13.0,6.7,9.0,243.0
AUDI,A6 AVANT 2.5L (180ch) QUATTRO TIPTRONIC,MAU8874KA318,8874KA318,8874K318,4BAAKEQ1QA5VABR96R,GO,12,132.0,A 5,13.0,6.7,9.0,243.0
AUDI,A6 AVANT 2.5L (180ch) QUATTRO TIPTRONIC,MAU8894KD610,8894KD610,8894K610,4BAAKEQ1QA5VABR99R,GO,12,132.0,A 5,13.0,6.7,9.0,243.0
AUDI,A6 AVANT 2.5L (180ch) TIPTRONIC,MAU7874KX308,7874KX308,7874K308,4BAAKEF1FA5VAAR92Q,GO,12,132.0,A 5,11.4,6.3,8.2,221.0
AUDI,A6 AVANT 2.5L (180ch) TIPTRONIC,MAU7874KZ310,7874KZ310,7874K310,4BAAKEF1FA5VAAR96Q,GO,12,132.0,A 5,11.4,6.3,8.2,221.0
AUDI,A6 AVANT 2.5TDI (180ch) QUATTRO BV6,MAU6874K9323,6874K9323,6874K323,4BAAKEQ1QM6EAMR92Q,GO,12,132.0,M 6,11.2,6.3,8.0,216.0
AUDI,A6 AVANT 2.5TDI (180ch) QUATTRO BV6,MAU6874KA324,6874KA324,6874K324,4BAAKEQ1QM6EAMR92R,GO,12,132.0,M 6,11.3,6.4,8.1,219.0
AUDI,A6 AVANT 2.5TDI (180ch) QUATTRO BV6,MAU6874KB325,6874KB325,6874K325,4BAAKEQ1QM6EAMR96Q,GO,12,132.0,M 6,11.2,6.3,8.0,216.0
AUDI,A6 AVANT 2.5TDI (180ch) QUATTRO BV6,MAU6874KC326,6874KC326,6874K326,4BAAKEQ1QM6EAMR96R,GO,12,132.0,M 6,11.3,6.4,8.1,219.0
AUDI,A6 AVANT 2.5TDI (180ch) QUATTRO BV6,MAU6894K2605,6894K2605,6894K605,4BAAKEQ1QM6EAMR99Q,GO,12,132.0,M 6,11.2,6.3,8.0,216.0
AUDI,A6 AVANT 2.5TDI (180ch) QUATTRO BV6,MAU6894K3606,6894K3606,6894K606,4BAAKEQ1QM6EAMR99R,GO,12,132.0,M 6,11.3,6.4,8.1,219.0
AUDI,A8 2.8L (193ch),MAU1872BL047,1872BL047,1872B047,D2LAMXF1FM52ECR07P,ES,13,142.0,M 5,14.4,7.5,10.0,240.0
AUDI,A8 2.8L (193ch) TIPTRONIC,MAU3872BZ055,3872BZ055,3872B055,D2LAMXF1FA5V00R07P,ES,13,142.0,A 5,15.7,7.9,10.7,257.0
AUDI,A8 2.8L (193ch) TIPTRONIC,MAU3872B0056,3872B0056,3872B056,D2LAMXF1FA5V00R07Q,ES,13,142.0,A 5,15.8,8.0,10.8,259.0
AUDI,A8 2.8L (193ch) QUATTRO TIPTRONIC,MAU4872BB053,4872BB053,4872B053,D2LAMXQ1QA5VG0R07Q,ES,14,142.0,A 5,17.5,8.5,11.8,283.0
AUDI,A8 3.7L (260ch) TIPTRONIC,MAU3972BV030,3972BV030,3972B030,D2LAKCF1FA5VB0R07Q,ES,18,191.0,A 5,17.0,8.5,11.6,278.0
AUDI,A8 3.7L (260ch) QUATTRO TIPTRONIC,MAU4972B1033,4972B1033,4972B033,D2LAKCQ1QA5VF0R07R,ES,19,191.0,A 5,18.4,9.0,12.4,298.0
AUDI,A8 3.7L,MAU49A2B3524,49A2B3524,49A2B524,4ELBFLQ1QA6EB0P4E20Q,ES,20,206.0,A 6,17.1,8.6,11.7,281.0
AUDI,A8 4.2L (310ch) QUATTRO TIPTRONIC,MAU49A2BU030,49A2BU030,49A2B030,D2LAUWQ1QA5L00R07R,ES,23,228.0,A 5,19.6,9.2,13.0,312.0
AUDI,A8 CHASSIS LONG 4.2L (310ch) QUATTRO TIPTRONIC,MAU4972BD857,4972BD857,4972B857,D2GAUWQ1QA5L00R07S,ES,23,228.0,A 5,19.7,9.3,13.1,314.0
AUDI,A8 4.2L,MAU49A2BC533,49A2BC533,49A2B533,4ELBFMQ1QA6E00P4E20R,ES,25,246.0,A 6,17.5,8.7,11.9,286.0
AUDI,A8 6.0L W12 (420ch) QUATTRO TIPTRONIC,MAU4992BJ109,4992BJ109,4992B109,D2LAZCQ1QA5L00R07T,ES,34,309.0,A 5,23.2,10.0,14.8,355.0
AUDI,A8 LIMOUSINE 6.0L W12 (420ch) QUATTRO TIPTRONIC,MAU4992B4070,4992B4070,4992B070,D2GAZCQ1QA5L00R07T,ES,34,309.0,A 5,23.2,10.0,14.8,355.0
AUDI,A8 2.5TDI (180ch) BV6,MAU5862BJ992,5862BJ992,5862B992,D2LAKEF1FM6EANR07P,GO,11,132.0,M 6,10.3,5.4,7.2,193.0
AUDI,A8 2.5TDI (180ch) BV6,MAU5862BJ993,5862BJ993,5862B993,D2LAKEF1FM6EANR07Q,GO,11,132.0,M 6,10.4,5.5,7.3,196.0
AUDI,A8 2.5TDI (180ch) QUATTRO TIPTRONIC,MAU8862BU995,8862BU995,8862B995,D2LAKEQ1QA5VE0R07R,GO,12,132.0,A 5,13.1,6.6,9.0,243.0
AUDI,A8 2.5TDI (180ch) TIPTRONIC,MAU7862BM990,7862BM990,7862B990,D2LAKEF1FA5VA0R07Q,GO,12,132.0,A 5,11.8,6.1,8.2,221.0
AUDI,A8 2.5TDI (180ch) TIPTRONIC,MAU7862BN991,7862BN991,7862B991,D2LAKEF1FA5VA0R07R,GO,12,132.0,A 5,11.9,6.2,8.3,224.0
AUDI,A8 3.3TDI (225ch) QUATTRO TIPTRONIC,MAU8962B6997,8962B6997,8962B997,D2LAKFQ1QA5LB0R07S,GO,16,165.0,A 5,13.9,7.4,9.8,264.0
AUDI,ALLROAD 2.7T (250ch) QUATTRO BV6,MAU2974KQ015,2974KQ015,2974K015,4BHAREQ1QM6EALR70R,ES,18,184.0,M 6,18.0,9.8,12.8,307.0
AUDI,ALLROAD 2.7T (250ch) QUATTRO BV6+B.T.,MAU2974KS017,2974KS017,2974K017,4BHAREQ1QM6EARR70R,ES,18,184.0,M 6,18.0,9.8,12.8,307.0
AUDI,ALLROAD 2.7T (250ch) QUATTRO BV6+B.T.,MAU2974KT018,2974KT018,2974K018,4BHAREQ1QM6EARR70S,ES,18,184.0,M 6,18.1,9.9,12.9,310.0
AUDI,ALLROAD 2.7T,MAU49A4KU344,49A4KU344,49A4K344,4BHBESQ1QA5VAER70R,ES,19,184.0,A 5,19.2,9.7,13.2,317.0
