marque,modele_version,cnit,unnamed:_4,unnamed:_5,mine,carburant,puissance_fiscale,puissance_reelle,bv,urb,ex_urb,mixte,co2
MINI,MINI ONE,MMN9201AY017,9201AY017,9201A017,R50RA3202,ES,6,66.0,V 0,10.9,5.9,7.7,187.0
MINI,MINI ONE,MMN9201AZ018,9201AZ018,9201A018,R50RA3232,ES,6,66.0,V 0,10.9,5.9,7.7,187.0
MINI,MINI COOPER,MMN1401AP011,1401AP011,1401A011,R50RC3101,ES,7,85.0,M 5,9.0,5.3,6.7,163.0
MINI,MINI COOPER,MMN9401AK019,9401AK019,9401A019,R50RC3102,ES,7,85.0,V 0,10.9,5.9,7.7,187.0
MINI,MINI COOPER,MMN9401AL020,9401AL020,9401A020,R50RC3132,ES,7,85.0,V 0,10.9,5.9,7.7,187.0
MINI,MINI COOPER,MMN9401AM021,9401AM021,9401A021,R50RC3202,ES,7,85.0,V 0,10.9,5.9,7.7,187.0
MINI,MINI COOPER,MMN9401AN022,9401AN022,9401A022,R50RC3232,ES,7,85.0,V 0,10.9,5.9,7.7,187.0
MINI,MINI COOPER  S,MMN1701AU023,1701AU023,1701A023,R50RE3101,ES,10,120.0,M 6,11.4,6.8,8.4,202.0
MINI,MINI COOPER  S,MMN1701AV024,1701AV024,1701A024,R50RE3131,ES,10,120.0,M 6,11.4,6.8,8.4,202.0
MINI,MINI COOPER  S,MMN1701AW025,1701AW025,1701A025,R50RE3201,ES,10,120.0,M 6,11.4,6.8,8.4,202.0
MINI,MINI COOPER  S,MMN1701AX026,1701AX026,1701A026,R50RE3231,ES,10,120.0,M 6,11.4,6.8,8.4,202.0
MITSUBISHI,CARISMA 1.8GDI,MJM1402CC875,1402CC875,1402C875,DA0DA2ALDA2ALNGCL6,ES,7,90.0,M 5,9.2,5.7,7.0,168.0
MITSUBISHI,CARISMA 1.8GDI BVA,MJM3502CU877,3502CU877,3502C877,DA0DA2ALDA2ALRGCL6,ES,8,92.0,A 4,11.4,6.3,8.1,194.0
MITSUBISHI,CARISMA 1.9DI-D (102ch),MJM5302CS961,5302CS961,5302C961,DA0DA5ALDA5ALNSFL6,GO,6,75.0,M 5,7.3,4.5,5.5,146.0
MITSUBISHI,CARISMA 1.9DI-D (115ch),MJM5402C0959,5402C0959,5402C959,DA0DA5ALDA5ALNGVL6,GO,7,85.0,M 5,7.3,4.5,5.5,146.0
MITSUBISHI,MONTERO COURT 2.5TD,MJM6411GS072,6411GS072,6411G072,V20VE21S55AAN665,GO,9,85.0,M 5,12.8,9.0,10.4,275.0
MITSUBISHI,MONTERO LONG 2.5TD,MJM6412GS070,6412GS070,6412G070,V20VE21L77EBN667,GO,10,85.0,M 5,13.0,9.2,10.6,281.0
MITSUBISHI,PAJERO PININ COURT 1.8,MJM2414GV081,2414GV081,2414G081,H60WH141SMMKKMM14,ES,8,84.0,M 5,11.7,8.3,9.5,225.0
MITSUBISHI,PAJERO PININ LONG 1.8,MJM2414GT079,2414GT079,2414G079,H60WH141LPPWWMM15,ES,8,84.0,M 5,11.7,8.3,9.5,225.0
MITSUBISHI,PAJERO PININ COURT 2.0GDI,MJM2501G5925,2501G5925,2501G925,H60WH221SHH66NN14,ES,9,95.0,M 5,12.1,7.9,9.4,225.0
MITSUBISHI,PAJERO PININ COURT 2.0GDI BVA,MJM4501GC926,4501GC926,4501G926,H60WH221SJJ66RR14,ES,9,95.0,A 4,12.5,8.3,9.8,235.0
MITSUBISHI,PAJERO PININ LONG 2.0GDI,MJM2502G9927,2502G9927,2502G927,H60WH221LKK77NN15,ES,9,95.0,M 5,12.2,8.0,9.5,227.0
MITSUBISHI,PAJERO PININ LONG 2.0GDI BVA,MJM4502GG928,4502GG928,4502G928,H60WH221LLL77RR15,ES,9,95.0,A 4,12.6,8.4,9.9,237.0
MITSUBISHI,PAJERO SPORT 3.0 V6 BVA,MJM4712GV110,4712GV110,4712G110,K90KN6217GGDDAA45,ES,13,125.0,A 4,17.1,11.2,13.4,311.0
MITSUBISHI,PAJERO COURT 3.5GDI BVA EXCEED,MJM4813GA052,4813GA052,4813G052,V60V6G21SHHAAA265,ES,16,149.0,A 5,19.5,11.1,14.2,339.0
MITSUBISHI,PAJERO LONG 3.5GDI BVA EXCEED,MJM4813G7049,4813G7049,4813G049,V60V6G21LMMBCA267,ES,16,149.0,A 5,19.5,11.1,14.2,339.0
MITSUBISHI,PAJERO COURT 2.5TD,MJM6413GU034,6413GU034,6413G034,V60V6221SBBAAS535,GO,10,85.0,M 5,13.3,9.1,10.6,281.0
MITSUBISHI,PAJERO LONG 2.5TD,MJM6413GR031,6413GR031,6413G031,V60V6221LJJBCS537,GO,10,85.0,M 5,13.4,9.2,10.8,285.0
MITSUBISHI,PAJERO SPORT 2.5TD,MJM6412G4107,6412G4107,6412G107,K90KN4217DDDD5645,GO,10,85.0,M 5,13.1,9.0,10.5,278.0
MITSUBISHI,PAJERO COURT 3.2DI-D,MJM6713GZ045,6713GZ045,6713G045,V60V6321SEEABS635,GO,11,118.0,M 5,12.1,7.9,9.5,251.0
MITSUBISHI,PAJERO LONG 3.2DI-D,MJM6713GU040,6713GU040,6713G040,V60V6321LOOCDS637,GO,11,118.0,M 5,12.1,7.9,9.5,251.0
MITSUBISHI,PAJERO COURT 3.2DI-D BVA,MJM8713G4044,8713G4044,8713G044,V60V6321SEEABA135,GO,12,118.0,A 5,13.3,8.8,10.5,278.0
MITSUBISHI,PAJERO COURT 3.2DI-D BVA EXCEED,MJM8713G6046,8713G6046,8713G046,V60V6321SFFABA135,GO,12,118.0,A 5,13.3,8.8,10.5,278.0
MITSUBISHI,PAJERO LONG 3.2DI-D BVA,MJM8713GZ039,8713GZ039,8713G039,V60V6321LOOCDA137,GO,12,118.0,A 5,13.3,8.8,10.5,278.0
MITSUBISHI,PAJERO LONG 3.2DI-D BVA EXCEED,MJM8713G1041,8713G1041,8713G041,V60V6321LPPCDA137,GO,12,118.0,A 5,13.3,8.8,10.5,278.0
MITSUBISHI,SPACE STAR 1.3,MJM1116LD112,1116LD112,1116L112,DG0DG1115JJ87NN85,ES,6,60.0,M 5,8.8,5.7,6.8,162.0
MITSUBISHI,SPACE STAR 1.6 COMFORT,MJM1316L0115,1316L0115,1316L115,DG0DG3115BB336685,ES,6,72.0,M 5,9.3,6.0,7.2,171.0
MITSUBISHI,SPACE STAR 1.6 COMFORT BVA,MJM3316LE123,3316LE123,3316L123,DG0DG3115CC33TT85,ES,7,72.0,A 4,10.7,6.6,8.2,192.0
MITSUBISHI,SPACE STAR 1.9DI-D (102ch),MJM5316LL124,5316LL124,5316L124,DG0DG4115TT984485,GO,6,75.0,M 5,7.2,4.6,5.5,146.0
MITSUBISHI,SPACE STAR 1.9DI-D (115ch),MJM5316LM125,5316LM125,5316L125,DG0DG4115WW984485,GO,6,75.0,M 5,7.2,4.6,5.5,146.0
MORGAN,4/4 1800,MMM1405B0015,1405B0015,1405B015,1800V3W5,ES,7,81.5,M 5,10.3,6.2,7.7,181.0
MORGAN,4/4 1800,MMM1405B4019,1405B4019,1405B019,1800V3W5,ES,7,81.5,M 5,11.4,6.3,8.2,196.0
MORGAN,4/4 1800,MMM1405B1016,1405B1016,1405B016,1800V3W6,ES,7,81.5,M 5,10.3,6.2,7.7,181.0
MORGAN,4/4 1800,MMM1405B5020,1405B5020,1405B020,1800V3W6,ES,7,81.5,M 5,11.4,6.3,8.2,196.0
MORGAN,4/4 1800,MMM1405B2017,1405B2017,1405B017,1800V3W7,ES,7,81.5,M 5,10.3,6.2,7.7,181.0
MORGAN,4/4 1800,MMM1405B6021,1405B6021,1405B021,1800V3W7,ES,7,81.5,M 5,11.4,6.3,8.2,196.0
MORGAN,4/4 TOURER,MMM1405B3018,1405B3018,1405B018,1800V3F1,ES,7,81.5,M 5,10.3,6.2,7.7,181.0
MORGAN,PLUS 4 2000,MMM1505C6010,1505C6010,1505C010,2000V4W10,ES,9,100.0,M 5,13.4,7.0,9.4,221.0
MORGAN,PLUS 4 2000,MMM1505C4008,1505C4008,1505C008,2000V4W8,ES,9,100.0,M 5,13.4,7.0,9.4,221.0
MORGAN,PLUS 4 2000,MMM1505C5009,1505C5009,1505C009,2000V4W9,ES,9,100.0,M 5,13.4,7.0,9.4,221.0
MORGAN,PLUS 8,MMM1805A1013,1805A1013,1805A013,PLUS8V1W1,ES,14,140.0,M 5,17.2,9.2,12.2,290.0
MORGAN,PLUS 8,MMM1805A2014,1805A2014,1805A014,PLUS8V1W2,ES,14,140.0,M 5,17.2,9.2,12.2,290.0
MORGAN,AERO 8,MMM1905DN022,1905DN022,1905D022,AERO8A8,ES,21,210.0,M 6,18.4,8.9,12.4,295.0
NISSAN,ALMERA 3P 1.5L,MJN1311EE569,1311EE569,1311E569,N16NN03,ES,6,72.0,M 5,8.7,5.5,6.7,160.0
NISSAN,ALMERA 3P 1.5L,MJN1311EG571,1311EG571,1311E571,N16NN05,ES,6,72.0,M 5,8.7,5.5,6.7,160.0
NISSAN,ALMERA 4P 1.5L,MJN1312EL599,1312EL599,1312E599,N16KK03,ES,6,72.0,M 5,8.7,5.5,6.7,160.0
NISSAN,ALMERA 4P 1.5L,MJN1312EN601,1312EN601,1312E601,N16KK05,ES,6,72.0,M 5,8.7,5.5,6.7,160.0
NISSAN,ALMERA 5P 1.5L,MJN1312ES581,1312ES581,1312E581,N16RR03,ES,6,72.0,M 5,8.7,5.5,6.7,160.0
NISSAN,ALMERA 5P 1.5L,MJN1312E5583,1312E5583,1312E583,N16RR05,ES,6,72.0,M 5,8.7,5.5,6.7,160.0
NISSAN,ALMERA 3P 1.8L,MJN1411EW577,1411EW577,1411E577,N16PP05,ES,7,85.0,M 5,10.2,5.9,7.5,180.0
NISSAN,ALMERA 3P 1.8L,MJN1411EX578,1411EX578,1411E578,N16PP06,ES,7,85.0,M 5,10.2,5.9,7.5,180.0
NISSAN,ALMERA 3P 1.8L BVA,MJN3411EZ574,3411EZ574,3411E574,N16PP02,ES,7,85.0,A 4,10.6,6.2,7.8,187.0
NISSAN,ALMERA 3P 1.8L BVA,MJN3411E1576,3411E1576,3411E576,N16PP04,ES,7,85.0,A 4,10.6,6.2,7.8,187.0
NISSAN,ALMERA 4P 1.8L,MJN1412E3607,1412E3607,1412E607,N16LL05,ES,7,85.0,M 5,10.4,6.0,7.6,183.0
NISSAN,ALMERA 4P 1.8L,MJN1412E4608,1412E4608,1412E608,N16LL06,ES,7,85.0,M 5,10.4,6.0,7.6,183.0
NISSAN,ALMERA 4P 1.8L BVA,MJN3412E6604,3412E6604,3412E604,N16LL02,ES,7,85.0,A 4,10.6,6.2,7.8,187.0
NISSAN,ALMERA 4P 1.8L BVA,MJN3412E8606,3412E8606,3412E606,N16LL04,ES,7,85.0,A 4,10.6,6.2,7.8,187.0
NISSAN,ALMERA 5P 1.8L,MJN1412EL589,1412EL589,1412E589,N16SS05,ES,7,85.0,M 5,10.2,5.9,7.5,180.0
NISSAN,ALMERA 5P 1.8L,MJN1412EM590,1412EM590,1412E590,N16SS06,ES,7,85.0,M 5,10.2,5.9,7.5,180.0
NISSAN,ALMERA 5P 1.8L BVA,MJN3412EP586,3412EP586,3412E586,N16SS02,ES,7,85.0,A 4,10.6,6.2,7.8,187.0
NISSAN,ALMERA 5P 1.8L BVA,MJN3412EQ588,3412EQ588,3412E588,N16SS04,ES,7,85.0,A 4,10.6,6.2,7.8,187.0
NISSAN,ALMERA TINO 1.8L,MJN1416MS325,1416MS325,1416M325,V10BB01,ES,7,84.0,M 5,10.3,6.3,7.8,186.0
NISSAN,ALMERA TINO 1.8L,MJN1416MT326,1416MT326,1416M326,V10BB02,ES,7,84.0,M 5,10.3,6.3,7.8,186.0
NISSAN,ALMERA TINO 2.0L CVT,MJN9516MS327,9516MS327,9516M327,V10CC01,ES,9,100.0,V 0,12.9,7.2,9.3,223.0
NISSAN,ALMERA 3P 1.5dCi,MJN5111EP612,5111EP612,5111E612,N16QQ01,GO,5,60.0,M 5,6.0,4.1,4.8,127.0
NISSAN,ALMERA 3P 1.5dCi,MJN5111EP613,5111EP613,5111E613,N16QQ02,GO,5,60.0,M 5,6.0,4.1,4.8,127.0
NISSAN,ALMERA 4P 1.5dCi,MJN5112EN609,5112EN609,5112E609,N16MM01,GO,5,60.0,M 5,6.0,4.1,4.8,127.0
NISSAN,ALMERA 4P 1.5dCi,MJN5112EP610,5112EP610,5112E610,N16MM02,GO,5,60.0,M 5,6.0,4.1,4.8,127.0
NISSAN,ALMERA 5P 1.5dCi,MJN5112ET615,5112ET615,5112E615,N16TT01,GO,5,60.0,M 5,6.0,4.1,4.8,127.0
NISSAN,ALMERA 5P 1.5dCi,MJN5112EU616,5112EU616,5112E616,N16TT02,GO,5,60.0,M 5,6.0,4.1,4.8,127.0
NISSAN,ALMERA 3P 2.2VDi,MJN5411E6406,5411E6406,5411E406,N16FF01,GO,7,81.0,M 5,7.9,4.7,5.9,157.0
NISSAN,ALMERA 3P 2.2VDi,MJN5411E7407,5411E7407,5411E407,N16FF02,GO,7,81.0,M 5,7.9,4.7,5.9,157.0
NISSAN,ALMERA 4P 2.2VDi,MJN5412E3595,5412E3595,5412E595,N16CC21,GO,7,81.0,M 5,7.9,4.7,5.9,157.0
NISSAN,ALMERA 4P 2.2VDi,MJN5412E4596,5412E4596,5412E596,N16CC22,GO,7,81.0,M 5,7.9,4.7,5.9,157.0
NISSAN,ALMERA 5P 2.2VDi,MJN5412EU428,5412EU428,5412E428,N16JJ01,GO,7,81.0,M 5,7.9,4.7,5.9,157.0
NISSAN,ALMERA 5P 2.2VDi,MJN5412EV429,5412EV429,5412E429,N16JJ02,GO,7,81.0,M 5,7.9,4.7,5.9,157.0
NISSAN,ALMERA TINO 2.2VDi,MJN5416M7328,5416M7328,5416M328,V10DD01,GO,7,84.0,M 5,8.3,5.3,6.4,168.0
NISSAN,INTERSTAR Combi L1H1 2.8t 8PL 1.9dCi (82ch),MJN5113PD525,5113PD525,5113P525,JDSPD5,GO,7,60.0,M 5,9.9,6.9,8.0,213.0
NISSAN,INTERSTAR Combi L1H1 2.8t 8PL 2.2dCi (90ch),MJN5213PB513,5213PB513,5213P513,JDSND5,GO,7,66.0,M 5,10.7,7.5,8.7,231.0
NISSAN,INTERSTAR Combi L1H1 2.8t 9PL 1.9dCi (82ch),MJN5113PS479,5113PS479,5113P479,JDAPD5,GO,7,60.0,M 5,9.9,6.9,8.0,213.0
NISSAN,INTERSTAR Combi L1H1 2.8t 9PL 2.2dCi (90ch),MJN5213PM463,5213PM463,5213P463,JDAND5,GO,7,66.0,M 5,10.7,7.5,8.7,231.0
NISSAN,INTERSTAR Combi L2H2 2.8t 8PL 2.2dCi (90ch),MJN5213PC514,5213PC514,5213P514,JDSNH5,GO,7,66.0,M 5,10.7,7.5,8.7,231.0
NISSAN,INTERSTAR Combi L2H2 2.8t 9PL 2.2dCi (90ch),MJN5213PN464,5213PN464,5213P464,JDANH5,GO,7,66.0,M 5,10.7,7.5,8.7,231.0
NISSAN,INTERSTAR Combi L2H2 3.5t 8PL 2.2dCi (90ch),MJN5213PF517,5213PF517,5213P517,JDTNH5,GO,7,66.0,M 5,10.7,7.5,8.7,231.0
NISSAN,INTERSTAR Combi L2H2 3.5t 9PL 2.2dCi (90ch),MJN5213PQ467,5213PQ467,5213P467,JDCNH5,GO,7,66.0,M 5,10.7,7.5,8.7,231.0
NISSAN,INTERSTAR Minibus L1H1 8PL 2.2dCi (90ch),MJN5213PY475,5213PY475,5213P475,JDKND5,GO,8,66.0,M 5,11.2,7.8,9.0,240.0
NISSAN,INTERSTAR Minibus L1H1 9PL 2.2dCi (90ch),MJN5213P0477,5213P0477,5213P477,JDNND5,GO,8,66.0,M 5,11.2,7.8,9.0,240.0
NISSAN,INTERSTAR Combi L1H1 2.8t 8PL 2.5dCi (130ch),MJN5413PX515,5413PX515,5413P515,JDSMD5,GO,9,84.0,M 5,10.7,7.9,8.9,237.0
NISSAN,INTERSTAR Combi L1H1 2.8t 9PL 2.5dCi (130ch),MJN5413P8465,5413P8465,5413P465,JDAMD5,GO,9,84.0,M 5,10.7,7.9,8.9,237.0
NISSAN,INTERSTAR Combi L2H2 2.8t 8PL 2.5dCi (130ch),MJN5413PY516,5413PY516,5413P516,JDSMH5,GO,9,84.0,M 5,10.7,7.9,8.9,237.0
NISSAN,INTERSTAR Combi L2H2 2.8t 9PL 2.5dCi (130ch),MJN5413P9466,5413P9466,5413P466,JDAMH5,GO,9,84.0,M 5,10.7,7.9,8.9,237.0
NISSAN,INTERSTAR Combi L2H2 3.5t 8PL 2.5dCi (130ch),MJN5413P0518,5413P0518,5413P518,JDTMH5,GO,9,84.0,M 5,10.7,7.9,8.9,237.0
NISSAN,INTERSTAR Combi L2H2 3.5t 9PL 2.5dCi (130ch),MJN5413PB468,5413PB468,5413P468,JDCMH5,GO,9,84.0,M 5,10.7,7.9,8.9,237.0
NISSAN,INTERSTAR Minibus L1H1 8PL 2.5dCi (130ch),MJN5413PJ476,5413PJ476,5413P476,JDKMD5,GO,9,84.0,M 5,11.1,8.2,9.2,246.0
NISSAN,INTERSTAR Minibus L1H1 9PL 2.5dCi (130ch),MJN5413PL478,5413PL478,5413P478,JDNMD5,GO,9,84.0,M 5,11.1,8.2,9.2,246.0
NISSAN,MAXIMA 2.0L,MJN1612C5591,1612C5591,1612C591,A33AA01,ES,9,103.0,M 5,12.3,7.3,9.2,220.0
NISSAN,MAXIMA 2.0L BVA,MJN3612CC592,3612CC592,3612C592,A33AA02,ES,10,103.0,A 4,13.5,7.5,9.7,232.0
NISSAN,MAXIMA 3.0L,MJN1812CR593,1812CR593,1812C593,A33BB01,ES,13,147.0,M 5,13.1,7.4,9.5,228.0
NISSAN,MAXIMA 3.0L BVA,MJN3812CY594,3812CY594,3812C594,A33BB02,ES,14,147.0,A 4,15.1,7.8,10.5,252.0
NISSAN,MICRA 3P 1.0L,MJN1011DH204,1011DH204,1011D204,K11AA01,ES,4,44.0,M 5,7.1,5.1,5.8,142.0
NISSAN,MICRA 3P 1.0L,MJN1011DJ206,1011DJ206,1011D206,K11AA03,ES,4,44.0,M 5,7.4,5.2,6.0,149.0
NISSAN,MICRA 3P 1.0L,MJN1011DL208,1011DL208,1011D208,K11AA05,ES,4,44.0,M 5,7.1,5.1,5.8,142.0
NISSAN,MICRA 3P 1.0L,MJN1011DN210,1011DN210,1011D210,K11AA07,ES,4,44.0,M 5,7.4,5.2,6.0,149.0
NISSAN,MICRA 3P 1.0L,MJN1011DP212,1011DP212,1011D212,K11AA09,ES,4,44.0,M 5,7.1,5.1,5.8,142.0
NISSAN,MICRA 3P 1.0L,MJN1011DR214,1011DR214,1011D214,K11AA11,ES,4,44.0,M 5,7.4,5.2,6.0,149.0
NISSAN,MICRA 3P 1.0L N-CVT,MJN9011D6205,9011D6205,9011D205,K11AA02,ES,4,44.0,V 0,7.5,5.0,5.9,145.0
NISSAN,MICRA 3P 1.0L N-CVT,MJN9011D8207,9011D8207,9011D207,K11AA04,ES,4,44.0,V 0,8.0,5.0,6.1,149.0
NISSAN,MICRA 3P 1.0L N-CVT,MJN9011DA209,9011DA209,9011D209,K11AA06,ES,4,44.0,V 0,7.5,5.0,5.9,145.0
NISSAN,MICRA 3P 1.0L N-CVT,MJN9011DC211,9011DC211,9011D211,K11AA08,ES,4,44.0,V 0,8.0,5.0,6.1,149.0
NISSAN,MICRA 3P 1.0L N-CVT,MJN9011DE213,9011DE213,9011D213,K11AA10,ES,4,44.0,V 0,7.5,5.0,5.9,145.0
NISSAN,MICRA 3P 1.0L N-CVT,MJN9011DG215,9011DG215,9011D215,K11AA12,ES,4,44.0,V 0,8.0,5.0,6.1,149.0
NISSAN,MICRA 5P 1.0L,MJN1012DW217,1012DW217,1012D217,K11BB01,ES,4,44.0,M 5,7.1,5.1,5.8,142.0
NISSAN,MICRA 5P 1.0L,MJN1012DY219,1012DY219,1012D219,K11BB03,ES,4,44.0,M 5,7.4,5.2,6.0,149.0
NISSAN,MICRA 5P 1.0L,MJN1012D0221,1012D0221,1012D221,K11BB05,ES,4,44.0,M 5,7.1,5.1,5.8,142.0
NISSAN,MICRA 5P 1.0L,MJN1012D2223,1012D2223,1012D223,K11BB07,ES,4,44.0,M 5,7.4,5.2,6.0,149.0
NISSAN,MICRA 5P 1.0L,MJN1012D4225,1012D4225,1012D225,K11BB09,ES,4,44.0,M 5,7.1,5.1,5.8,142.0
NISSAN,MICRA 5P 1.0L,MJN1012D6227,1012D6227,1012D227,K11BB11,ES,4,44.0,M 5,7.4,5.2,6.0,149.0
NISSAN,MICRA 5P 1.0L N-CVT,MJN9012DL218,9012DL218,9012D218,K11BB02,ES,4,44.0,V 0,7.5,5.0,5.9,145.0
NISSAN,MICRA 5P 1.0L N-CVT,MJN9012DN220,9012DN220,9012D220,K11BB04,ES,4,44.0,V 0,8.0,5.0,6.1,149.0
NISSAN,MICRA 5P 1.0L N-CVT,MJN9012DP222,9012DP222,9012D222,K11BB06,ES,4,44.0,V 0,7.5,5.0,5.9,145.0
NISSAN,MICRA 5P 1.0L N-CVT,MJN9012DR224,9012DR224,9012D224,K11BB08,ES,4,44.0,V 0,8.0,5.0,6.1,149.0
NISSAN,MICRA 5P 1.0L N-CVT,MJN9012DT226,9012DT226,9012D226,K11BB10,ES,4,44.0,V 0,7.5,5.0,5.9,145.0
NISSAN,MICRA 5P 1.0L N-CVT,MJN9012DV228,9012DV228,9012D228,K11BB12,ES,4,44.0,V 0,8.0,5.0,6.1,149.0
NISSAN,MICRA 3P 1.4L,MJN1111DG229,1111DG229,1111D229,K11CC05,ES,5,60.0,M 5,7.7,5.2,6.1,147.0
NISSAN,MICRA 3P 1.4L,MJN1111DJ231,1111DJ231,1111D231,K11CC07,ES,5,60.0,M 5,7.7,5.2,6.1,147.0
NISSAN,MICRA 3P 1.4L N-CVT,MJN9111D5230,9111D5230,9111D230,K11CC06,ES,5,60.0,V 0,8.5,5.2,6.4,155.0
NISSAN,MICRA 3P 1.4L N-CVT,MJN9111D7232,9111D7232,9111D232,K11CC08,ES,5,60.0,V 0,8.5,5.2,6.4,155.0
NISSAN,MICRA 5P 1.4L,MJN1112DM233,1112DM233,1112D233,K11DD05,ES,5,60.0,M 5,7.7,5.2,6.1,147.0
NISSAN,MICRA 5P 1.4L,MJN1112DP235,1112DP235,1112D235,K11DD07,ES,5,60.0,M 5,7.7,5.2,6.1,147.0
NISSAN,MICRA 5P 1.4L N-CVT,MJN9112DB234,9112DB234,9112D234,K11DD06,ES,5,60.0,V 0,8.5,5.2,6.4,155.0
NISSAN,MICRA 5P 1.4L N-CVT,MJN9112DD236,9112DD236,9112D236,K11DD08,ES,5,60.0,V 0,8.5,5.2,6.4,155.0
NISSAN,MICRA 3P 1.5D,MJN5011DR238,5011DR238,5011D238,K11EE02,GO,4,42.0,M 5,6.8,4.3,5.2,140.0
NISSAN,MICRA 3P 1.5D,MJN5011DS239,5011DS239,5011D239,K11EE05,GO,4,42.0,M 5,6.4,4.2,5.0,133.0
NISSAN,MICRA 3P 1.5D,MJN5011DT240,5011DT240,5011D240,K11EE06,GO,4,42.0,M 5,6.8,4.3,5.2,140.0
NISSAN,MICRA 3P 1.5D,MJN5011DU241,5011DU241,5011D241,K11EE07,GO,4,42.0,M 5,6.4,4.2,5.0,133.0
NISSAN,MICRA 3P 1.5D,MJN5011DV242,5011DV242,5011D242,K11EE08,GO,4,42.0,M 5,6.8,4.3,5.2,140.0
NISSAN,MICRA 3P 1.5L,MJN5011DQ237,5011DQ237,5011D237,K11EE01,GO,4,42.0,M 5,6.4,4.2,5.0,133.0
NISSAN,MICRA 5P 1.5D,MJN5012DY243,5012DY243,5012D243,K11FF01,GO,4,42.0,M 5,6.4,4.2,5.0,133.0
NISSAN,MICRA 5P 1.5D,MJN5012DZ244,5012DZ244,5012D244,K11FF02,GO,4,42.0,M 5,6.8,4.3,5.2,140.0
NISSAN,MICRA 5P 1.5D,MJN5012D0245,5012D0245,5012D245,K11FF05,GO,4,42.0,M 5,6.4,4.2,5.0,133.0
NISSAN,MICRA 5P 1.5D,MJN5012D1246,5012D1246,5012D246,K11FF06,GO,4,42.0,M 5,6.8,4.3,5.2,140.0
NISSAN,MICRA 5P 1.5D,MJN5012D2247,5012D2247,5012D247,K11FF07,GO,4,42.0,M 5,6.4,4.2,5.0,133.0
NISSAN,MICRA 5P 1.5D,MJN5012D3248,5012D3248,5012D248,K11FF08,GO,4,42.0,M 5,6.8,4.3,5.2,140.0
NISSAN,PATROL GR COURT 3.0L Di,MJN6714LT455,6714LT455,6714L455,Y61FF03,GO,12,116.0,M 5,14.3,8.8,10.8,288.0
NISSAN,PATROL GR COURT 3.0L Di,MJN6714LU456,6714LU456,6714L456,Y61FF04,GO,12,116.0,M 5,14.3,8.8,10.8,288.0
NISSAN,PATROL GR COURT 3.0L Di BVA,MJN8714L1457,8714L1457,8714L457,Y61FF05,GO,12,116.0,A 4,13.9,9.0,10.8,287.0
NISSAN,PATROL GR COURT 3.0L Di BVA,MJN8714L2458,8714L2458,8714L458,Y61FF06,GO,12,116.0,A 4,13.9,9.0,10.8,287.0
NISSAN,PATROL GR LONG 3.0L Di,MJN6714LF441,6714LF441,6714L441,Y61EE05,GO,12,116.0,M 5,14.3,8.8,10.8,288.0
NISSAN,PATROL GR LONG 3.0L Di,MJN6714LG442,6714LG442,6714L442,Y61EE06,GO,12,116.0,M 5,14.3,8.8,10.8,288.0
NISSAN,PATROL GR LONG 3.0L Di,MJN6714LH443,6714LH443,6714L443,Y61EE07,GO,12,116.0,M 5,14.3,8.8,10.8,288.0
NISSAN,PATROL GR LONG 3.0L Di,MJN6714LJ444,6714LJ444,6714L444,Y61EE08,GO,12,116.0,M 5,14.3,8.8,10.8,288.0
NISSAN,PATROL GR LONG 3.0L Di BVA,MJN8714LT449,8714LT449,8714L449,Y61EE13,GO,12,116.0,A 4,13.9,9.0,10.8,287.0
NISSAN,PATROL GR LONG 3.0L Di BVA,MJN8714LU450,8714LU450,8714L450,Y61EE14,GO,12,116.0,A 4,13.9,9.0,10.8,287.0
NISSAN,PATROL GR LONG 3.0L Di BVA,MJN8714LV451,8714LV451,8714L451,Y61EE15,GO,12,116.0,A 4,13.9,9.0,10.8,287.0
NISSAN,PATROL GR LONG 3.0L Di BVA,MJN8714LW452,8714LW452,8714L452,Y61EE16,GO,12,116.0,A 4,13.9,9.0,10.8,287.0
NISSAN,PRIMASTAR Combi L1H1 1.0t 9PL 1.9dCi (100ch),MJN1413QT619,1413QT619,1413Q619,J4BAA6,ES,9,87.5,M 6,12.8,8.5,10.1,241.0
NISSAN,PRIMASTAR Combi L1H1 1.0t 9PL 1.9dCi (100ch),MJN1413QK549,1413QK549,1413Q549,J4BAB6,ES,9,87.5,M 6,12.9,8.6,10.2,244.0
NISSAN,PRIMASTAR Combi L1H1 1.0t 9PL 2.0L 16v (120ch),MJN1413QS618,1413QS618,1413Q618,J4AAA6,ES,9,87.5,M 6,12.8,8.5,10.1,241.0
NISSAN,PRIMASTAR Combi L2H1 1.2t 6PL 2.0L 16v (120ch),MJN1413QU620,1413QU620,1413Q620,J4EAB6,ES,9,87.5,M 6,12.8,8.5,10.1,241.0
NISSAN,PRIMASTAR Combi L1H1 1.0t 9PL 1.9dCi (100ch),MJN5113QJ529,5113QJ529,5113Q529,J4BBA5,GO,6,60.0,M 5,9.3,6.8,7.7,205.0
NISSAN,PRIMASTAR Combi L1H1 1.0t 9PL 1.9dCi (82ch),MJN5113QG527,5113QG527,5113Q527,J4ABA5,GO,6,60.0,M 5,9.3,6.8,7.7,205.0
