marque,modele_version,cnit,mine,energie,puissance_fiscale,puissance_reelle,bv,urb,ex-urb,mixte,co2,immat
MERCEDES-BENZ,NOUVELLE E 200 CDI BERLINE BOITE SEQUENTRONIC,MMB54G2CJ689,211U00DF0CFAAA513,GO,8,90.0,M 6,8.3,5.5,6.5,173.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 200 CDI BERLINE BVA,MMB74G2CQ695,211U00DF0TDAAA501,GO,7,90.0,A 5,8.6,5.1,6.4,168.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 200 CDI BERLINE BVA,MMB74G2CR696,211U00DF0TDAAA502,GO,8,90.0,A 5,9.1,5.4,6.7,178.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 200 CDI BERLINE BVA,MMB74G2CS697,211U00DF0TDAAA511,GO,7,90.0,A 5,8.6,5.1,6.4,168.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 200 CDI BERLINE BVA,MMB74G2CT698,211U00DF0TDAAA512,GO,8,90.0,A 5,9.1,5.4,6.7,178.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 200 CDI BERLINE BVA,MMB74G2CU699,211U00DF0TDAAA513,GO,8,90.0,A 5,9.2,5.6,6.9,183.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 200 K BERLINE,MMB17G2CZ743,211U042F0LCAAA501,ES,10,120.0,M 6,11.6,6.1,8.4,202.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 200 K BERLINE,MMB17G2C0744,211U042F0LCAAA502,ES,10,120.0,M 6,11.9,6.3,8.6,206.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 200 K BERLINE,MMB17G2C1745,211U042F0LCAAA511,ES,10,120.0,M 6,11.6,6.1,8.4,202.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 200 K BERLINE,MMB17G2C2746,211U042F0LCAAA512,ES,10,120.0,M 6,11.9,6.3,8.6,206.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 200 K BERLINE,MMB17G2C3747,211U042F0LCAAA513,ES,11,120.0,M 6,12.8,6.8,9.0,216.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 200 K BERLINE BOITE SEQUENTRONIC,MMB17G2CU738,211U042F0ACAAA501,ES,10,120.0,M 6,11.6,6.5,8.3,200.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 200 K BERLINE BOITE SEQUENTRONIC,MMB17G2CV739,211U042F0ACAAA502,ES,10,120.0,M 6,11.7,6.5,8.5,204.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 200 K BERLINE BOITE SEQUENTRONIC,MMB17G2CW740,211U042F0ACAAA511,ES,10,120.0,M 6,11.6,6.5,8.3,200.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 200 K BERLINE BOITE SEQUENTRONIC,MMB17G2CX741,211U042F0ACAAA512,ES,10,120.0,M 6,11.7,6.5,8.5,204.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 200 K BERLINE BOITE SEQUENTRONIC,MMB17G2CY742,211U042F0ACAAA513,ES,10,120.0,M 6,11.9,6.7,8.6,210.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 200 K BERLINE BVA,MMB37G2C6748,211U042F0TBAAA501,ES,10,120.0,A 5,12.8,6.4,8.7,209.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 200 K BERLINE BVA,MMB37G2C7749,211U042F0TBAAA502,ES,11,120.0,A 5,13.0,6.5,8.9,214.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 200 K BERLINE BVA,MMB37G2C8750,211U042F0TBAAA511,ES,10,120.0,A 5,12.8,6.4,8.7,209.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 200 K BERLINE BVA,MMB37G2C9751,211U042F0TBAAA512,ES,11,120.0,A 5,13.0,6.5,8.9,214.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 200 K BERLINE BVA,MMB37G2CA752,211U042F0TBAAA513,ES,11,120.0,A 5,13.1,6.9,9.1,220.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 200 K BREAK,MMB17H4CN471,211KU242F0LHAAA500,ES,11,120.0,M 6,12.9,6.8,9.1,218.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 200 K BREAK,MMB17H4CP472,211KU242F0LHAAA511,ES,11,120.0,M 6,12.9,6.8,9.1,218.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 200 K BREAK,MMB17H4CP473,211KU242F0LHAAA512,ES,11,120.0,M 6,13.0,7.0,9.3,223.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 200 K BREAK BOITE SEQUENTRONIC,MMB17H4CK468,211KU242F0AHAAA500,ES,11,120.0,M 6,12.7,6.6,8.9,214.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 200 K BREAK BOITE SEQUENTRONIC,MMB17H4CL469,211KU242F0AHAAA511,ES,11,120.0,M 6,12.7,6.6,8.9,214.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 200 K BREAK BOITE SEQUENTRONIC,MMB17H4CM470,211KU242F0AHAAA512,ES,11,120.0,M 6,12.8,6.9,9.1,218.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 200 K BREAK BVA,MMB37H4CS474,211KU242F0TAAAA500,ES,11,120.0,A 5,13.3,7.0,9.4,225.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 200 K BREAK BVA,MMB37H4CT475,211KU242F0TAAAA511,ES,11,120.0,A 5,13.3,7.0,9.4,225.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 200 K BREAK BVA,MMB37H4CU476,211KU242F0TAAAA512,ES,11,120.0,A 5,13.4,7.4,9.6,230.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 220 CDI BERLINE,MMB56G2CA291,211U00CF0KFAAA500,GO,9,110.0,M 6,8.8,5.0,6.3,167.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 220 CDI BERLINE,MMB56G2CF720,211U00CF0KFAAA501,GO,9,110.0,M 6,8.5,4.8,6.1,162.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 220 CDI BERLINE,MMB56G2CG721,211U00CF0KFAAA502,GO,9,110.0,M 6,8.7,4.9,6.3,167.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 220 CDI BERLINE,MMB56G2CH722,211U00CF0KFAAA511,GO,9,110.0,M 6,8.5,4.8,6.1,162.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 220 CDI BERLINE,MMB56G2CJ723,211U00CF0KFAAA512,GO,9,110.0,M 6,8.7,4.9,6.3,167.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 220 CDI BERLINE,MMB56G2CJ724,211U00CF0KFAAA513,GO,9,110.0,M 6,8.9,5.2,6.6,175.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 220 CDI BERLINE BOITE SEQUENTRONIC,MMB56G2CX289,211U00CF0BFAAA500,GO,9,110.0,M 6,8.6,5.1,6.3,167.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 220 CDI BERLINE BOITE SEQUENTRONIC,MMB56G2CA715,211U00CF0BFAAA501,GO,9,110.0,M 6,7.8,4.9,5.9,157.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 220 CDI BERLINE BOITE SEQUENTRONIC,MMB56G2CB716,211U00CF0BFAAA502,GO,9,110.0,M 6,8.0,5.0,6.1,162.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 220 CDI BERLINE BOITE SEQUENTRONIC,MMB56G2CC717,211U00CF0BFAAA511,GO,9,110.0,M 6,7.8,4.9,5.9,157.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 220 CDI BERLINE BOITE SEQUENTRONIC,MMB56G2CD718,211U00CF0BFAAA512,GO,9,110.0,M 6,8.0,5.0,6.1,162.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 220 CDI BERLINE BOITE SEQUENTRONIC,MMB56G2CE719,211U00CF0BFAAA513,GO,9,110.0,M 6,8.3,5.3,6.4,170.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 220 CDI BERLINE BVA,MMB76G2CE293,211U00CF0TDAAA500,GO,9,110.0,A 5,9.1,5.3,6.7,177.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 220 CDI BERLINE BVA,MMB76G2CF294,211U00CF0TDAAA510,GO,9,110.0,A 5,9.1,5.3,6.7,177.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 220 CDI BREAK,MMB56H4CN432,211KU20CF0KDAAA500,GO,9,110.0,M 6,9.6,5.3,6.9,183.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 220 CDI BREAK,MMB56H4CP433,211KU20CF0KDAAA511,GO,9,110.0,M 6,9.6,5.3,6.9,183.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 220 CDI BREAK,MMB56H4CP434,211KU20CF0KDAAA512,GO,9,110.0,M 6,9.7,5.7,7.2,191.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 220 CDI BREAK BOITE SEQUENTRONIC,MMB56H4CK429,211KU20CF0BDAAA500,GO,9,110.0,M 6,8.8,5.3,6.6,173.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 220 CDI BREAK BOITE SEQUENTRONIC,MMB56H4CL430,211KU20CF0BDAAA511,GO,9,110.0,M 6,8.8,5.3,6.6,173.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 220 CDI BREAK BOITE SEQUENTRONIC,MMB56H4CM431,211KU20CF0BDAAA512,GO,9,110.0,M 6,9.0,5.6,6.9,183.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 220 CDI BREAK BVA,MMB76H4CS435,211KU20CF0TDAAA500,GO,9,110.0,A 5,9.6,5.6,7.1,188.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 220 CDI BREAK BVA,MMB76H4CT436,211KU20CF0TDAAA511,GO,9,110.0,A 5,9.6,5.6,7.1,188.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 220 CDI BREAK BVA,MMB76H4CU437,211KU20CF0TDAAA512,GO,9,110.0,A 5,9.8,5.9,7.3,194.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 240 BERLINE,MMB17G2CT773,211U062F0LBAAA501,ES,12,130.0,M 6,15.4,7.4,10.5,252.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 240 BERLINE,MMB17G2CV315,211U062F0LBAAA501,ES,12,130.0,M 6,15.5,7.6,10.5,252.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 240 BERLINE,MMB17G2CU774,211U062F0LBAAA502,ES,12,130.0,M 6,15.9,7.6,10.8,259.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 240 BERLINE,MMB17G2CV775,211U062F0LBAAA511,ES,12,130.0,M 6,15.4,7.4,10.5,252.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 240 BERLINE,MMB17G2C7776,211U062F0LBAAA512,ES,12,130.0,M 6,15.9,7.6,10.8,259.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 240 BERLINE,MMB17G2C8777,211U062F0LBAAA513,ES,12,130.0,M 6,16.0,7.8,10.9,262.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 240 BERLINE BOITE SEQUENTRONIC,MMB17G2CT313,211U062F0ABAAA500,ES,12,130.0,M 6,15.9,7.7,10.7,257.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 240 BERLINE BOITE SEQUENTRONIC,MMB17G2CP768,211U062F0ABAAA501,ES,12,130.0,M 6,14.4,7.1,10.1,242.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 240 BERLINE BOITE SEQUENTRONIC,MMB17G2CP769,211U062F0ABAAA502,ES,12,130.0,M 6,14.7,7.4,10.4,250.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 240 BERLINE BOITE SEQUENTRONIC,MMB17G2CQ770,211U062F0ABAAA511,ES,12,130.0,M 6,14.4,7.1,10.1,242.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 240 BERLINE BOITE SEQUENTRONIC,MMB17G2CR771,211U062F0ABAAA512,ES,12,130.0,M 6,14.7,7.4,10.4,250.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 240 BERLINE BOITE SEQUENTRONIC,MMB17G2CS772,211U062F0ABAAA513,ES,12,130.0,M 6,15.1,7.4,10.5,252.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 240 BERLINE BVA,MMB37G2C1319,211U062F0TAAAA500,ES,12,130.0,A 5,14.8,7.8,10.3,247.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 240 BERLINE BVA,MMB37G2CB778,211U062F0TAAAA501,ES,12,130.0,A 5,14.7,7.1,9.9,238.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 240 BERLINE BVA,MMB37G2CC779,211U062F0TAAAA502,ES,12,130.0,A 5,15.2,7.6,10.4,250.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 240 BERLINE BVA,MMB37G2CD780,211U062F0TAAAA511,ES,12,130.0,A 5,14.7,7.1,9.9,238.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 240 BERLINE BVA,MMB37G2CE781,211U062F0TAAAA512,ES,12,130.0,A 5,15.2,7.6,10.4,250.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 240 BERLINE BVA,MMB37G2CF782,211U062F0TAAAA513,ES,12,130.0,A 5,15.9,7.9,10.9,262.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 240 BREAK,MMB17H4CG489,211KU262F0LAAAA500,ES,13,130.0,M 6,16.5,8.3,11.4,274.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 240 BREAK,MMB17H4CH490,211KU262F0LAAAA511,ES,13,130.0,M 6,16.5,8.3,11.4,274.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 240 BREAK,MMB17H4CJ491,211KU262F0LAAAA512,ES,13,130.0,M 6,16.6,8.6,11.6,278.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 240 BREAK BOITE SEQUENTRONIC,MMB17H4CD486,211KU262F0AAAAA500,ES,12,130.0,M 6,15.9,7.9,10.9,262.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 240 BREAK BOITE SEQUENTRONIC,MMB17H4CE487,211KU262F0AAAAA511,ES,12,130.0,M 6,15.9,7.9,10.9,262.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 240 BREAK BOITE SEQUENTRONIC,MMB17H4CF488,211KU262F0AAAAA512,ES,13,130.0,M 6,16.0,8.2,11.1,266.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 240 BREAK BVA,MMB37H4CL492,211KU262F0TAAAA500,ES,12,130.0,A 5,15.9,8.0,10.9,262.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 240 BREAK BVA,MMB37H4CM493,211KU262F0TAAAA511,ES,12,130.0,A 5,15.9,8.0,10.9,262.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 240 BREAK BVA,MMB37H4CN494,211KU262F0TAAAA512,ES,13,130.0,A 5,16.0,8.3,11.1,266.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 270 CDI BERLINE,MMB57G2CN303,211U016F0KGAAA500,GO,10,130.0,M 6,9.1,5.1,6.5,172.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 270 CDI BERLINE,MMB57G2CP304,211U016F0KGAAA510,GO,10,130.0,M 6,9.1,5.1,6.5,172.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 270 CDI BERLINE BOITE SEQUENTRONIC,MMB57G2CL301,211U016F0BGAAA500,GO,10,130.0,M 6,8.5,5.1,6.3,167.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 270 CDI BERLINE BOITE SEQUENTRONIC,MMB57G2CM302,211U016F0BGAAA510,GO,10,130.0,M 6,8.5,5.1,6.3,167.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 270 CDI BERLINE BVA,MMB77G2CR305,211U016F0SFAAA500,GO,11,130.0,A 5,9.8,5.3,6.8,180.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 270 CDI BERLINE BVA,MMB77G2CS306,211U016F0SFAAA510,GO,11,130.0,A 5,9.8,5.3,6.8,180.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 270 CDI BREAK,MMB57H4C6450,211KU216F0KFAAA500,GO,11,130.0,M 6,9.7,5.5,7.1,188.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 270 CDI BREAK,MMB57H4C7451,211KU216F0KFAAA511,GO,11,130.0,M 6,9.7,5.5,7.1,188.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 270 CDI BREAK,MMB57H4C8452,211KU216F0KFAAA512,GO,11,130.0,M 6,10.0,5.8,7.4,196.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 270 CDI BREAK BOITE SEQUENTRONIC,MMB57H4C3447,211KU216F0BFAAA500,GO,11,130.0,M 6,9.1,5.5,6.8,180.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 270 CDI BREAK BOITE SEQUENTRONIC,MMB57H4C4448,211KU216F0BFAAA511,GO,11,130.0,M 6,9.1,5.5,6.8,180.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 270 CDI BREAK BOITE SEQUENTRONIC,MMB57H4C5449,211KU216F0BFAAA512,GO,11,130.0,M 6,9.3,5.8,7.1,189.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 270 CDI BREAK BVA,MMB77H4CB453,211KU216F0SEAAA500,GO,11,130.0,A 5,10.0,5.6,7.2,193.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 270 CDI BREAK BVA,MMB77H4CC454,211KU216F0SEAAA511,GO,11,130.0,A 5,10.0,5.6,7.2,193.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 270 CDI BREAK BVA,MMB77H4CD455,211KU216F0SEAAA512,GO,11,130.0,A 5,10.5,6.0,7.6,202.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 320 BERLINE BVA,MMB39G2CT345,211U065F0TCAAA500,ES,15,165.0,A 5,14.4,7.5,9.9,238.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 320 BERLINE BVA,MMB39G2CU346,211U065F0TCAAA510,ES,15,165.0,A 5,14.4,7.5,9.9,238.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 320 BREAK BVA,MMB39H4CH522,211KU265F0TCAAA500,ES,15,165.0,A 5,15.7,7.6,10.6,254.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 320 BREAK BVA,MMB39H4CJ523,211KU265F0TCAAA511,ES,15,165.0,A 5,15.7,7.6,10.8,254.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 320 BREAK BVA,MMB39H4CJ524,211KU265F0TCAAA512,ES,15,165.0,A 5,15.8,7.9,10.8,258.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 320 CDI BERLINE BVA,MMB78G2CY735,211U026F0SGAAA500,GO,12,150.0,A 5,9.4,5.4,6.9,183.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 320 CDI BERLINE BVA,MMB78G2CZ736,211U026F0SGAAA511,GO,12,150.0,A 5,9.4,5.4,6.9,183.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 320 CDI BERLINE BVA,MMB78G2C0737,211U026F0SGAAA512,GO,13,150.0,A 5,9.9,5.9,7.3,194.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 320 CDI BREAK BVA,MMB78H4CP465,211KU226F0SFAAA500,GO,13,150.0,A 5,10.1,5.7,7.3,194.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 320 CDI BREAK BVA,MMB78H4CP466,211KU226F0SFAAA511,GO,13,150.0,A 5,10.1,5.7,7.3,194.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 320 CDI BREAK BVA,MMB78H4CQ467,211KU226F0SFAAA512,GO,13,150.0,A 5,10.2,6.2,7.6,201.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 400 CDI BERLINE,MMB79J2CJ486,211U0D1F0SGAAA500,GO,18,191.0,A 5,13.5,7.1,9.4,247.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 500 BERLINE BVA,MMB39G2CX349,211U075F0SEAAA500,ES,22,225.0,A 5,16.9,8.4,11.5,276.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 55 AMG BERLINE,MMB39G2CR828,211U07FF0SFAAA500,ES,39,350.0,A 5,19.1,9.3,12.9,310.0,2003-03-01
MERCEDES-BENZ,NOUVELLE E 55 AMG BERLINE,MMB39J2CG487,211U07FF0SFAAA500,ES,39,350.0,A 5,19.1,9.3,12.9,310.0,2003-03-01
MERCEDES-BENZ,S 320 CDI BERLINE BVA,MMB78G2KJ421,220N026F0SDBBA500,GO,13,150.0,A 5,11.0,5.8,7.7,204.0,2003-03-01
MERCEDES-BENZ,S 320 CDI LIMOUSINE BVA,MMB78G2KL423,220N126F0SDBBAA00,GO,13,150.0,A 5,11.0,5.8,7.7,204.0,2003-03-01
MERCEDES-BENZ,S 350 BERLINE BVA,MMB39G2KF359,220N067F0SBAAA500,ES,17,180.0,A 5,16.4,8.1,11.1,266.0,2003-03-01
MERCEDES-BENZ,S 350 LIMOUSINE 4 MATIC,MMB49H2KW532,220N167F1SAAAAA00,ES,17,180.0,A 5,17.4,8.8,11.9,287.0,2003-03-01
MERCEDES-BENZ,S 350 LIMOUSINE 4 MATIC,MMB49H2KX533,220N167F1SAAAAA10,ES,17,180.0,A 5,17.4,8.8,11.9,287.0,2003-03-01
MERCEDES-BENZ,S 350 LIMOUSINE BVA,MMB39G2KJ363,220N167F0SBAAAA00,ES,17,180.0,A 5,16.4,8.1,11.1,266.0,2003-03-01
MERCEDES-BENZ,S 400 CDI BERLINE BVA,MMB79G2KP425,220N0D1F0SGCCA500,GO,17,184.0,A 5,14.2,7.0,9.6,253.0,2003-03-01
MERCEDES-BENZ,S 400 CDI LIMOUSINE BVA,MMB79G2KQ427,220N1D1F0SGCCAA00,GO,17,184.0,A 5,14.2,7.0,9.6,253.0,2003-03-01
MERCEDES-BENZ,S 430 BERLINE BVA,MMB39G2KN367,220N070F0SCCCA500,ES,20,205.0,A 5,17.1,8.3,11.5,276.0,2003-03-01
MERCEDES-BENZ,S 430 BERLINE BVA 4 MATIC,MMB49G2KW375,220N070F1SBAAA500,ES,20,205.0,A 5,18.3,9.2,12.5,299.0,2003-03-01
MERCEDES-BENZ,S 430 BERLINE BVA 4 MATIC,MMB49G2KX376,220N070F1SBAAA510,ES,20,205.0,A 5,18.3,9.2,12.5,299.0,2003-03-01
MERCEDES-BENZ,S 430 LIMOUSINE BVA,MMB39G2KR371,220N170F0SCCCAA00,ES,20,205.0,A 5,17.1,8.3,11.5,276.0,2003-03-01
MERCEDES-BENZ,S 430 LIMOUSINE BVA 4 MATIC,MMB49G2K0379,220N170F1SBAAAA00,ES,20,205.0,A 5,18.3,9.2,12.5,299.0,2003-03-01
MERCEDES-BENZ,S 430 LIMOUSINE BVA 4 MATIC,MMB49G2K1380,220N170F1SBAAAA10,ES,20,205.0,A 5,18.3,9.2,12.5,299.0,2003-03-01
MERCEDES-BENZ,S 500 4 MATIC,MMB49G2K0404,220N075F1SBAAA510,ES,23,225.0,A 5,18.6,9.6,12.9,311.0,2003-03-01
MERCEDES-BENZ,S 500 BERLINE BVA,MMB39G2K3383,220N075F0SCDDA500,ES,22,225.0,A 5,18.0,8.7,11.9,285.0,2003-03-01
MERCEDES-BENZ,S 500 BERLINE BVA 4 MATIC,MMB49G2KZ403,220N075F1SBAAA500,ES,23,225.0,A 5,18.6,9.6,12.9,311.0,2003-03-01
MERCEDES-BENZ,S 500 BLINDEE,MMB39G2KQ395,220N175F0SCRRA400,ES,28,225.0,A 5,,,,,2003-03-01
MERCEDES-BENZ,S 500 BLINDEE,MMB39G2KS397,220N175F0SESSA400,ES,28,225.0,A 5,,,,,2003-03-01
MERCEDES-BENZ,S 500 LIMOUSINE 4 MATIC,MMB49G2K3407,220N175F1SBAAAA00,ES,23,225.0,A 5,18.6,9.6,12.9,311.0,2003-03-01
MERCEDES-BENZ,S 500 LIMOUSINE 4 MATIC,MMB49G2K4408,220N175F1SBAAAA10,ES,23,225.0,A 5,18.6,9.6,12.9,311.0,2003-03-01
MERCEDES-BENZ,S 500 LIMOUSINE BVA,MMB39E2KS859,220N175F0SCAAAA0,ES,22,225.0,A 5,18.0,8.7,11.9,285.0,2003-03-01
MERCEDES-BENZ,S 500 LIMOUSINE BVA,MMB39G2KM391,220N175F0SCDDAA00,ES,22,225.0,A 5,18.0,8.7,11.9,285.0,2003-03-01
MERCEDES-BENZ,S 500 ZAS BERLINE BVA,MMB39G2K7387,220N07EF0SCDDA500,ES,22,220.0,A 5,18.0,8.5,11.9,285.0,2003-03-01
MERCEDES-BENZ,S 500 ZAS LIMOUSINE BVA,MMB39G2KU399,220N17EF0SCDDAA00,ES,22,220.0,A 5,18.0,8.5,11.9,285.0,2003-03-01
MERCEDES-BENZ,S 55 AMG BERLINE BVA,MMB39G2K6411,220N07FF0SDAAA500,ES,42,368.0,A 5,19.7,9.5,13.2,317.0,2003-03-01
MERCEDES-BENZ,S 55 AMG LIMOUSINE BVA,MMB39G2K8413,220N17FF0SDAAAA00,ES,42,368.0,A 5,19.7,9.5,13.2,317.0,2003-03-01
MERCEDES-BENZ,S 600 LIMOUSINE BVA,MMB39G2KE419,220N176F0SCSSA400,ES,32,368.0,A 5,,,,,2003-03-01
MERCEDES-BENZ,S 600 LIMOUSINE BVA,MMB39G2KA415,220N176F0SDAAAA00,ES,43,368.0,A 5,23.1,10.2,14.8,355.0,2003-03-01
MERCEDES-BENZ,S 600 LIMOUSINE BVA,MMB39G2KC417,220N176F0SDRRA400,ES,32,368.0,A 5,,,,,2003-03-01
MERCEDES-BENZ,S350 4 MATIC,MMB49H2KS528,220N067F1SAAAA500,ES,17,180.0,A 5,17.4,8.8,11.9,287.0,2003-03-01
MERCEDES-BENZ,S350 4 MATIC,MMB49H2KT529,220N067F1SAAAA510,ES,17,180.0,A 5,17.4,8.8,11.9,287.0,2003-03-01
MERCEDES-BENZ,SL 350 BOITE SEQUENTRONIC,MMB19G5JU529,230S467F0ABAAA200,ES,17,180.0,M 6,17.2,8.3,11.5,276.0,2003-03-01
MERCEDES-BENZ,SL 350 BVA,MMB39G5JX530,230S467F0SBAAA200,ES,17,180.0,A 5,17.5,8.3,11.7,281.0,2003-03-01
MERCEDES-BENZ,SL 500 BVA,MMB39G5J0533,230S475F0SAAAA200,ES,23,225.0,A 5,19.1,9.2,12.7,304.0,2003-03-01
MERCEDES-BENZ,SL 55 AMG BVA,MMB39G5J2535,230S47FF0SAAAA200,ES,42,368.0,A 5,20.3,9.6,13.5,324.0,2003-03-01
MERCEDES-BENZ,SL 600 BVA,MMB39J5JF484,230S476F0SCAAA200,ES,43,368.0,A 5,22.3,9.9,14.4,346.0,2003-03-01
MERCEDES-BENZ,SLK 200 K,MMB17G5QY952,170K444F0LBAAA200,ES,11,120.0,M 6,14.1,6.8,9.5,228.0,2003-03-01
MERCEDES-BENZ,SLK 200 K BVA,MMB37G5Q2954,170K444F0TBAAA200,ES,11,120.0,A 5,13.4,6.9,9.2,221.0,2003-03-01
MERCEDES-BENZ,SLK 230 K,MMB18G5Q7960,170K449F0LCAAA200,ES,13,145.0,M 6,14.2,7.0,9.7,233.0,2003-03-01
MERCEDES-BENZ,SLK 230 K BVA,MMB38G5QA961,170K449F0TCAAA200,ES,13,145.0,A 5,13.7,7.0,9.4,226.0,2003-03-01
